# Species	Genes	Alg.-Conn.	042.fasta	11368.fasta	2a301.fasta	ATCC8739.fasta	IAI39.fasta	O55H7.fasta	S88.fasta	Ss046.fasta	W.fasta
9	9	0.858	lcl|FN554766.1_prot_CBG36268.1_3434	lcl|AP010953.1_prot_BAI27431.1_4257	lcl|NC_004337.2_prot_NP_708953.1_2887	lcl|NZ_CP022959.1_prot_WP_001300423.1_562	lcl|NC_011750.1_prot_WP_012602535.1_3619	lcl|CP003109.1_prot_AEZ42258.1_3623	lcl|CU928161.2_prot_CAR04764.1_3390	lcl|CP000038.1_prot_AAZ89873.1_3076	lcl|NC_017635.1_prot_WP_001315854.1_3370
9	9	0.858	lcl|FN554766.1_prot_CBG36282.1_3448	lcl|AP010953.1_prot_BAI27444.1_4270	lcl|NC_004337.2_prot_NP_708965.2_2899	lcl|NZ_CP022959.1_prot_WP_012304832.1_549	lcl|NC_011750.1_prot_WP_001298740.1_3632	lcl|CP003109.1_prot_AEZ42270.1_3635	lcl|CU928161.2_prot_CAR04776.1_3402	lcl|CP000038.1_prot_AAZ89885.1_3088	lcl|NC_017635.1_prot_WP_001298740.1_3383
9	9	0.858	lcl|FN554766.1_prot_CBG36477.1_3643	lcl|AP010953.1_prot_BAI27649.1_4479	lcl|NC_004337.2_prot_NP_709164.2_3092	lcl|NZ_CP022959.1_prot_WP_000815984.1_335	lcl|NC_011750.1_prot_WP_000815997.1_3834	lcl|CP003109.1_prot_AEZ42461.1_3826	lcl|CU928161.2_prot_CAR04991.1_3617	lcl|CP000038.1_prot_AAZ90080.1_3283	lcl|NC_017635.1_prot_WP_000815968.1_3579
9	9	0.858	lcl|FN554766.1_prot_CBG37446.1_4612	lcl|AP010953.1_prot_BAI28448.1_5310	lcl|NC_004337.2_prot_NP_710009.2_3920	lcl|NZ_CP022959.1_prot_WP_000558209.1_4022	lcl|NC_011750.1_prot_WP_000558209.1_4553	lcl|CP003109.1_prot_AEZ43305.1_4670	lcl|CU928161.2_prot_CAR05880.1_4504	lcl|CP000038.1_prot_AAZ90816.1_4019	lcl|NC_017635.1_prot_WP_000558209.1_4400
9	9	0.858	lcl|FN554766.1_prot_CBG37697.1_4863	lcl|AP010953.1_prot_BAI28705.1_5585	lcl|NC_004337.2_prot_NP_710119.1_4030	lcl|NZ_CP022959.1_prot_WP_001088439.1_3825	lcl|NC_011750.1_prot_WP_001088358.1_4853	lcl|CP003109.1_prot_AEZ43523.1_4888	lcl|CU928161.2_prot_CAR06199.1_4822	lcl|CP000038.1_prot_AAZ90998.1_4201	lcl|NC_017635.1_prot_WP_001088395.1_4636
9	9	0.857	lcl|FN554766.1_prot_CBG33447.1_613	lcl|AP010953.1_prot_BAI23988.1_659	lcl|NC_004337.2_prot_NP_706440.1_460	lcl|NZ_CP022959.1_prot_WP_000125843.1_3185	lcl|NC_011750.1_prot_WP_000125835.1_555	lcl|CP003109.1_prot_AEZ39347.1_712	lcl|CU928161.2_prot_CAR01965.1_594	lcl|CP000038.1_prot_AAZ87303.1_505	lcl|NC_017635.1_prot_WP_000125810.1_636
9	9	0.857	lcl|FN554766.1_prot_CBG33863.1_1029	lcl|AP010953.1_prot_BAI24399.1_1083	lcl|NC_004337.2_prot_NP_706878.1_887	lcl|NZ_CP022959.1_prot_WP_000877161.1_2743	lcl|NC_011750.1_prot_WP_000877161.1_2191	lcl|CP003109.1_prot_AEZ39768.1_1133	lcl|CU928161.2_prot_CAR02309.1_937	lcl|CP000038.1_prot_AAZ87697.1_899	lcl|NC_017635.1_prot_WP_000877161.1_1048
9	9	0.857	lcl|FN554766.1_prot_CBG35543.1_2709	lcl|AP010953.1_prot_BAI26754.1_3556	lcl|NC_004337.2_prot_NP_708348.2_2310	lcl|NZ_CP022959.1_prot_WP_000937920.1_1208	lcl|NC_011750.1_prot_WP_000937921.1_2693	lcl|CP003109.1_prot_AEZ41575.1_2940	lcl|CU928161.2_prot_CAR03948.1_2575	lcl|CP000038.1_prot_AAZ89219.1_2422	lcl|NC_017635.1_prot_WP_000937931.1_2705
9	9	0.857	lcl|FN554766.1_prot_CBG36485.1_3651	lcl|AP010953.1_prot_BAI27657.1_4487	lcl|NC_004337.2_prot_NP_709171.1_3099	lcl|NZ_CP022959.1_prot_WP_001300440.1_327	lcl|NC_011750.1_prot_WP_001295168.1_3842	lcl|CP003109.1_prot_AEZ42468.1_3833	lcl|CU928161.2_prot_CAR04999.1_3625	lcl|CP000038.1_prot_AAZ90087.1_3290	lcl|NC_017635.1_prot_WP_001295168.1_3587
9	9	0.857	lcl|FN554766.1_prot_CBG36689.1_3855	lcl|AP010953.1_prot_BAI28195.1_5041	lcl|NC_004337.2_prot_NP_709347.1_3274	lcl|NZ_CP022959.1_prot_WP_000980109.1_159	lcl|NC_011750.1_prot_WP_000980162.1_4034	lcl|CP003109.1_prot_AEZ42671.1_4036	lcl|CU928161.2_prot_CAR05187.1_3813	lcl|CP000038.1_prot_AAZ90370.1_3573	lcl|NC_017635.1_prot_WP_000980111.1_3765
9	9	0.857	lcl|FN554766.1_prot_CBG36856.1_4022	lcl|AP010953.1_prot_BAI28064.1_4908	lcl|NC_004337.2_prot_NP_709521.1_3444	lcl|NZ_CP022959.1_prot_WP_000148063.1_27	lcl|NC_011750.1_prot_WP_000148045.1_4233	lcl|CP003109.1_prot_AEZ42838.1_4203	lcl|CU928161.2_prot_CAR05305.1_3932	lcl|CP000038.1_prot_AAZ90178.1_3381	lcl|NC_017635.1_prot_WP_000148063.1_3904
9	9	0.857	lcl|FN554766.1_prot_CBG37066.1_4232	lcl|AP010953.1_prot_BAI27887.1_4724	lcl|NC_004337.2_prot_NP_709664.1_3584	lcl|NZ_CP022959.1_prot_WP_001300530.1_4309	lcl|NC_011750.1_prot_WP_001572146.1_3114	lcl|CP003109.1_prot_AEZ43010.1_4375	lcl|CU928161.2_prot_CAR05499.1_4128	lcl|CP000038.1_prot_AAZ90555.1_3758	lcl|NC_017635.1_prot_WP_001350037.1_4084
9	9	0.856	lcl|FN554766.1_prot_CBG33794.1_960	lcl|AP010953.1_prot_BAI24320.1_1004	lcl|NC_004337.2_prot_NP_706762.1_772	lcl|NZ_CP022959.1_prot_WP_001380339.1_2824	lcl|NC_011750.1_prot_WP_133296361.1_2272	lcl|CP003109.1_prot_AEZ39691.1_1056	lcl|CU928161.2_prot_CAR02234.1_862	lcl|CP000038.1_prot_AAZ87606.1_808	lcl|NC_017635.1_prot_WP_001400542.1_969
9	9	0.856	lcl|FN554766.1_prot_CBG37071.1_4237	lcl|AP010953.1_prot_BAI27882.1_4719	lcl|NC_004337.2_prot_NP_709669.1_3589	lcl|NZ_CP022959.1_prot_WP_000570668.1_4303	lcl|NC_011750.1_prot_WP_000570668.1_3108	lcl|CP003109.1_prot_AEZ43016.1_4381	lcl|CU928161.2_prot_CAR05504.1_4133	lcl|CP000038.1_prot_AAZ90560.1_3763	lcl|NC_017635.1_prot_WP_000570668.1_4090
9	9	0.856	lcl|FN554766.1_prot_CBG37298.1_4464	lcl|AP010953.1_prot_BAI28365.1_5222	lcl|NC_004337.2_prot_NP_709831.2_3744	lcl|NZ_CP022959.1_prot_WP_000169188.1_4074	lcl|NC_011750.1_prot_WP_000169139.1_4484	lcl|CP003109.1_prot_AEZ43269.1_4634	lcl|CU928161.2_prot_CAR05768.1_4394	lcl|CP000038.1_prot_AAZ90779.1_3982	lcl|NC_017635.1_prot_WP_000169171.1_4365
9	9	0.855	lcl|FN554766.1_prot_CBG33957.1_1123	lcl|AP010953.1_prot_BAI24705.1_1404	lcl|NC_004337.2_prot_NP_706992.1_994	lcl|NZ_CP022959.1_prot_WP_000020880.1_2628	lcl|NC_011750.1_prot_WP_000020865.1_2090	lcl|CP003109.1_prot_AEZ39901.1_1266	lcl|CU928161.2_prot_CAR02412.1_1040	lcl|CP000038.1_prot_AAZ87817.1_1020	lcl|NC_017635.1_prot_WP_000020889.1_1159
9	9	0.854	lcl|FN554766.1_prot_CBG34724.1_1890	lcl|AP010953.1_prot_BAI25749.1_2508	lcl|NC_004337.2_prot_NP_707379.1_1371	lcl|NZ_CP022959.1_prot_WP_000440458.1_1964	lcl|NC_011750.1_prot_WP_000440438.1_1307	lcl|CP003109.1_prot_AEZ40678.1_2043	lcl|CU928161.2_prot_CAR03093.1_1721	lcl|CP000038.1_prot_AAZ88132.1_1335	lcl|NC_017635.1_prot_WP_000440445.1_1881
9	9	0.853	lcl|FN554766.1_prot_CBG32976.1_142	lcl|AP010953.1_prot_BAI23506.1_147	lcl|NC_004337.2_prot_NP_706092.3_131	lcl|NZ_CP022959.1_prot_WP_000132643.1_3656	lcl|NC_011750.1_prot_WP_032151511.1_155	lcl|CP003109.1_prot_AEZ38774.1_139	lcl|CU928161.2_prot_CAR01519.1_151	lcl|CP000038.1_prot_AAZ86949.1_151	lcl|NC_017635.1_prot_WP_000132718.1_142
9	9	0.853	lcl|FN554766.1_prot_CBG33521.1_687	lcl|AP010953.1_prot_BAI24062.1_735	lcl|NC_004337.2_prot_NP_706552.2_570	lcl|NZ_CP022959.1_prot_WP_001018040.1_3109	lcl|NC_011750.1_prot_WP_001018040.1_621	lcl|CP003109.1_prot_AEZ39421.1_786	lcl|CU928161.2_prot_CAR02035.1_663	lcl|CP000038.1_prot_AAZ87380.1_582	lcl|NC_017635.1_prot_WP_001018040.1_712
9	9	0.853	lcl|FN554766.1_prot_CBG33722.1_888	lcl|AP010953.1_prot_BAI24250.1_934	lcl|NC_004337.2_prot_NP_706685.1_694	lcl|NZ_CP022959.1_prot_WP_001295299.1_2951	lcl|NC_011750.1_prot_WP_012602246.1_776	lcl|CP003109.1_prot_AEZ39614.1_979	lcl|CU928161.2_prot_CAR02163.1_791	lcl|CP000038.1_prot_AAZ87534.1_736	lcl|NC_017635.1_prot_WP_001275941.1_848
9	9	0.853	lcl|FN554766.1_prot_CBG34126.1_1292	lcl|AP010953.1_prot_BAI25062.1_1764	lcl|NC_004337.2_prot_NP_707161.2_1162	lcl|NZ_CP022959.1_prot_WP_001300409.1_2466	lcl|NC_011750.1_prot_WP_001357407.1_1579	lcl|CP003109.1_prot_AEZ40082.1_1447	lcl|CU928161.2_prot_CAR02647.1_1274	lcl|CP000038.1_prot_AAZ88582.1_1785	lcl|NC_017635.1_prot_WP_014640620.1_1320
9	9	0.853	lcl|FN554766.1_prot_CBG37089.1_4255	lcl|AP010953.1_prot_BAI27865.1_4702	lcl|NC_004337.2_prot_NP_709688.1_3607	lcl|NZ_CP022959.1_prot_WP_001297068.1_4288	lcl|NC_011750.1_prot_WP_001297068.1_3090	lcl|CP003109.1_prot_AEZ43033.1_4398	lcl|CU928161.2_prot_CAR05516.1_4145	lcl|CP000038.1_prot_AAZ90574.1_3777	lcl|NC_017635.1_prot_WP_001297068.1_4107
9	9	0.852	lcl|FN554766.1_prot_CBG34850.1_2016	lcl|AP010953.1_prot_BAI25948.1_2709	lcl|NC_004337.2_prot_NP_707717.3_1698	lcl|NZ_CP022959.1_prot_WP_001300644.1_1834	lcl|NC_011750.1_prot_WP_012602284.1_1179	lcl|CP003109.1_prot_AEZ40807.1_2172	lcl|CU928161.2_prot_CAR03218.1_1846	lcl|CP000038.1_prot_AAZ87997.1_1200	lcl|NC_017635.1_prot_WP_001342995.1_2011
9	9	0.851	lcl|FN554766.1_prot_CBG37237.1_4403	lcl|AP010953.1_prot_BAI28305.1_5160	lcl|NC_004337.2_prot_NP_709876.3_3789	lcl|NZ_CP022959.1_prot_WP_001301116.1_4141	lcl|NC_011750.1_prot_WP_021521850.1_4418	lcl|CP003109.1_prot_AEZ43200.1_4565	lcl|CU928161.2_prot_CAR05678.1_4305	lcl|CP000038.1_prot_AAZ90722.1_3925	lcl|NC_017635.1_prot_WP_001295692.1_4304
9	9	0.85	lcl|FN554766.1_prot_CBG33005.1_171	lcl|AP010953.1_prot_BAI23536.1_177	lcl|NC_004337.2_prot_NP_706120.4_158	lcl|NZ_CP022959.1_prot_WP_000922429.1_3624	lcl|NC_011750.1_prot_WP_000922435.1_186	lcl|CP003109.1_prot_AEZ38803.1_168	lcl|CU928161.2_prot_CAR01550.1_180	lcl|CP000038.1_prot_AAZ86979.1_181	lcl|NC_017635.1_prot_WP_000922446.1_173
9	9	0.85	lcl|FN554766.1_prot_CBG33365.1_531	lcl|AP010953.1_prot_BAI23862.1_523	lcl|NC_004337.2_prot_NP_706381.2_403	lcl|NZ_CP022959.1_prot_WP_000970323.1_3255	lcl|NC_011750.1_prot_WP_000970320.1_460	lcl|CP003109.1_prot_AEZ39214.1_579	lcl|CU928161.2_prot_CAR01839.1_469	lcl|CP000038.1_prot_AAZ87253.1_455	lcl|NC_017635.1_prot_WP_000970323.1_559
9	9	0.85	lcl|FN554766.1_prot_CBG35145.1_2311	lcl|AP010953.1_prot_BAI26203.1_2984	lcl|NC_004337.2_prot_NP_707964.1_1933	lcl|NZ_CP022959.1_prot_WP_000119090.1_1617	lcl|NC_011750.1_prot_WP_000119099.1_931	lcl|CP003109.1_prot_AEZ41082.1_2447	lcl|CU928161.2_prot_CAR03457.1_2085	lcl|CP000038.1_prot_AAZ88780.1_1983	lcl|NC_017635.1_prot_WP_000119069.1_2206
9	9	0.85	lcl|FN554766.1_prot_CBG35553.1_2719	lcl|AP010953.1_prot_BAI26761.1_3563	lcl|NC_004337.2_prot_NP_708355.1_2317	lcl|NZ_CP022959.1_prot_WP_001090844.1_1201	lcl|NC_011750.1_prot_WP_001090832.1_2703	lcl|CP003109.1_prot_AEZ41582.1_2947	lcl|CU928161.2_prot_CAR03959.1_2586	lcl|CP000038.1_prot_AAZ89226.1_2429	lcl|NC_017635.1_prot_WP_001090850.1_2712
9	9	0.85	lcl|FN554766.1_prot_CBG36527.1_3693	lcl|AP010953.1_prot_BAI27696.1_4526	lcl|NC_004337.2_prot_NP_709212.4_3139	lcl|NZ_CP022959.1_prot_WP_000108330.1_288	lcl|NC_011750.1_prot_WP_000108319.1_3885	lcl|CP003109.1_prot_AEZ42510.1_3875	lcl|CU928161.2_prot_CAR05046.1_3672	lcl|CP000038.1_prot_AAZ90226.1_3429	lcl|NC_017635.1_prot_WP_000108330.1_3629
9	9	0.85	lcl|FN554766.1_prot_CBG36805.1_3971	lcl|AP010953.1_prot_BAI28110.1_4954	lcl|NC_004337.2_prot_NP_709425.1_3354	lcl|NZ_CP022959.1_prot_WP_000924289.1_69	lcl|NC_011750.1_prot_WP_000924289.1_4126	lcl|CP003109.1_prot_AEZ42753.1_4118	lcl|CU928161.2_prot_CAR05269.1_3895	lcl|CP000038.1_prot_AAZ90304.1_3507	lcl|NC_017635.1_prot_WP_000924289.1_3856
9	9	0.849	lcl|FN554766.1_prot_CBG34938.1_2104	lcl|AP010953.1_prot_BAI26081.1_2842	lcl|NC_004337.2_prot_NP_707839.1_1813	lcl|NZ_CP022959.1_prot_WP_012304861.1_1741	lcl|NC_011750.1_prot_WP_012602279.1_1087	lcl|CP003109.1_prot_AEZ40898.1_2263	lcl|CU928161.2_prot_CAR03308.1_1936	lcl|CP000038.1_prot_AAZ88679.1_1882	lcl|NC_017635.1_prot_WP_001349973.1_2108
9	9	0.849	lcl|FN554766.1_prot_CBG35773.1_2939	lcl|AP010953.1_prot_BAI27011.1_3818	lcl|NC_004337.2_prot_NP_708554.1_2501	lcl|NZ_CP022959.1_prot_WP_001246104.1_995	lcl|NC_011750.1_prot_WP_001246104.1_2918	lcl|CP003109.1_prot_AEZ41802.1_3167	lcl|CU928161.2_prot_CAR04264.1_2892	lcl|CP000038.1_prot_AAZ89499.1_2702	lcl|NC_017635.1_prot_WP_001246104.1_2913
9	9	0.849	lcl|FN554766.1_prot_CBG36279.1_3445	lcl|AP010953.1_prot_BAI27441.1_4267	lcl|NC_004337.2_prot_NP_708962.1_2896	lcl|NZ_CP022959.1_prot_WP_000224354.1_553	lcl|NC_011750.1_prot_WP_000224345.1_3628	lcl|CP003109.1_prot_AEZ42267.1_3632	lcl|CU928161.2_prot_CAR04773.1_3399	lcl|CP000038.1_prot_AAZ89882.1_3085	lcl|NC_017635.1_prot_WP_000224324.1_3379
9	9	0.848	lcl|FN554766.1_prot_CBG33315.1_481	lcl|AP010953.1_prot_BAI23820.1_481	lcl|NC_004337.2_prot_NP_706340.1_362	lcl|NZ_CP022959.1_prot_WP_000445029.1_3298	lcl|NC_011750.1_prot_WP_000113027.1_233	lcl|CP003109.1_prot_AEZ39165.1_530	lcl|CU928161.2_prot_CAR01790.1_420	lcl|CP000038.1_prot_AAZ87210.1_412	lcl|NC_017635.1_prot_WP_000113027.1_516
9	9	0.848	lcl|FN554766.1_prot_CBG35847.1_3013	lcl|AP010953.1_prot_BAI27086.1_3895	lcl|NC_004337.2_prot_NP_708614.2_2560	lcl|NZ_CP022959.1_prot_WP_001276460.1_923	lcl|NC_011750.1_prot_WP_001276460.1_3219	lcl|CP003109.1_prot_AEZ41878.1_3243	lcl|CU928161.2_prot_CAR04358.1_2986	lcl|CP000038.1_prot_AAZ89575.1_2778	lcl|NC_017635.1_prot_WP_001276478.1_3014
9	9	0.847	lcl|FN554766.1_prot_CBG33398.1_564	lcl|AP010953.1_prot_BAI23895.1_561	lcl|NC_004337.2_prot_NP_706406.4_427	lcl|NZ_CP022959.1_prot_WP_000190288.1_3219	lcl|NC_011750.1_prot_WP_000190288.1_486	lcl|CP003109.1_prot_AEZ39250.1_615	lcl|CU928161.2_prot_CAR01873.1_503	lcl|CP000038.1_prot_AAZ87265.1_467	lcl|NC_017635.1_prot_WP_000190288.1_597
9	9	0.847	lcl|FN554766.1_prot_CBG33588.1_754	lcl|AP010953.1_prot_BAI24125.1_800	lcl|NC_004337.2_prot_NP_706495.1_515	lcl|NZ_CP022959.1_prot_WP_000030624.1_3035	lcl|NC_011750.1_prot_WP_000030701.1_708	lcl|CP003109.1_prot_AEZ39493.1_858	lcl|CU928161.2_prot_CAR02101.1_729	lcl|CP000038.1_prot_AAZ87447.1_649	lcl|NC_017635.1_prot_WP_000030637.1_784
9	9	0.847	lcl|FN554766.1_prot_CBG35864.1_3030	lcl|AP010953.1_prot_BAI27103.1_3912	lcl|NC_004337.2_prot_NP_708628.1_2575	lcl|NZ_CP022959.1_prot_WP_000741828.1_906	lcl|NC_011750.1_prot_WP_000741810.1_3236	lcl|CP003109.1_prot_AEZ41895.1_3260	lcl|CU928161.2_prot_CAR04374.1_3002	lcl|CP000038.1_prot_AAZ89594.1_2797	lcl|NC_017635.1_prot_WP_000741827.1_3031
9	9	0.847	lcl|FN554766.1_prot_CBG37182.1_4348	lcl|AP010953.1_prot_BAI28251.1_5099	lcl|NC_004337.2_prot_NP_709785.4_3698	lcl|NZ_CP022959.1_prot_WP_000944104.1_4192	lcl|NC_011750.1_prot_WP_000944061.1_4335	lcl|CP003109.1_prot_AEZ43141.1_4506	lcl|CU928161.2_prot_CAR05620.1_4247	lcl|CP000038.1_prot_AAZ90668.1_3871	lcl|NC_017635.1_prot_WP_000944103.1_4250
9	9	0.847	lcl|FN554766.1_prot_EC042_0872_864	lcl|AP010953.1_prot_BAI24229.1_913	lcl|NC_004337.2_prot_NP_706665.2_674	lcl|NZ_CP022959.1_prot_WP_000446917.1_2972	lcl|NC_011750.1_prot_WP_000443446.1_754	lcl|CP003109.1_prot_AEZ39594.1_959	lcl|CU928161.2_prot_CAR02143.1_771	lcl|CP000038.1_prot_AAZ87515.1_717	lcl|NC_017635.1_prot_WP_000446939.1_826
9	9	0.846	lcl|FN554766.1_prot_CBG32964.1_130	lcl|AP010953.1_prot_BAI23495.1_134	lcl|NC_004337.2_prot_NP_706085.1_125	lcl|NZ_CP022959.1_prot_WP_000339954.1_3668	lcl|NC_011750.1_prot_WP_000339911.1_140	lcl|CP003109.1_prot_AEZ38762.1_127	lcl|CU928161.2_prot_CAR01507.1_139	lcl|CP000038.1_prot_AAZ86934.1_136	lcl|NC_017635.1_prot_WP_000339945.1_130
9	9	0.846	lcl|FN554766.1_prot_CBG34855.1_2021	lcl|AP010953.1_prot_BAI25953.1_2714	lcl|NC_004337.2_prot_NP_707722.3_1702	lcl|NZ_CP022959.1_prot_WP_001024929.1_1828	lcl|NC_011750.1_prot_WP_001024929.1_1173	lcl|CP003109.1_prot_AEZ40812.1_2177	lcl|CU928161.2_prot_CAR03223.1_1851	lcl|CP000038.1_prot_AAZ87992.1_1195	lcl|NC_017635.1_prot_WP_001024917.1_2018
9	9	0.846	lcl|FN554766.1_prot_CBG36381.1_3547	lcl|AP010953.1_prot_BAI27552.1_4382	lcl|NC_004337.2_prot_NP_709068.1_3000	lcl|NZ_CP022959.1_prot_WP_001070563.1_446	lcl|NC_011750.1_prot_WP_001070584.1_3742	lcl|CP003109.1_prot_AEZ42373.1_3738	lcl|CU928161.2_prot_CAR04885.1_3511	lcl|CP000038.1_prot_AAZ89984.1_3187	lcl|NC_017635.1_prot_WP_001070563.1_3482
9	9	0.846	lcl|FN554766.1_prot_CBG36617.1_3783	lcl|AP010953.1_prot_ECO26_4596_4596	lcl|NC_004337.2_prot_NP_709289.2_3216	lcl|NZ_CP022959.1_prot_WP_001057453.1_217	lcl|NC_011750.1_prot_WP_001057453.1_3964	lcl|CP003109.1_prot_AEZ42602.1_3967	lcl|CU928161.2_prot_CAR05121.1_3747	lcl|CP000038.1_prot_AAZ90132.1_3335	lcl|NC_017635.1_prot_WP_001057453.1_3701
9	9	0.846	lcl|FN554766.1_prot_CBG36628.1_3794	lcl|AP010953.1_prot_BAI27764.1_4599	lcl|NC_004337.2_prot_NP_709291.1_3218	lcl|NZ_CP022959.1_prot_WP_001298717.1_214	lcl|NC_011750.1_prot_WP_012602567.1_3975	lcl|CP003109.1_prot_AEZ42614.1_3979	lcl|CU928161.2_prot_CAR05132.1_3758	lcl|CP000038.1_prot_AAZ90129.1_3332	lcl|NC_017635.1_prot_WP_001298717.1_3704
9	9	0.846	lcl|FN554766.1_prot_CBG37549.1_4715	lcl|AP010953.1_prot_BAI28558.1_5423	lcl|NC_004337.2_prot_NP_709947.1_3860	lcl|NZ_CP022959.1_prot_WP_000012907.1_3910	lcl|NC_011750.1_prot_WP_000012936.1_4672	lcl|CP003109.1_prot_AEZ43411.1_4776	lcl|CU928161.2_prot_CAR05989.1_4614	lcl|CP000038.1_prot_AAZ90914.1_4117	lcl|NC_017635.1_prot_WP_000012907.1_4510
9	9	0.845	lcl|FN554766.1_prot_CBG33360.1_526	lcl|AP010953.1_prot_BAI23861.1_522	lcl|NC_004337.2_prot_NP_706380.1_402	lcl|NZ_CP022959.1_prot_WP_001026747.1_3256	lcl|NC_011750.1_prot_WP_001026753.1_466	lcl|CP003109.1_prot_AEZ39209.1_574	lcl|CU928161.2_prot_CAR01834.1_464	lcl|CP000038.1_prot_AAZ87252.1_454	lcl|NC_017635.1_prot_WP_001026747.1_558
9	9	0.844	lcl|FN554766.1_prot_CBG32913.1_79	lcl|AP010953.1_prot_BAI23441.1_80	lcl|NC_004337.2_prot_NP_706030.4_72	lcl|NZ_CP022959.1_prot_WP_001295534.1_3723	lcl|NC_011750.1_prot_WP_000425651.1_86	lcl|CP003109.1_prot_AEZ38711.1_76	lcl|CU928161.2_prot_CAR01447.1_80	lcl|CP000038.1_prot_AAZ86879.1_81	lcl|NC_017635.1_prot_WP_000425668.1_76
9	9	0.844	lcl|FN554766.1_prot_CBG34487.1_1653	lcl|AP010953.1_prot_BAI25397.1_2134	lcl|NC_004337.2_prot_NP_707444.1_1439	lcl|NZ_CP022959.1_prot_WP_000803659.1_2200	lcl|NC_011750.1_prot_WP_000803527.1_1819	lcl|CP003109.1_prot_AEZ40447.1_1812	lcl|CU928161.2_prot_CAR02923.1_1550	lcl|CP000038.1_prot_AAZ88294.1_1497	lcl|NC_017635.1_prot_WP_000803659.1_1639
9	9	0.844	lcl|FN554766.1_prot_CBG37683.1_4849	lcl|AP010953.1_prot_BAI28691.1_5571	lcl|NC_004337.2_prot_NP_710103.1_4014	lcl|NZ_CP022959.1_prot_WP_001361172.1_3839	lcl|NC_011750.1_prot_WP_001314410.1_4779	lcl|CP003109.1_prot_AEZ43509.1_4874	lcl|CU928161.2_prot_CAR06129.1_4752	lcl|CP000038.1_prot_AAZ90983.1_4186	lcl|NC_017635.1_prot_WP_001340933.1_4622
9	9	0.843	lcl|FN554766.1_prot_CBG33891.1_1057	lcl|AP010953.1_prot_BAI24848.1_1548	lcl|NC_004337.2_prot_NP_706916.1_923	lcl|NZ_CP022959.1_prot_WP_071819052.1_2702	lcl|NC_011750.1_prot_WP_001054718.1_2160	lcl|CP003109.1_prot_AEZ39805.1_1170	lcl|CU928161.2_prot_CAR02339.1_967	lcl|CP000038.1_prot_AAZ87734.1_936	lcl|NC_017635.1_prot_WP_015695619.1_1086
9	9	0.843	lcl|FN554766.1_prot_CBG35597.1_2763	lcl|AP010953.1_prot_BAI26805.1_3607	lcl|NC_004337.2_prot_NP_708397.4_2356	lcl|NZ_CP022959.1_prot_WP_000190655.1_1155	lcl|NC_011750.1_prot_WP_000190644.1_2749	lcl|CP003109.1_prot_AEZ41629.1_2994	lcl|CU928161.2_prot_CAR03996.1_2624	lcl|CP000038.1_prot_AAZ89267.1_2470	lcl|NC_017635.1_prot_WP_000190655.1_2757
9	9	0.842	lcl|FN554766.1_prot_CBG33070.1_236	lcl|AP010953.1_prot_BAI23586.1_236	lcl|NC_004337.2_prot_NP_706223.1_254	lcl|NZ_CP022959.1_prot_WP_001308392.1_3539	lcl|NC_011750.1_prot_WP_001308392.1_429	lcl|CP003109.1_prot_AEZ38873.1_238	lcl|CU928161.2_prot_CAR01612.1_242	lcl|CP000038.1_prot_AAZ87046.1_248	lcl|NC_017635.1_prot_WP_001308392.1_235
9	9	0.842	lcl|FN554766.1_prot_CBG33491.1_657	lcl|AP010953.1_prot_BAI24033.1_704	lcl|NC_004337.2_prot_NP_706580.4_598	lcl|NZ_CP022959.1_prot_WP_000284027.1_3139	lcl|NC_011750.1_prot_WP_000284040.1_599	lcl|CP003109.1_prot_AEZ39393.1_758	lcl|CU928161.2_prot_CAR02011.1_640	lcl|CP000038.1_prot_AAZ87350.1_552	lcl|NC_017635.1_prot_WP_000284027.1_682
9	9	0.842	lcl|FN554766.1_prot_CBG33754.1_920	lcl|AP010953.1_prot_BAI24281.1_965	lcl|NC_004337.2_prot_NP_706714.1_724	lcl|NZ_CP022959.1_prot_WP_001295292.1_2915	lcl|NC_011750.1_prot_WP_001295292.1_810	lcl|CP003109.1_prot_AEZ39648.1_1013	lcl|CU928161.2_prot_CAR02193.1_821	lcl|CP000038.1_prot_AAZ87566.1_768	lcl|NC_017635.1_prot_WP_001295292.1_881
9	9	0.842	lcl|FN554766.1_prot_CBG36771.1_3937	lcl|AP010953.1_prot_BAI28115.1_4959	lcl|NC_004337.2_prot_NP_709420.3_3349	lcl|NZ_CP022959.1_prot_WP_000818601.1_74	lcl|NC_011750.1_prot_WP_000818598.1_4118	lcl|CP003109.1_prot_AEZ42748.1_4113	lcl|CU928161.2_prot_CAR05264.1_3890	lcl|CP000038.1_prot_AAZ90309.1_3512	lcl|NC_017635.1_prot_WP_000818601.1_3851
9	9	0.842	lcl|FN554766.1_prot_CBG37694.1_4860	lcl|AP010953.1_prot_BAI28702.1_5582	lcl|NC_004337.2_prot_NP_710116.1_4027	lcl|NZ_CP022959.1_prot_WP_000490275.1_3828	lcl|NC_011750.1_prot_WP_000490275.1_4849	lcl|CP003109.1_prot_AEZ43520.1_4885	lcl|CU928161.2_prot_CAR06196.1_4819	lcl|CP000038.1_prot_AAZ90995.1_4198	lcl|NC_017635.1_prot_WP_000490275.1_4633
