# Species	Genes	Alg.-Conn.	11128.fasta	2a301.fasta	MG1655.fasta	O55H7.fasta	SE11.fasta	SMS-3-5.fasta	Sb227.fasta	UMN026.fasta
8	8	0.854	lcl|AP010960.1_prot_BAI36048.1_2177	lcl|NC_004337.2_prot_NP_707407.1_1398	lcl|NC_000913.3_prot_NP_416222.1_1700	lcl|CP003109.1_prot_AEZ40653.1_2018	lcl|NC_011415.1_prot_WP_001299130.1_1830	lcl|NC_010498.1_prot_WP_001361438.1_1428	lcl|CP000036.1_prot_ABB66044.1_1311	lcl|NC_011751.1_prot_WP_001309535.1_1981
8	8	0.854	lcl|AP010960.1_prot_BAI36136.1_2271	lcl|NC_004337.2_prot_NP_707355.1_1348	lcl|NC_000913.3_prot_NP_416274.1_1752	lcl|CP003109.1_prot_AEZ40706.1_2071	lcl|NC_011415.1_prot_WP_000085238.1_1931	lcl|NC_010498.1_prot_WP_000085229.1_1375	lcl|CP000036.1_prot_ABB65956.1_1223	lcl|NC_011751.1_prot_WP_000085240.1_2034
8	8	0.854	lcl|AP010960.1_prot_BAI36176.1_2312	lcl|NC_004337.2_prot_NP_707316.1_1310	lcl|NC_000913.3_prot_NP_416320.1_1800	lcl|CP003109.1_prot_AEZ40752.1_2117	lcl|NC_011415.1_prot_WP_000268230.1_1981	lcl|NC_010498.1_prot_WP_000290555.1_1328	lcl|CP000036.1_prot_ABB65910.1_1176	lcl|NC_011751.1_prot_WP_000290576.1_2081
8	8	0.854	lcl|AP010960.1_prot_BAI36195.1_2331	lcl|NC_004337.2_prot_NP_707296.1_1291	lcl|NC_000913.3_prot_NP_416338.1_1819	lcl|CP003109.1_prot_AEZ40771.1_2136	lcl|NC_011415.1_prot_WP_001295496.1_2000	lcl|NC_010498.1_prot_WP_001295496.1_1309	lcl|CP000036.1_prot_ABB65865.1_1131	lcl|NC_011751.1_prot_WP_001295496.1_2100
8	8	0.854	lcl|AP010960.1_prot_BAI36351.1_2488	lcl|NC_004337.2_prot_NP_707795.2_1771	lcl|NC_000913.3_prot_NP_416418.1_1904	lcl|CP003109.1_prot_AEZ40850.1_2215	lcl|NC_011415.1_prot_WP_000917208.1_2141	lcl|NC_010498.1_prot_WP_012311886.1_1227	lcl|CP000036.1_prot_ABB65743.1_1008	lcl|NC_011751.1_prot_WP_000917208.1_2182
8	8	0.854	lcl|AP010960.1_prot_BAI36647.1_2807	lcl|NC_004337.2_prot_NP_707977.1_1946	lcl|NC_000913.3_prot_NP_416594.1_2074	lcl|CP003109.1_prot_AEZ41105.1_2470	lcl|NC_011415.1_prot_WP_000844207.1_2371	lcl|NC_010498.1_prot_WP_000844196.1_932	lcl|CP000036.1_prot_ABB65578.1_842	lcl|NC_011751.1_prot_WP_000844212.1_2407
8	8	0.854	lcl|AP010960.1_prot_BAI36682.1_2846	lcl|NC_004337.2_prot_NP_708029.1_1997	lcl|NC_000913.3_prot_NP_416632.1_2110	lcl|CP003109.1_prot_AEZ41214.1_2579	lcl|NC_011415.1_prot_WP_000783121.1_2408	lcl|NC_010498.1_prot_WP_000783133.1_873	lcl|CP000036.1_prot_ABB65671.1_936	lcl|NC_011751.1_prot_WP_000783145.1_2445
8	8	0.854	lcl|AP010960.1_prot_BAI36886.1_3061	lcl|NC_004337.2_prot_NP_708195.1_2158	lcl|NC_000913.3_prot_NP_416816.1_2294	lcl|CP003109.1_prot_AEZ41399.1_2764	lcl|NC_011415.1_prot_WP_000262113.1_2636	lcl|NC_010498.1_prot_WP_000262113.1_2403	lcl|CP000036.1_prot_ABB66913.1_2181	lcl|NC_011751.1_prot_WP_000262113.1_2631
8	8	0.854	lcl|AP010960.1_prot_BAI36916.1_3091	lcl|NC_004337.2_prot_NP_708225.2_2188	lcl|NC_000913.3_prot_NP_416846.2_2323	lcl|CP003109.1_prot_AEZ41430.1_2795	lcl|NC_011415.1_prot_WP_001296861.1_2667	lcl|NC_010498.1_prot_WP_001361541.1_2435	lcl|CP000036.1_prot_ABB66944.1_2212	lcl|NC_011751.1_prot_WP_001296861.1_2661
8	8	0.854	lcl|AP010960.1_prot_BAI36963.1_3145	lcl|NC_004337.2_prot_NP_708270.1_2231	lcl|NC_000913.3_prot_NP_416910.1_2391	lcl|CP003109.1_prot_AEZ41489.1_2854	lcl|NC_011415.1_prot_WP_000487600.1_2720	lcl|NC_010498.1_prot_WP_000487600.1_2492	lcl|CP000036.1_prot_ABB66994.1_2262	lcl|NC_011751.1_prot_WP_000487600.1_2711
8	8	0.854	lcl|AP010960.1_prot_BAI37027.1_3209	lcl|NC_004337.2_prot_NP_708324.1_2288	lcl|NC_000913.3_prot_NP_416981.1_2464	lcl|CP003109.1_prot_AEZ41551.1_2916	lcl|NC_011415.1_prot_WP_000122538.1_2785	lcl|NC_010498.1_prot_WP_000122529.1_2556	lcl|CP000036.1_prot_ABB67054.1_2322	lcl|NC_011751.1_prot_WP_000122519.1_2774
8	8	0.854	lcl|AP010960.1_prot_BAI37062.1_3246	lcl|NC_004337.2_prot_NP_708361.2_2321	lcl|NC_000913.3_prot_NP_417017.4_2501	lcl|CP003109.1_prot_AEZ41592.1_2957	lcl|NC_011415.1_prot_WP_001299505.1_2823	lcl|NC_010498.1_prot_WP_012311892.1_2597	lcl|CP000036.1_prot_ABB67090.1_2358	lcl|NC_011751.1_prot_WP_001306288.1_2816
8	8	0.854	lcl|AP010960.1_prot_BAI37086.1_3270	lcl|NC_004337.2_prot_NP_708384.1_2344	lcl|NC_000913.3_prot_NP_417041.1_2526	lcl|CP003109.1_prot_AEZ41615.1_2980	lcl|NC_011415.1_prot_WP_001276664.1_2847	lcl|NC_010498.1_prot_WP_001276657.1_2621	lcl|CP000036.1_prot_ABB67115.1_2383	lcl|NC_011751.1_prot_WP_001276664.1_2840
8	8	0.854	lcl|AP010960.1_prot_BAI37093.1_3281	lcl|NC_004337.2_prot_NP_708392.2_2351	lcl|NC_000913.3_prot_NP_417050.1_2535	lcl|CP003109.1_prot_AEZ41624.1_2989	lcl|NC_011415.1_prot_WP_001215872.1_2856	lcl|NC_010498.1_prot_WP_001215893.1_2630	lcl|CP000036.1_prot_ABB67126.1_2394	lcl|NC_011751.1_prot_WP_001215900.1_2849
8	8	0.854	lcl|AP010960.1_prot_BAI37101.1_3289	lcl|NC_004337.2_prot_NP_708415.1_2371	lcl|NC_000913.3_prot_NP_417058.1_2544	lcl|CP003109.1_prot_AEZ41632.1_2997	lcl|NC_011415.1_prot_WP_000986029.1_2865	lcl|NC_010498.1_prot_WP_000986047.1_2639	lcl|CP000036.1_prot_ABB67134.1_2402	lcl|NC_011751.1_prot_WP_000986047.1_2858
8	8	0.854	lcl|AP010960.1_prot_BAI37150.1_3339	lcl|NC_004337.2_prot_NP_708466.2_2418	lcl|NC_000913.3_prot_NP_417109.1_2598	lcl|CP003109.1_prot_AEZ41683.1_3048	lcl|NC_011415.1_prot_WP_001341638.1_2917	lcl|NC_010498.1_prot_WP_024175760.1_2692	lcl|CP000036.1_prot_ABB67281.1_2549	lcl|NC_011751.1_prot_WP_001300750.1_2911
8	8	0.854	lcl|AP010960.1_prot_BAI37222.1_3416	lcl|NC_004337.2_prot_NP_708506.1_2454	lcl|NC_000913.3_prot_NP_417178.1_2658	lcl|CP003109.1_prot_AEZ41752.1_3117	lcl|NC_011415.1_prot_WP_000140509.1_2958	lcl|NC_010498.1_prot_WP_000140495.1_2734	lcl|CP000036.1_prot_ABB67345.1_2613	lcl|NC_011751.1_prot_WP_000140506.1_2984
8	8	0.854	lcl|AP010960.1_prot_BAI37283.1_3477	lcl|NC_004337.2_prot_NP_708558.1_2505	lcl|NC_000913.3_prot_NP_417233.1_2713	lcl|CP003109.1_prot_AEZ41806.1_3171	lcl|NC_011415.1_prot_WP_000490402.1_3018	lcl|NC_010498.1_prot_WP_000490422.1_2790	lcl|CP000036.1_prot_ABB67293.1_2561	lcl|NC_011751.1_prot_WP_000490448.1_3040
8	8	0.854	lcl|AP010960.1_prot_BAI37334.1_3530	lcl|NC_004337.2_prot_NP_708599.2_2545	lcl|NC_000913.3_prot_NP_417285.1_2765	lcl|CP003109.1_prot_AEZ41863.1_3228	lcl|NC_011415.1_prot_WP_000642344.1_3071	lcl|NC_010498.1_prot_WP_001308912.1_2851	lcl|CP000036.1_prot_ABB67222.1_2490	lcl|NC_011751.1_prot_WP_000642344.1_3093
8	8	0.854	lcl|AP010960.1_prot_BAI37421.1_3631	lcl|NC_004337.2_prot_NP_708657.1_2602	lcl|NC_000913.3_prot_NP_417369.1_2844	lcl|CP003109.1_prot_AEZ41945.1_3310	lcl|NC_011415.1_prot_WP_000715208.1_3164	lcl|NC_010498.1_prot_WP_000715213.1_2926	lcl|CP000036.1_prot_ABB67603.1_2871	lcl|NC_011751.1_prot_WP_000715210.1_3195
8	8	0.854	lcl|AP010960.1_prot_BAI37450.1_3660	lcl|NC_004337.2_prot_NP_708684.1_2629	lcl|NC_000913.3_prot_NP_417399.1_2875	lcl|CP003109.1_prot_AEZ41974.1_3339	lcl|NC_011415.1_prot_WP_000389818.1_3197	lcl|NC_010498.1_prot_WP_000389820.1_2961	lcl|CP000036.1_prot_ABB67575.1_2843	lcl|NC_011751.1_prot_WP_000389820.1_3230
8	8	0.854	lcl|AP010960.1_prot_BAI37695.1_3915	lcl|NC_004337.2_prot_NP_708898.2_2834	lcl|NC_000913.3_prot_NP_417564.2_3042	lcl|CP003109.1_prot_AEZ42200.1_3565	lcl|NC_011415.1_prot_WP_001226463.1_3380	lcl|NC_010498.1_prot_WP_001298326.1_3272	lcl|CP000036.1_prot_ABB67467.1_2735	lcl|NC_011751.1_prot_WP_001226463.1_3523
8	8	0.854	lcl|AP010960.1_prot_BAI37714.1_3934	lcl|NC_004337.2_prot_NP_708914.3_2850	lcl|NC_000913.3_prot_YP_026202.1_3058	lcl|CP003109.1_prot_AEZ42214.1_3579	lcl|NC_011415.1_prot_WP_000460515.1_3400	lcl|NC_010498.1_prot_WP_000460504.1_3292	lcl|CP000036.1_prot_ABB67488.1_2756	lcl|NC_011751.1_prot_WP_000460504.1_3540
8	8	0.854	lcl|AP010960.1_prot_BAI37811.1_4034	lcl|NC_004337.2_prot_NP_709007.2_2940	lcl|NC_000913.3_prot_NP_417676.2_3154	lcl|CP003109.1_prot_AEZ42314.1_3679	lcl|NC_011415.1_prot_WP_001299134.1_3498	lcl|NC_010498.1_prot_WP_012311953.1_3386	lcl|CP000036.1_prot_ABB67673.1_2941	lcl|NC_011751.1_prot_WP_001300411.1_3636
8	8	0.854	lcl|AP010960.1_prot_BAI38018.1_4250	lcl|NC_004337.2_prot_NP_709215.2_3142	lcl|NC_000913.3_prot_NP_417897.1_3375	lcl|CP003109.1_prot_AEZ42513.1_3878	lcl|NC_011415.1_prot_WP_000236293.1_3704	lcl|NC_010498.1_prot_WP_000236279.1_3596	lcl|CP000036.1_prot_ABB67924.1_3192	lcl|NC_011751.1_prot_WP_000236295.1_3841
8	8	0.854	lcl|AP010960.1_prot_BAI38153.1_4391	lcl|NC_004337.2_prot_NP_709356.1_3283	lcl|NC_000913.3_prot_NP_418028.1_3512	lcl|CP003109.1_prot_AEZ42682.1_4047	lcl|NC_011415.1_prot_WP_000761270.1_3841	lcl|NC_010498.1_prot_WP_000761242.1_3751	lcl|CP000036.1_prot_ABB68061.1_3329	lcl|NC_011751.1_prot_WP_000761238.1_4017
8	8	0.854	lcl|AP010960.1_prot_BAI38182.1_4421	lcl|NC_004337.2_prot_NP_709374.2_3302	lcl|NC_000913.3_prot_NP_418057.1_3541	lcl|CP003109.1_prot_AEZ42707.1_4072	lcl|NC_011415.1_prot_WP_000645424.1_3875	lcl|NC_010498.1_prot_WP_000645420.1_3790	lcl|CP000036.1_prot_ABB68079.1_3347	lcl|NC_011751.1_prot_WP_000645425.1_4043
8	8	0.854	lcl|AP010960.1_prot_BAI38280.1_4525	lcl|NC_004337.2_prot_NP_709502.2_3424	lcl|NC_000913.3_prot_NP_418153.4_3645	lcl|CP003109.1_prot_AEZ42858.1_4223	lcl|NC_011415.1_prot_WP_000522200.1_3976	lcl|NC_010498.1_prot_WP_012311893.1_3919	lcl|CP000036.1_prot_ABB68157.1_3425	lcl|NC_011751.1_prot_WP_000522196.1_4158
8	8	0.854	lcl|AP010960.1_prot_BAI38377.1_4627	lcl|NC_004337.2_prot_NP_709606.1_3527	lcl|NC_000913.3_prot_NP_418248.1_3740	lcl|CP003109.1_prot_AEZ42952.1_4317	lcl|NC_011415.1_prot_WP_000026061.1_4078	lcl|NC_010498.1_prot_WP_000026059.1_4016	lcl|CP000036.1_prot_ABB68274.1_3542	lcl|NC_011751.1_prot_WP_000026054.1_4254
8	8	0.854	lcl|AP010960.1_prot_BAI38409.1_4662	lcl|NC_004337.2_prot_NP_709640.2_3559	lcl|NC_000913.3_prot_NP_418278.1_3771	lcl|CP003109.1_prot_AEZ42985.1_4350	lcl|NC_011415.1_prot_WP_001295259.1_4115	lcl|NC_010498.1_prot_WP_001296603.1_4062	lcl|CP000036.1_prot_ABB68306.1_3574	lcl|NC_011751.1_prot_WP_001309097.1_4286
8	8	0.854	lcl|AP010960.1_prot_BAI38410.1_4663	lcl|NC_004337.2_prot_NP_709641.1_3560	lcl|NC_000913.3_prot_NP_418279.1_3772	lcl|CP003109.1_prot_AEZ42986.1_4351	lcl|NC_011415.1_prot_WP_000187530.1_4116	lcl|NC_010498.1_prot_WP_000187546.1_4063	lcl|CP000036.1_prot_ABB68307.1_3575	lcl|NC_011751.1_prot_WP_000187543.1_4287
8	8	0.854	lcl|AP010960.1_prot_BAI38465.1_4718	lcl|NC_004337.2_prot_NP_709699.1_3616	lcl|NC_000913.3_prot_NP_418331.1_3825	lcl|CP003109.1_prot_AEZ43042.1_4407	lcl|NC_011415.1_prot_WP_000753589.1_4173	lcl|NC_010498.1_prot_WP_000753600.1_4119	lcl|CP000036.1_prot_ABB68360.1_3628	lcl|NC_011751.1_prot_WP_000753589.1_4345
8	8	0.854	lcl|AP010960.1_prot_BAI38664.1_4928	lcl|NC_004337.2_prot_NP_709866.2_3779	lcl|NC_000913.3_prot_NP_418478.1_3970	lcl|CP003109.1_prot_AEZ43209.1_4574	lcl|NC_011415.1_prot_WP_000486966.1_4329	lcl|NC_010498.1_prot_WP_000487002.1_4327	lcl|CP000036.1_prot_ABB68496.1_3765	lcl|NC_011751.1_prot_WP_000486940.1_4496
8	8	0.854	lcl|AP010960.1_prot_BAI38749.1_5020	lcl|NC_004337.2_prot_NP_710059.2_3970	lcl|NC_000913.3_prot_NP_418615.1_4112	lcl|CP003109.1_prot_AEZ43352.1_4717	lcl|NC_011415.1_prot_WP_000218360.1_4470	lcl|NC_010498.1_prot_WP_000218360.1_4469	lcl|CP000036.1_prot_ABB68683.1_3952	lcl|NC_011751.1_prot_WP_000218360.1_4630
8	8	0.854	lcl|AP010960.1_prot_BAI38764.1_5035	lcl|NC_004337.2_prot_NP_710044.3_3955	lcl|NC_000913.3_prot_NP_418600.4_4097	lcl|CP003109.1_prot_AEZ43337.1_4702	lcl|NC_011415.1_prot_WP_000076316.1_4455	lcl|NC_010498.1_prot_WP_000076316.1_4453	lcl|CP000036.1_prot_ABB68699.1_3968	lcl|NC_011751.1_prot_WP_000076319.1_4615
8	8	0.854	lcl|AP010960.1_prot_BAI38779.1_5050	lcl|NC_004337.2_prot_NP_710029.3_3940	lcl|NC_000913.3_prot_NP_418585.4_4081	lcl|CP003109.1_prot_AEZ43322.1_4687	lcl|NC_011415.1_prot_WP_000041970.1_4439	lcl|NC_010498.1_prot_WP_000041980.1_4437	lcl|CP000036.1_prot_ABB68714.1_3983	lcl|NC_011751.1_prot_WP_000041976.1_4599
8	8	0.854	lcl|AP010960.1_prot_BAI38806.1_5077	lcl|NC_004337.2_prot_NP_710001.1_3912	lcl|NC_000913.3_prot_NP_418559.1_4054	lcl|CP003109.1_prot_AEZ43297.1_4662	lcl|NC_011415.1_prot_WP_000068907.1_4413	lcl|NC_010498.1_prot_WP_000068910.1_4410	lcl|CP000036.1_prot_ABB68736.1_4005	lcl|NC_011751.1_prot_WP_000068915.1_4574
8	8	0.854	lcl|AP010960.1_prot_BAI38972.1_5260	lcl|NC_004337.2_prot_NP_710137.1_4048	lcl|NC_000913.3_prot_NP_418816.1_4310	lcl|CP003109.1_prot_AEZ43544.1_4909	lcl|NC_011415.1_prot_WP_001219611.1_4651	lcl|NC_010498.1_prot_WP_001219590.1_4733	lcl|CP000036.1_prot_ABB68869.1_4138	lcl|NC_011751.1_prot_WP_001219570.1_4920
8	8	0.853	lcl|AP010960.1_prot_BAI34629.1_660	lcl|NC_004337.2_prot_NP_706580.4_598	lcl|NC_000913.3_prot_NP_415163.2_621	lcl|CP003109.1_prot_AEZ39393.1_758	lcl|NC_011415.1_prot_WP_000284027.1_702	lcl|NC_010498.1_prot_WP_000284018.1_627	lcl|CP000036.1_prot_ABB65195.1_459	lcl|NC_011751.1_prot_WP_000284040.1_712
8	8	0.853	lcl|AP010960.1_prot_BAI34640.1_671	lcl|NC_004337.2_prot_NP_706569.1_587	lcl|NC_000913.3_prot_NP_415174.1_632	lcl|CP003109.1_prot_AEZ39404.1_769	lcl|NC_011415.1_prot_WP_001269673.1_713	lcl|NC_010498.1_prot_WP_001269673.1_638	lcl|CP000036.1_prot_ABB65205.1_469	lcl|NC_011751.1_prot_WP_001269673.1_723
8	8	0.853	lcl|AP010960.1_prot_BAI34737.1_772	lcl|NC_004337.2_prot_NP_706479.2_499	lcl|NC_000913.3_prot_NP_415283.1_736	lcl|CP003109.1_prot_AEZ39509.1_874	lcl|NC_011415.1_prot_WP_000891515.1_816	lcl|NC_010498.1_prot_WP_000891515.1_743	lcl|CP000036.1_prot_ABB65301.1_565	lcl|NC_011751.1_prot_WP_000891515.1_832
8	8	0.853	lcl|AP010960.1_prot_BAI34796.1_839	lcl|NC_004337.2_prot_NP_706656.2_665	lcl|NC_000913.3_prot_NP_415299.1_752	lcl|CP003109.1_prot_AEZ39585.1_950	lcl|NC_011415.1_prot_WP_000044868.1_832	lcl|NC_010498.1_prot_WP_000044859.1_759	lcl|CP000036.1_prot_ABB65344.1_608	lcl|NC_011751.1_prot_WP_000044833.1_904
8	8	0.853	lcl|AP010960.1_prot_BAI34809.1_852	lcl|NC_004337.2_prot_NP_706669.1_678	lcl|NC_000913.3_prot_NP_415312.1_765	lcl|CP003109.1_prot_AEZ39598.1_963	lcl|NC_011415.1_prot_WP_000871982.1_847	lcl|NC_010498.1_prot_WP_000871981.1_772	lcl|CP000036.1_prot_ABB65355.1_619	lcl|NC_011751.1_prot_WP_000871982.1_917
8	8	0.853	lcl|AP010960.1_prot_BAI34865.1_908	lcl|NC_004337.2_prot_NP_706719.1_729	lcl|NC_000913.3_prot_NP_415361.1_816	lcl|CP003109.1_prot_AEZ39650.1_1015	lcl|NC_011415.1_prot_WP_000450121.1_899	lcl|NC_010498.1_prot_WP_000450131.1_826	lcl|CP000036.1_prot_ABB65409.1_673	lcl|NC_011751.1_prot_WP_000450119.1_1015
8	8	0.853	lcl|AP010960.1_prot_BAI34882.1_927	lcl|NC_004337.2_prot_NP_706738.2_748	lcl|NC_000913.3_prot_NP_415379.1_834	lcl|CP003109.1_prot_AEZ39668.1_1033	lcl|NC_011415.1_prot_WP_000389260.1_917	lcl|NC_010498.1_prot_WP_000389257.1_844	lcl|CP000036.1_prot_ABB65465.1_729	lcl|NC_011751.1_prot_WP_000389260.1_1033
8	8	0.853	lcl|AP010960.1_prot_BAI34913.1_958	lcl|NC_004337.2_prot_NP_706775.1_785	lcl|NC_000913.3_prot_NP_415410.1_866	lcl|CP003109.1_prot_AEZ39704.1_1069	lcl|NC_011415.1_prot_WP_000077012.1_949	lcl|NC_010498.1_prot_WP_000077118.1_2169	lcl|CP000036.1_prot_ABB65495.1_759	lcl|NC_011751.1_prot_WP_000077077.1_1070
8	8	0.853	lcl|AP010960.1_prot_BAI34985.1_1031	lcl|NC_004337.2_prot_NP_706886.3_894	lcl|NC_000913.3_prot_NP_415483.2_939	lcl|CP003109.1_prot_AEZ39775.1_1140	lcl|NC_011415.1_prot_WP_000424181.1_1022	lcl|NC_010498.1_prot_WP_000424181.1_2096	lcl|CP000036.1_prot_ABB66832.1_2100	lcl|NC_011751.1_prot_WP_001309396.1_1136
8	8	0.853	lcl|AP010960.1_prot_BAI35149.1_1202	lcl|NC_004337.2_prot_NP_706935.1_942	lcl|NC_000913.3_prot_NP_415533.1_992	lcl|CP003109.1_prot_AEZ39824.1_1189	lcl|NC_011415.1_prot_WP_001331086.1_1073	lcl|NC_010498.1_prot_WP_001571240.1_2052	lcl|CP000036.1_prot_ABB66626.1_1894	lcl|NC_011751.1_prot_WP_000191701.1_1180
8	8	0.853	lcl|AP010960.1_prot_BAI35321.1_1384	lcl|NC_004337.2_prot_NP_707022.1_1023	lcl|NC_000913.3_prot_NP_415625.1_1080	lcl|CP003109.1_prot_AEZ39937.1_1302	lcl|NC_011415.1_prot_WP_000529331.1_1161	lcl|NC_010498.1_prot_WP_000529284.1_1969	lcl|CP000036.1_prot_ABB66544.1_1812	lcl|NC_011751.1_prot_WP_000529284.1_1265
8	8	0.853	lcl|AP010960.1_prot_BAI35466.1_1539	lcl|NC_004337.2_prot_NP_707119.2_1120	lcl|NC_000913.3_prot_NP_415728.1_1186	lcl|CP003109.1_prot_AEZ40043.1_1408	lcl|NC_011415.1_prot_WP_000173200.1_1247	lcl|NC_010498.1_prot_WP_001330437.1_1877	lcl|CP000036.1_prot_ABB66455.1_1723	lcl|NC_011751.1_prot_WP_001299679.1_1492
8	8	0.853	lcl|AP010960.1_prot_BAI35833.1_1941	lcl|NC_004337.2_prot_NP_707439.2_1434	lcl|NC_000913.3_prot_NP_416056.1_1524	lcl|CP003109.1_prot_AEZ40456.1_1821	lcl|NC_011415.1_prot_WP_001315525.1_1629	lcl|NC_010498.1_prot_WP_012311733.1_1569	lcl|CP000036.1_prot_ABB66222.1_1490	lcl|NC_011751.1_prot_WP_001306080.1_1787
8	8	0.853	lcl|AP010960.1_prot_BAI35940.1_2067	lcl|NC_004337.2_prot_NP_707495.1_1484	lcl|NC_000913.3_prot_NP_416115.1_1589	lcl|CP003109.1_prot_AEZ40542.1_1907	lcl|NC_011415.1_prot_WP_001260840.1_1720	lcl|NC_010498.1_prot_WP_001260852.1_1543	lcl|CP000036.1_prot_ABB66154.1_1422	lcl|NC_011751.1_prot_WP_001260856.1_1869
8	8	0.853	lcl|AP010960.1_prot_BAI35943.1_2070	lcl|NC_004337.2_prot_NP_707498.1_1487	lcl|NC_000913.3_prot_NP_416118.1_1593	lcl|CP003109.1_prot_AEZ40545.1_1910	lcl|NC_011415.1_prot_WP_001118253.1_1723	lcl|NC_010498.1_prot_WP_001118219.1_1540	lcl|CP000036.1_prot_ABB66151.1_1419	lcl|NC_011751.1_prot_WP_001118233.1_1874
8	8	0.853	lcl|AP010960.1_prot_BAI35950.1_2077	lcl|NC_004337.2_prot_NP_707505.2_1494	lcl|NC_000913.3_prot_NP_416125.2_1600	lcl|CP003109.1_prot_AEZ40552.1_1917	lcl|NC_011415.1_prot_WP_001092519.1_1730	lcl|NC_010498.1_prot_WP_001298660.1_1532	lcl|CP000036.1_prot_ABB66144.1_1412	lcl|NC_011751.1_prot_WP_001092508.1_1881
8	8	0.853	lcl|AP010960.1_prot_BAI35985.1_2112	lcl|NC_004337.2_prot_NP_707544.3_1532	lcl|NC_000913.3_prot_NP_416159.2_1635	lcl|CP003109.1_prot_AEZ40588.1_1953	lcl|NC_011415.1_prot_WP_001296943.1_1765	lcl|NC_010498.1_prot_WP_000445640.1_1497	lcl|CP000036.1_prot_ABB66109.1_1377	lcl|NC_011751.1_prot_WP_000445640.1_1916
8	8	0.853	lcl|AP010960.1_prot_BAI36039.1_2168	lcl|NC_004337.2_prot_NP_707415.1_1407	lcl|NC_000913.3_prot_NP_416213.1_1691	lcl|CP003109.1_prot_AEZ40644.1_2009	lcl|NC_011415.1_prot_WP_000080700.1_1821	lcl|NC_010498.1_prot_WP_000080733.1_1441	lcl|CP000036.1_prot_ABB66055.1_1323	lcl|NC_011751.1_prot_WP_000080713.1_1972
8	8	0.853	lcl|AP010960.1_prot_BAI36047.1_2176	lcl|NC_004337.2_prot_NP_707408.1_1399	lcl|NC_000913.3_prot_NP_416221.1_1699	lcl|CP003109.1_prot_AEZ40652.1_2017	lcl|NC_011415.1_prot_WP_000175617.1_1829	lcl|NC_010498.1_prot_WP_000175575.1_1429	lcl|CP000036.1_prot_ABB66045.1_1312	lcl|NC_011751.1_prot_WP_000175719.1_1980
8	8	0.853	lcl|AP010960.1_prot_BAI36190.1_2326	lcl|NC_004337.2_prot_NP_707303.1_1297	lcl|NC_000913.3_prot_NP_416333.4_1814	lcl|CP003109.1_prot_AEZ40765.1_2130	lcl|NC_011415.1_prot_WP_001331209.1_1995	lcl|NC_010498.1_prot_WP_000228655.1_1314	lcl|CP000036.1_prot_ABB65860.1_1125	lcl|NC_011751.1_prot_WP_000228655.1_2095
8	8	0.853	lcl|AP010960.1_prot_BAI36204.1_2340	lcl|NC_004337.2_prot_NP_707287.1_1282	lcl|NC_000913.3_prot_NP_416346.4_1828	lcl|CP003109.1_prot_AEZ40779.1_2144	lcl|NC_011415.1_prot_WP_001043882.1_2009	lcl|NC_010498.1_prot_WP_001029105.1_1300	lcl|CP000036.1_prot_ABB65875.1_1141	lcl|NC_011751.1_prot_WP_001033105.1_2109
8	8	0.853	lcl|AP010960.1_prot_BAI36582.1_2734	lcl|NC_004337.2_prot_NP_707903.1_1876	lcl|NC_000913.3_prot_NP_416515.1_1993	lcl|CP003109.1_prot_AEZ41016.1_2381	lcl|NC_011415.1_prot_WP_000980607.1_2289	lcl|NC_010498.1_prot_WP_000980560.1_1010	lcl|CP000036.1_prot_ABB65506.1_770	lcl|NC_011751.1_prot_WP_000980626.1_2334
8	8	0.853	lcl|AP010960.1_prot_BAI36725.1_2892	lcl|NC_004337.2_prot_NP_708072.1_2038	lcl|NC_000913.3_prot_NP_416678.1_2155	lcl|CP003109.1_prot_AEZ41265.1_2630	lcl|NC_011415.1_prot_WP_000198822.1_2454	lcl|NC_010498.1_prot_WP_000198803.1_2261	lcl|CP000036.1_prot_ABB66727.1_1995	lcl|NC_011751.1_prot_WP_000198816.1_2491
8	8	0.853	lcl|AP010960.1_prot_BAI36822.1_2993	lcl|NC_004337.2_prot_NP_708131.2_2095	lcl|NC_000913.3_prot_NP_416744.1_2221	lcl|CP003109.1_prot_AEZ41329.1_2694	lcl|NC_011415.1_prot_WP_000857257.1_2515	lcl|NC_010498.1_prot_WP_000857245.1_2332	lcl|CP000036.1_prot_ABB66634.1_1902	lcl|NC_011751.1_prot_WP_000857281.1_2560
8	8	0.853	lcl|AP010960.1_prot_BAI36867.1_3041	lcl|NC_004337.2_prot_NP_708175.1_2138	lcl|NC_000913.3_prot_NP_416796.2_2274	lcl|CP003109.1_prot_AEZ41378.1_2743	lcl|NC_011415.1_prot_WP_001203389.1_2561	lcl|NC_010498.1_prot_WP_001203403.1_2383	lcl|CP000036.1_prot_ABB66891.1_2159	lcl|NC_011751.1_prot_WP_001203403.1_2611
8	8	0.853	lcl|AP010960.1_prot_BAI36904.1_3079	lcl|NC_004337.2_prot_NP_708213.1_2176	lcl|NC_000913.3_prot_NP_416834.1_2312	lcl|CP003109.1_prot_AEZ41417.1_2782	lcl|NC_011415.1_prot_WP_000730806.1_2654	lcl|NC_010498.1_prot_WP_000730805.1_2421	lcl|CP000036.1_prot_ABB66930.1_2199	lcl|NC_011751.1_prot_WP_000730805.1_2649
