# Species	Genes	Alg.-Conn.	536.fasta	ABU83972.fasta	APEC01.fasta	CFT073.fasta	E2348:69.fasta	ED1a.fasta	S88.fasta	SE15.fasta	UTI89.fasta
9	9	0.921	lcl|NC_008253.1_prot_WP_001209702.1_3362	lcl|CP001671.1_prot_ADN48208.1_3589	lcl|NZ_CP028310.1_prot_WP_001209680.1_3349	lcl|NZ_CP051263.1_prot_WP_001209702.1_3753	lcl|NC_011601.1_prot_WP_001209693.1_3729	lcl|NC_011745.1_prot_WP_001209693.1_3880	lcl|CU928161.2_prot_CAR04949.1_3575	lcl|NC_013654.1_prot_WP_001209693.1_3243	lcl|NC_007946.1_prot_WP_001209702.1_3573
9	9	0.921	lcl|NC_008253.1_prot_WP_001298396.1_2481	lcl|CP001671.1_prot_ADN47320.1_2701	lcl|NZ_CP028310.1_prot_WP_001295479.1_2534	lcl|NZ_CP051263.1_prot_WP_001537828.1_2781	lcl|NC_011601.1_prot_WP_001339401.1_2920	lcl|NC_011745.1_prot_WP_001298396.1_2889	lcl|CU928161.2_prot_CAV02622.1_2592	lcl|NC_013654.1_prot_WP_001296292.1_2430	lcl|NC_007946.1_prot_WP_001298396.1_2672
9	9	0.92	lcl|NC_008253.1_prot_WP_000029464.1_1636	lcl|CP001671.1_prot_ADN46506.1_1887	lcl|NZ_CP028310.1_prot_WP_000029466.1_1724	lcl|NZ_CP051263.1_prot_WP_000029464.1_1921	lcl|NC_011601.1_prot_WP_000029464.1_1868	lcl|NC_011745.1_prot_WP_000029464.1_1869	lcl|CU928161.2_prot_CAR03069.1_1696	lcl|NC_013654.1_prot_WP_000029460.1_1613	lcl|NC_007946.1_prot_WP_000029464.1_1782
9	9	0.92	lcl|NC_008253.1_prot_WP_000187876.1_1441	lcl|CP001671.1_prot_ADN46253.1_1634	lcl|NZ_CP028310.1_prot_WP_000187924.1_1509	lcl|NZ_CP051263.1_prot_WP_000187876.1_1713	lcl|NC_011601.1_prot_WP_000187875.1_1660	lcl|NC_011745.1_prot_WP_000187876.1_1576	lcl|CU928161.2_prot_CAR02874.1_1502	lcl|NC_013654.1_prot_WP_000187880.1_1417	lcl|NC_007946.1_prot_WP_000187876.1_1563
9	9	0.92	lcl|NC_008253.1_prot_WP_000246587.1_2592	lcl|CP001671.1_prot_ADN47426.1_2807	lcl|NZ_CP028310.1_prot_WP_000246527.1_2652	lcl|NZ_CP051263.1_prot_WP_000246575.1_2958	lcl|NC_011601.1_prot_WP_000246589.1_3058	lcl|NC_011745.1_prot_WP_000246590.1_3050	lcl|CU928161.2_prot_CAR04188.1_2817	lcl|NC_013654.1_prot_WP_000246582.1_2539	lcl|NC_007946.1_prot_WP_000246589.1_2843
9	9	0.92	lcl|NC_008253.1_prot_WP_000253469.1_3804	lcl|CP001671.1_prot_ADN48606.1_3987	lcl|NZ_CP028310.1_prot_WP_000253455.1_3705	lcl|NZ_CP051263.1_prot_WP_000253455.1_4192	lcl|NC_011601.1_prot_WP_000253442.1_4148	lcl|NC_011745.1_prot_WP_000253469.1_4242	lcl|CU928161.2_prot_CAR05320.1_3947	lcl|NC_013654.1_prot_WP_000253439.1_3607	lcl|NC_007946.1_prot_WP_000253469.1_3940
9	9	0.92	lcl|NC_008253.1_prot_WP_000281692.1_3909	lcl|CP001671.1_prot_ADN48705.1_4086	lcl|NZ_CP028310.1_prot_WP_039023213.1_3812	lcl|NZ_CP051263.1_prot_WP_000281692.1_4297	lcl|NC_011601.1_prot_WP_000281694.1_4254	lcl|NC_011745.1_prot_WP_000281694.1_4347	lcl|CU928161.2_prot_CAR05421.1_4050	lcl|NC_013654.1_prot_WP_000281682.1_3716	lcl|NC_007946.1_prot_WP_000281691.1_4045
9	9	0.92	lcl|NC_008253.1_prot_WP_000529298.1_1074	lcl|CP001671.1_prot_ADN45883.1_1264	lcl|NZ_CP028310.1_prot_WP_000529320.1_1129	lcl|NZ_CP051263.1_prot_WP_000529307.1_1238	lcl|NC_011601.1_prot_WP_000529298.1_1228	lcl|NC_011745.1_prot_WP_000529298.1_1219	lcl|CU928161.2_prot_CAR02447.1_1075	lcl|NC_013654.1_prot_WP_000529298.1_1024	lcl|NC_007946.1_prot_WP_000529300.1_1141
9	9	0.92	lcl|NC_008253.1_prot_WP_000599938.1_3075	lcl|CP001671.1_prot_ADN47930.1_3311	lcl|NZ_CP028310.1_prot_WP_000599926.1_3057	lcl|NZ_CP051263.1_prot_WP_000599933.1_3472	lcl|NC_011601.1_prot_WP_000599940.1_3471	lcl|NC_011745.1_prot_WP_000599932.1_3605	lcl|CU928161.2_prot_CAR04676.1_3302	lcl|NC_013654.1_prot_WP_000599932.1_2963	lcl|NC_007946.1_prot_WP_000599932.1_3267
9	9	0.92	lcl|NC_008253.1_prot_WP_000778786.1_3481	lcl|CP001671.1_prot_ADN48328.1_3709	lcl|NZ_CP028310.1_prot_WP_000778768.1_3461	lcl|NZ_CP051263.1_prot_WP_000778808.1_3873	lcl|NC_011601.1_prot_WP_000778809.1_3837	lcl|NC_011745.1_prot_WP_000778808.1_3999	lcl|CU928161.2_prot_CAR05068.1_3694	lcl|NC_013654.1_prot_WP_000778796.1_3351	lcl|NC_007946.1_prot_WP_000778796.1_3690
9	9	0.92	lcl|NC_008253.1_prot_WP_000976979.1_394	lcl|CP001671.1_prot_ADN45026.1_407	lcl|NZ_CP028310.1_prot_WP_000983410.1_376	lcl|NZ_CP051263.1_prot_WP_000976983.1_395	lcl|NC_011601.1_prot_WP_000976980.1_292	lcl|NC_011745.1_prot_WP_000976964.1_349	lcl|CU928161.2_prot_CAR01691.1_321	lcl|NC_013654.1_prot_WP_000976972.1_313	lcl|NC_007946.1_prot_WP_000976975.1_340
9	9	0.92	lcl|NC_008253.1_prot_WP_001237186.1_1019	lcl|CP001671.1_prot_ADN45829.1_1210	lcl|NZ_CP028310.1_prot_WP_001237205.1_1073	lcl|NZ_CP051263.1_prot_WP_001237187.1_1183	lcl|NC_011601.1_prot_WP_001237205.1_1171	lcl|NC_011745.1_prot_WP_001237186.1_1164	lcl|CU928161.2_prot_CAR02392.1_1020	lcl|NC_013654.1_prot_WP_001237205.1_969	lcl|NC_007946.1_prot_WP_001237186.1_1086
9	9	0.92	lcl|NC_008253.1_prot_WP_001298087.1_1289	lcl|CP001671.1_prot_ADN46101.1_1482	lcl|NZ_CP028310.1_prot_WP_001326916.1_1332	lcl|NZ_CP051263.1_prot_WP_001704328.1_1556	lcl|NC_011601.1_prot_WP_001339671.1_1503	lcl|NC_011745.1_prot_WP_001298087.1_1432	lcl|CU928161.2_prot_CAR02725.1_1353	lcl|NC_013654.1_prot_WP_024175753.1_1271	lcl|NC_007946.1_prot_WP_001350892.1_1415
9	9	0.92	lcl|NC_008253.1_prot_WP_001298522.1_4288	lcl|CP001671.1_prot_ADN49097.1_4478	lcl|NZ_CP028310.1_prot_WP_024176402.1_4224	lcl|NZ_CP051263.1_prot_WP_001443153.1_4739	lcl|NC_011601.1_prot_WP_001409256.1_4632	lcl|NC_011745.1_prot_WP_001350388.1_4764	lcl|CU928161.2_prot_CAR05888.1_4512	lcl|NC_013654.1_prot_WP_001296671.1_4108	lcl|NC_007946.1_prot_WP_001350795.1_4397
9	9	0.92	lcl|NC_008253.1_prot_WP_001311989.1_2460	lcl|CP001671.1_prot_ADN47300.1_2681	lcl|NZ_CP028310.1_prot_WP_001295476.1_2516	lcl|NZ_CP051263.1_prot_WP_000976952.1_2760	lcl|NC_011601.1_prot_WP_001311989.1_2840	lcl|NC_011745.1_prot_WP_001311989.1_2867	lcl|CU928161.2_prot_CAR03944.1_2571	lcl|NC_013654.1_prot_WP_001311989.1_2409	lcl|NC_007946.1_prot_WP_001311989.1_2651
9	9	0.92	lcl|NC_008253.1_prot_WP_255756424.1_4255	lcl|CP001671.1_prot_ADN49063.1_4444	lcl|NZ_CP028310.1_prot_WP_001090758.1_4190	lcl|NZ_CP051263.1_prot_WP_255123145.1_4650	lcl|NC_011601.1_prot_WP_255123145.1_4599	lcl|NC_011745.1_prot_WP_255090546.1_4685	lcl|CU928161.2_prot_CAR05776.1_4402	lcl|NC_013654.1_prot_WP_255123145.1_4067	lcl|NC_007946.1_prot_WP_255090546.1_4364
9	9	0.919	lcl|NC_008253.1_prot_WP_000005042.1_103	lcl|CP001671.1_prot_ADN44721.1_102	lcl|NZ_CP028310.1_prot_WP_000005042.1_155	lcl|NZ_CP051263.1_prot_WP_000005044.1_109	lcl|NC_011601.1_prot_WP_000005042.1_105	lcl|NC_011745.1_prot_WP_000005042.1_105	lcl|CU928161.2_prot_CAR01469.1_102	lcl|NC_013654.1_prot_WP_000005042.1_107	lcl|NC_007946.1_prot_WP_000005042.1_105
9	9	0.919	lcl|NC_008253.1_prot_WP_000134615.1_2105	lcl|CP001671.1_prot_ADN46950.1_2331	lcl|NZ_CP028310.1_prot_WP_000134632.1_2137	lcl|NZ_CP051263.1_prot_WP_000134614.1_2406	lcl|NC_011601.1_prot_WP_000134611.1_2341	lcl|NC_011745.1_prot_WP_000134614.1_2409	lcl|CU928161.2_prot_CAR03534.1_2162	lcl|NC_013654.1_prot_WP_000134616.1_2048	lcl|NC_007946.1_prot_WP_000134614.1_2238
9	9	0.919	lcl|NC_008253.1_prot_WP_000425020.1_2334	lcl|CP001671.1_prot_ADN47177.1_2558	lcl|NZ_CP028310.1_prot_WP_000426176.1_2375	lcl|NZ_CP051263.1_prot_WP_000425032.1_2633	lcl|NC_011601.1_prot_WP_000425006.1_2571	lcl|NC_011745.1_prot_WP_000425022.1_2743	lcl|CU928161.2_prot_CAR03766.1_2393	lcl|NC_013654.1_prot_WP_000425017.1_2276	lcl|NC_007946.1_prot_WP_000425008.1_2467
9	9	0.919	lcl|NC_008253.1_prot_WP_001075783.1_706	lcl|CP001671.1_prot_ADN45335.1_716	lcl|NZ_CP028310.1_prot_WP_001053305.1_710	lcl|NZ_CP051263.1_prot_WP_001075782.1_706	lcl|NC_011601.1_prot_WP_001075783.1_602	lcl|NC_011745.1_prot_WP_001075786.1_658	lcl|CU928161.2_prot_CAR02075.1_703	lcl|NC_013654.1_prot_WP_001075784.1_648	lcl|NC_007946.1_prot_WP_001075783.1_653
9	9	0.919	lcl|NC_008253.1_prot_WP_001294541.1_4401	lcl|CP001671.1_prot_ADN49208.1_4589	lcl|NZ_CP028310.1_prot_WP_001294554.1_4343	lcl|NZ_CP051263.1_prot_WP_000042801.1_4853	lcl|NC_011601.1_prot_WP_001294561.1_4745	lcl|NC_011745.1_prot_WP_001294568.1_4928	lcl|CU928161.2_prot_CAR05998.1_4623	lcl|NC_013654.1_prot_WP_001294547.1_4222	lcl|NC_007946.1_prot_WP_001294566.1_4512
9	9	0.919	lcl|NC_008253.1_prot_WP_001298324.1_3149	lcl|CP001671.1_prot_ADN47998.1_3379	lcl|NZ_CP028310.1_prot_WP_001300387.1_3131	lcl|NZ_CP051263.1_prot_WP_001296434.1_3544	lcl|NC_011601.1_prot_WP_001339979.1_3543	lcl|NC_011745.1_prot_WP_016237553.1_3675	lcl|CU928161.2_prot_CAR04740.1_3366	lcl|NC_013654.1_prot_WP_001296434.1_3033	lcl|NC_007946.1_prot_WP_001298324.1_3335
9	9	0.919	lcl|NC_008253.1_prot_WP_001339419.1_2572	lcl|CP001671.1_prot_ADN47406.1_2787	lcl|NZ_CP028310.1_prot_WP_001300750.1_2629	lcl|NZ_CP051263.1_prot_WP_001339419.1_2869	lcl|NC_011601.1_prot_WP_001339419.1_3027	lcl|NC_011745.1_prot_WP_024185504.1_2980	lcl|CU928161.2_prot_CAR04058.1_2687	lcl|NC_013654.1_prot_WP_001339419.1_2521	lcl|NC_007946.1_prot_WP_001339419.1_2762
9	9	0.918	lcl|NC_008253.1_prot_WP_000158511.1_2498	lcl|CP001671.1_prot_ADN47337.1_2718	lcl|NZ_CP028310.1_prot_WP_000158547.1_2556	lcl|NZ_CP051263.1_prot_WP_000158498.1_2797	lcl|NC_011601.1_prot_WP_000158509.1_2936	lcl|NC_011745.1_prot_WP_000158504.1_2905	lcl|CU928161.2_prot_CAR03980.1_2608	lcl|NC_013654.1_prot_WP_000158510.1_2446	lcl|NC_007946.1_prot_WP_000158504.1_2688
9	9	0.918	lcl|NC_008253.1_prot_WP_000439129.1_2385	lcl|CP001671.1_prot_ADN47227.1_2608	lcl|NZ_CP028310.1_prot_WP_000410201.1_2427	lcl|NZ_CP051263.1_prot_WP_000410198.1_2685	lcl|NC_011601.1_prot_WP_000410201.1_2700	lcl|NC_011745.1_prot_WP_000410201.1_2792	lcl|CU928161.2_prot_CAR03872.1_2499	lcl|NC_013654.1_prot_WP_000410197.1_2334	lcl|NC_007946.1_prot_WP_000410201.1_2576
9	9	0.918	lcl|NC_008253.1_prot_WP_000527844.1_3026	lcl|CP001671.1_prot_ADN47874.1_3255	lcl|NZ_CP028310.1_prot_WP_000527844.1_3014	lcl|NZ_CP051263.1_prot_WP_000527849.1_3416	lcl|NC_011601.1_prot_WP_000527844.1_3422	lcl|NC_011745.1_prot_WP_000527844.1_3547	lcl|CU928161.2_prot_CAR04619.1_3246	lcl|NC_013654.1_prot_WP_000527844.1_2907	lcl|NC_007946.1_prot_WP_000527844.1_3211
9	9	0.918	lcl|NC_008253.1_prot_WP_000550673.1_1430	lcl|CP001671.1_prot_ADN46234.1_1615	lcl|NZ_CP028310.1_prot_WP_000550695.1_1501	lcl|NZ_CP051263.1_prot_WP_000550679.1_1695	lcl|NC_011601.1_prot_WP_000550681.1_1649	lcl|NC_011745.1_prot_WP_000550679.1_1566	lcl|CU928161.2_prot_CAR02863.1_1491	lcl|NC_013654.1_prot_WP_000550656.1_1412	lcl|NC_007946.1_prot_WP_000550673.1_1553
9	9	0.918	lcl|NC_008253.1_prot_WP_000855001.1_1739	lcl|CP001671.1_prot_ADN46605.1_1986	lcl|NZ_CP028310.1_prot_WP_000855022.1_1831	lcl|NZ_CP051263.1_prot_WP_000855032.1_2024	lcl|NC_011601.1_prot_WP_000855005.1_2016	lcl|NC_011745.1_prot_WP_000855011.1_1969	lcl|CU928161.2_prot_CAR03170.1_1798	lcl|NC_013654.1_prot_WP_000855004.1_1714	lcl|NC_007946.1_prot_WP_000855011.1_1882
9	9	0.918	lcl|NC_008253.1_prot_WP_001166341.1_1444	lcl|CP001671.1_prot_ADN46256.1_1637	lcl|NZ_CP028310.1_prot_WP_001166353.1_1512	lcl|NZ_CP051263.1_prot_WP_001166367.1_1716	lcl|NC_011601.1_prot_WP_001166364.1_1663	lcl|NC_011745.1_prot_WP_001166332.1_1579	lcl|CU928161.2_prot_CAR02877.1_1505	lcl|NC_013654.1_prot_WP_001166384.1_1420	lcl|NC_007946.1_prot_WP_001166330.1_1566
9	9	0.918	lcl|NC_008253.1_prot_WP_001313715.1_938	lcl|CP001671.1_prot_ADN45564.1_945	lcl|NZ_CP028310.1_prot_WP_000750416.1_958	lcl|NZ_CP051263.1_prot_WP_001528868.1_988	lcl|NC_011601.1_prot_WP_012578862.1_963	lcl|NC_011745.1_prot_WP_001441917.1_952	lcl|CU928161.2_prot_CAR02310.1_938	lcl|NC_013654.1_prot_WP_001346420.1_889	lcl|NC_007946.1_prot_WP_001350588.1_944
9	9	0.918	lcl|NC_008253.1_prot_WP_001337277.1_23	lcl|CP001671.1_prot_ADN44640.1_21	lcl|NZ_CP028310.1_prot_WP_001300728.1_76	lcl|NZ_CP051263.1_prot_WP_001332590.1_24	lcl|NC_011601.1_prot_WP_001337277.1_23	lcl|NC_011745.1_prot_WP_001337277.1_22	lcl|CU928161.2_prot_CAR01390.1_22	lcl|NC_013654.1_prot_WP_012896724.1_24	lcl|NC_007946.1_prot_WP_001337277.1_23
9	9	0.918	lcl|NC_008253.1_prot_WP_001350251.1_1385	lcl|CP001671.1_prot_ADN46192.1_1573	lcl|NZ_CP028310.1_prot_WP_001300734.1_1427	lcl|NZ_CP051263.1_prot_WP_001296049.1_1651	lcl|NC_011601.1_prot_WP_001296049.1_1600	lcl|NC_011745.1_prot_WP_001296049.1_1526	lcl|CU928161.2_prot_CAR02818.1_1446	lcl|NC_013654.1_prot_WP_001296049.1_1368	lcl|NC_007946.1_prot_WP_001296049.1_1509
9	9	0.918	lcl|NC_008253.1_prot_WP_032140825.1_2566	lcl|CP001671.1_prot_ADN47400.1_2781	lcl|NZ_CP028310.1_prot_WP_010723175.1_2623	lcl|NZ_CP051263.1_prot_WP_032140825.1_2863	lcl|NC_011601.1_prot_WP_010723175.1_3021	lcl|NC_011745.1_prot_WP_010723175.1_2974	lcl|CU928161.2_prot_CAR04052.1_2681	lcl|NC_013654.1_prot_WP_010723175.1_2515	lcl|NC_007946.1_prot_WP_077634785.1_2756
9	9	0.917	lcl|NC_008253.1_prot_WP_000951553.1_3541	lcl|CP001671.1_prot_ADN48393.1_3774	lcl|NZ_CP028310.1_prot_WP_000149999.1_3519	lcl|NZ_CP051263.1_prot_WP_000951553.1_3939	lcl|NC_011601.1_prot_WP_000150002.1_3899	lcl|NC_011745.1_prot_WP_000951550.1_4058	lcl|CU928161.2_prot_CAR05138.1_3764	lcl|NC_013654.1_prot_WP_000951553.1_3419	lcl|NC_007946.1_prot_WP_000951553.1_3762
9	9	0.917	lcl|NC_008253.1_prot_WP_000991428.1_4507	lcl|CP001671.1_prot_ADN49327.1_4708	lcl|NZ_CP028310.1_prot_WP_000991431.1_4373	lcl|NZ_CP051263.1_prot_WP_000991427.1_4873	lcl|NC_011601.1_prot_WP_000991433.1_4774	lcl|NC_011745.1_prot_WP_000991430.1_4998	lcl|CU928161.2_prot_CAR06070.1_4694	lcl|NC_013654.1_prot_WP_000991462.1_4325	lcl|NC_007946.1_prot_WP_000991428.1_4633
9	9	0.917	lcl|NC_008253.1_prot_WP_001111990.1_1737	lcl|CP001671.1_prot_ADN46603.1_1984	lcl|NZ_CP028310.1_prot_WP_001111995.1_1829	lcl|NZ_CP051263.1_prot_WP_001111997.1_2022	lcl|NC_011601.1_prot_WP_001111990.1_2014	lcl|NC_011745.1_prot_WP_001111997.1_1967	lcl|CU928161.2_prot_CAR03168.1_1796	lcl|NC_013654.1_prot_WP_001111990.1_1712	lcl|NC_007946.1_prot_WP_001111997.1_1880
9	9	0.917	lcl|NC_008253.1_prot_WP_001236827.1_4295	lcl|CP001671.1_prot_ADN49104.1_4485	lcl|NZ_CP028310.1_prot_WP_001236847.1_4233	lcl|NZ_CP051263.1_prot_WP_001236822.1_4746	lcl|NC_011601.1_prot_WP_001236824.1_4639	lcl|NC_011745.1_prot_WP_001236821.1_4771	lcl|CU928161.2_prot_CAR05897.1_4521	lcl|NC_013654.1_prot_WP_001236825.1_4116	lcl|NC_007946.1_prot_WP_001236830.1_4406
9	9	0.917	lcl|NC_008253.1_prot_WP_001298150.1_2690	lcl|CP001671.1_prot_ADN47516.1_2897	lcl|NZ_CP028310.1_prot_WP_001299652.1_2742	lcl|NZ_CP051263.1_prot_WP_001305277.1_3046	lcl|NC_011601.1_prot_WP_001339314.1_3151	lcl|NC_011745.1_prot_WP_001467841.1_3137	lcl|CU928161.2_prot_CAR04278.1_2906	lcl|NC_013654.1_prot_WP_001296325.1_2627	lcl|NC_007946.1_prot_WP_001331614.1_2934
9	9	0.917	lcl|NC_008253.1_prot_WP_001538498.1_819	lcl|CP001671.1_prot_ADN45447.1_828	lcl|NZ_CP028310.1_prot_WP_001301279.1_829	lcl|NZ_CP051263.1_prot_WP_001304780.1_823	lcl|NC_011601.1_prot_WP_001409358.1_800	lcl|NC_011745.1_prot_WP_001538498.1_770	lcl|CU928161.2_prot_CAR02184.1_812	lcl|NC_013654.1_prot_WP_001295896.1_771	lcl|NC_007946.1_prot_WP_001350597.1_765
9	9	0.916	lcl|NC_008253.1_prot_WP_000068677.1_4591	lcl|CP001671.1_prot_ADN49403.1_4784	lcl|NZ_CP028310.1_prot_WP_000068679.1_45	lcl|NZ_CP051263.1_prot_WP_000068677.1_4957	lcl|NC_011601.1_prot_WP_000068677.1_4854	lcl|NC_011745.1_prot_WP_000068677.1_5069	lcl|CU928161.2_prot_CAR06215.1_4838	lcl|NC_013654.1_prot_WP_000068678.1_4404	lcl|NC_007946.1_prot_WP_000068677.1_4786
9	9	0.916	lcl|NC_008253.1_prot_WP_000207132.1_707	lcl|CP001671.1_prot_ADN45336.1_717	lcl|NZ_CP028310.1_prot_WP_000207142.1_711	lcl|NZ_CP051263.1_prot_WP_000207167.1_707	lcl|NC_011601.1_prot_WP_000207175.1_603	lcl|NC_011745.1_prot_WP_000207168.1_659	lcl|CU928161.2_prot_CAR02076.1_704	lcl|NC_013654.1_prot_WP_000207133.1_649	lcl|NC_007946.1_prot_WP_000207169.1_654
9	9	0.916	lcl|NC_008253.1_prot_WP_000220141.1_4315	lcl|CP001671.1_prot_ADN49123.1_4504	lcl|NZ_CP028310.1_prot_CF007_RS21440_4258	lcl|NZ_CP051263.1_prot_WP_000220143.1_4766	lcl|NC_011601.1_prot_WP_000220115.1_4659	lcl|NC_011745.1_prot_WP_000220134.1_4791	lcl|CU928161.2_prot_CAR05916.1_4540	lcl|NC_013654.1_prot_WP_000220124.1_4136	lcl|NC_007946.1_prot_WP_000220134.1_4426
9	9	0.916	lcl|NC_008253.1_prot_WP_000375944.1_1405	lcl|CP001671.1_prot_ADN46210.1_1591	lcl|NZ_CP028310.1_prot_WP_000375961.1_1471	lcl|NZ_CP051263.1_prot_WP_000375944.1_1670	lcl|NC_011601.1_prot_WP_000375975.1_1624	lcl|NC_011745.1_prot_WP_000375944.1_1541	lcl|CU928161.2_prot_CAR02836.1_1464	lcl|NC_013654.1_prot_WP_000375944.1_1386	lcl|NC_007946.1_prot_WP_000375944.1_1528
9	9	0.916	lcl|NC_008253.1_prot_WP_000534243.1_1592	lcl|CP001671.1_prot_ADN46462.1_1843	lcl|NZ_CP028310.1_prot_WP_000534271.1_1680	lcl|NZ_CP051263.1_prot_WP_000534254.1_1877	lcl|NC_011601.1_prot_WP_000534277.1_1824	lcl|NC_011745.1_prot_WP_000534280.1_1823	lcl|CU928161.2_prot_CAR03025.1_1652	lcl|NC_013654.1_prot_WP_000534260.1_1569	lcl|NC_007946.1_prot_WP_000534244.1_1738
9	9	0.916	lcl|NC_008253.1_prot_WP_000647862.1_4065	lcl|CP001671.1_prot_ADN48868.1_4249	lcl|NZ_CP028310.1_prot_WP_000647894.1_3956	lcl|NZ_CP051263.1_prot_WP_000647854.1_4455	lcl|NC_011601.1_prot_WP_000647856.1_4407	lcl|NC_011745.1_prot_WP_000647853.1_4498	lcl|CU928161.2_prot_CAR05579.1_4207	lcl|NC_013654.1_prot_WP_000647862.1_3877	lcl|NC_007946.1_prot_WP_000647851.1_4201
9	9	0.916	lcl|NC_008253.1_prot_WP_000691648.1_3032	lcl|CP001671.1_prot_ADN47880.1_3261	lcl|NZ_CP028310.1_prot_WP_000691619.1_3020	lcl|NZ_CP051263.1_prot_WP_001546133.1_3422	lcl|NC_011601.1_prot_WP_000691623.1_3428	lcl|NC_011745.1_prot_WP_000691609.1_3553	lcl|CU928161.2_prot_CAR04625.1_3252	lcl|NC_013654.1_prot_WP_000691604.1_2913	lcl|NC_007946.1_prot_WP_000691616.1_3217
9	9	0.916	lcl|NC_008253.1_prot_WP_001077127.1_2998	lcl|CP001671.1_prot_ADN47846.1_3227	lcl|NZ_CP028310.1_prot_WP_001077166.1_2985	lcl|NZ_CP051263.1_prot_WP_001077168.1_3388	lcl|NC_011601.1_prot_WP_001077117.1_3392	lcl|NC_011745.1_prot_WP_001077154.1_3519	lcl|CU928161.2_prot_CAR04590.2_3217	lcl|NC_013654.1_prot_WP_001077156.1_2879	lcl|NC_007946.1_prot_WP_001077159.1_3183
9	9	0.916	lcl|NC_008253.1_prot_WP_001294248.1_4300	lcl|CP001671.1_prot_ADN49109.1_4489	lcl|NZ_CP028310.1_prot_WP_001294219.1_4238	lcl|NZ_CP051263.1_prot_WP_001294198.1_4751	lcl|NC_011601.1_prot_WP_001294240.1_4644	lcl|NC_011745.1_prot_WP_001294244.1_4776	lcl|CU928161.2_prot_CAR05901.1_4525	lcl|NC_013654.1_prot_WP_001294229.1_4121	lcl|NC_007946.1_prot_WP_001294242.1_4411
9	9	0.916	lcl|NC_008253.1_prot_WP_001335412.1_3980	lcl|CP001671.1_prot_ADN48777.1_4158	lcl|NZ_CP028310.1_prot_WP_001333507.1_3861	lcl|NZ_CP051263.1_prot_WP_001327313.1_4369	lcl|NC_011601.1_prot_WP_001340162.1_4320	lcl|NC_011745.1_prot_WP_001335412.1_4414	lcl|CU928161.2_prot_CAR05495.1_4124	lcl|NC_013654.1_prot_WP_001545699.1_3785	lcl|NC_007946.1_prot_WP_001331556.1_4118
9	9	0.916	lcl|NC_008253.1_prot_WP_077393227.1_1795	lcl|CP001671.1_prot_ADN46659.1_2040	lcl|NZ_CP028310.1_prot_WP_001300367.1_1887	lcl|NZ_CP051263.1_prot_WP_077393227.1_2080	lcl|NC_011601.1_prot_WP_077393227.1_2072	lcl|NC_011745.1_prot_WP_077393227.1_2025	lcl|CU928161.2_prot_CAR03226.1_1854	lcl|NC_013654.1_prot_WP_077249130.1_1771	lcl|NC_007946.1_prot_WP_077393227.1_1938
9	9	0.915	lcl|NC_008253.1_prot_WP_000543389.1_1471	lcl|CP001671.1_prot_ADN46284.1_1665	lcl|NZ_CP028310.1_prot_WP_000543384.1_1548	lcl|NZ_CP051263.1_prot_WP_000543389.1_1743	lcl|NC_011601.1_prot_WP_001309504.1_1690	lcl|NC_011745.1_prot_WP_024185487.1_1604	lcl|CU928161.2_prot_CAR02903.1_1530	lcl|NC_013654.1_prot_WP_000543392.1_1444	lcl|NC_007946.1_prot_WP_000543391.1_1593
9	9	0.915	lcl|NC_008253.1_prot_WP_000971740.1_2197	lcl|CP001671.1_prot_ADN47041.1_2422	lcl|NZ_CP028310.1_prot_WP_000971741.1_2230	lcl|NZ_CP051263.1_prot_WP_000971730.1_2498	lcl|NC_011601.1_prot_WP_000971729.1_2434	lcl|NC_011745.1_prot_WP_000971720.1_2606	lcl|CU928161.2_prot_CAR03628.1_2255	lcl|NC_013654.1_prot_WP_000971730.1_2140	lcl|NC_007946.1_prot_WP_000971720.1_2329
9	9	0.915	lcl|NC_008253.1_prot_WP_001338897.1_2565	lcl|CP001671.1_prot_ADN47399.1_2780	lcl|NZ_CP028310.1_prot_WP_001338897.1_2622	lcl|NZ_CP051263.1_prot_WP_001338897.1_2862	lcl|NC_011601.1_prot_WP_001338897.1_3020	lcl|NC_011745.1_prot_WP_001338897.1_2973	lcl|CU928161.2_prot_CAR04051.1_2680	lcl|NC_013654.1_prot_WP_001314062.1_2514	lcl|NC_007946.1_prot_WP_001338897.1_2755
9	9	0.914	lcl|NC_008253.1_prot_WP_000061979.1_1566	lcl|CP001671.1_prot_ADN46437.1_1818	lcl|NZ_CP028310.1_prot_WP_000178044.1_1654	lcl|NZ_CP051263.1_prot_WP_000061974.1_1851	lcl|NC_011601.1_prot_WP_000061974.1_1799	lcl|NC_011745.1_prot_WP_000061974.1_1798	lcl|CU928161.2_prot_CAR03000.1_1627	lcl|NC_013654.1_prot_WP_000061974.1_1542	lcl|NC_007946.1_prot_WP_000061979.1_1712
9	9	0.914	lcl|NC_008253.1_prot_WP_000146336.1_793	lcl|CP001671.1_prot_ADN45423.1_804	lcl|NZ_CP028310.1_prot_WP_000146343.1_802	lcl|NZ_CP051263.1_prot_WP_000146357.1_797	lcl|NC_011601.1_prot_WP_000146357.1_773	lcl|NC_011745.1_prot_WP_000146357.1_744	lcl|CU928161.2_prot_CAR02159.1_787	lcl|NC_013654.1_prot_WP_000146357.1_745	lcl|NC_007946.1_prot_WP_000146357.1_739
