# Species	Genes	Alg.-Conn.	11128.fasta	11368.fasta	12009.fasta	55989.fasta	ATCC8739.fasta	BW2952.fasta	DH10B.fasta	E24377A.fasta	HS.fasta	IAI1.fasta	MG1655.fasta	NCTC86.fasta	SE11.fasta	W3110.fasta
13	13	0.84	lcl|AP010960.1_prot_BAI37828.1_4053	lcl|AP010953.1_prot_BAI27504.1_4332	lcl|AP010958.1_prot_BAI32684.1_3974	lcl|NZ_CP028304.1_prot_WP_001295270.1_3601	lcl|NZ_CP022959.1_prot_WP_001295270.1_486	lcl|NC_012759.1_prot_WP_001295270.1_3130	lcl|NC_010473.1_prot_WP_001295270.1_3349	lcl|CP000800.1_prot_ABV18442.1_3537	*	lcl|NC_011741.1_prot_WP_001295270.1_3259	lcl|NC_000913.3_prot_NP_417700.2_3178	lcl|NZ_CP019778.1_prot_WP_001295270.1_3540	lcl|NC_011415.1_prot_WP_001295270.1_3516	lcl|AP009048.1_prot_BAE77276.1_3195
13	13	0.84	lcl|AP010960.1_prot_BAI37846.1_4071	lcl|AP010953.1_prot_BAI27522.1_4350	lcl|AP010958.1_prot_BAI32702.1_3992	lcl|NZ_CP028304.1_prot_WP_001241393.1_3619	lcl|NZ_CP022959.1_prot_WP_001241469.1_468	lcl|NC_012759.1_prot_WP_001241469.1_3148	lcl|NC_010473.1_prot_WP_001241469.1_3367	lcl|CP000800.1_prot_ABV21125.1_3557	*	lcl|NC_011741.1_prot_WP_001241436.1_3277	lcl|NC_000913.3_prot_NP_417718.1_3196	lcl|NZ_CP019778.1_prot_WP_078046091.1_3559	lcl|NC_011415.1_prot_WP_001241436.1_3534	lcl|AP009048.1_prot_BAE77294.1_3213
13	13	0.84	lcl|AP010960.1_prot_BAI37847.1_4072	lcl|AP010953.1_prot_BAI27523.1_4351	lcl|AP010958.1_prot_BAI32703.1_3993	lcl|NZ_CP028304.1_prot_WP_001148474.1_3620	lcl|NZ_CP022959.1_prot_WP_001148480.1_467	lcl|NC_012759.1_prot_WP_001148481.1_3149	lcl|NC_010473.1_prot_WP_001148481.1_3368	lcl|CP000800.1_prot_ABV20600.1_3558	*	lcl|NC_011741.1_prot_WP_001148478.1_3278	lcl|NC_000913.3_prot_NP_417719.1_3197	lcl|NZ_CP019778.1_prot_WP_078046092.1_3560	lcl|NC_011415.1_prot_WP_001148478.1_3535	lcl|AP009048.1_prot_BAE77295.1_3214
13	13	0.84	lcl|AP010960.1_prot_BAI37866.1_4091	lcl|AP010953.1_prot_BAI27542.1_4370	lcl|AP010958.1_prot_BAI32713.1_4003	lcl|NZ_CP028304.1_prot_WP_001129506.1_3639	lcl|NZ_CP022959.1_prot_WP_001129518.1_455	lcl|NC_012759.1_prot_WP_001129518.1_3159	lcl|NC_010473.1_prot_WP_001129518.1_3378	lcl|CP000800.1_prot_ABV19774.1_3569	*	lcl|NC_011741.1_prot_WP_001129509.1_3288	lcl|NC_000913.3_prot_NP_417730.1_3207	lcl|NZ_CP019778.1_prot_WP_001129496.1_3570	lcl|NC_011415.1_prot_WP_001129522.1_3545	lcl|AP009048.1_prot_BAE77305.1_3224
13	13	0.84	lcl|AP010960.1_prot_BAI37881.1_4108	lcl|AP010953.1_prot_BAI27559.1_4389	lcl|AP010958.1_prot_BAI32729.1_4019	lcl|NZ_CP028304.1_prot_WP_000004421.1_3655	lcl|NZ_CP022959.1_prot_WP_000004473.1_439	lcl|NC_012759.1_prot_WP_000004473.1_3175	lcl|NC_010473.1_prot_WP_000004473.1_3394	lcl|CP000800.1_prot_ABV18425.1_3586	*	lcl|NC_011741.1_prot_WP_000004432.1_3304	lcl|NC_000913.3_prot_NP_417746.1_3222	lcl|NZ_CP019778.1_prot_WP_000004473.1_3586	lcl|NC_011415.1_prot_WP_000004479.1_3561	lcl|AP009048.1_prot_BAE78004.1_3933
13	13	0.84	lcl|AP010960.1_prot_BAI37896.1_4123	lcl|AP010953.1_prot_BAI27574.1_4404	lcl|AP010958.1_prot_BAI32744.1_4034	lcl|NZ_CP028304.1_prot_WP_001140433.1_3670	lcl|NZ_CP022959.1_prot_WP_001140433.1_424	lcl|NC_012759.1_prot_WP_001140433.1_3190	lcl|NC_010473.1_prot_WP_001140433.1_3409	lcl|CP000800.1_prot_ABV18250.1_3601	*	lcl|NC_011741.1_prot_WP_001140433.1_3319	lcl|NC_000913.3_prot_NP_417761.1_3237	lcl|NZ_CP019778.1_prot_WP_001140433.1_3601	lcl|NC_011415.1_prot_WP_001140433.1_3576	lcl|AP009048.1_prot_BAE77989.1_3918
13	13	0.84	lcl|AP010960.1_prot_BAI37897.1_4124	lcl|AP010953.1_prot_BAI27575.1_4405	lcl|AP010958.1_prot_BAI32745.1_4035	lcl|NZ_CP028304.1_prot_WP_000940121.1_3671	lcl|NZ_CP022959.1_prot_WP_000940121.1_423	lcl|NC_012759.1_prot_WP_000940121.1_3191	lcl|NC_010473.1_prot_WP_000940121.1_3410	lcl|CP000800.1_prot_ABV17411.1_3602	*	lcl|NC_011741.1_prot_WP_000940121.1_3320	lcl|NC_000913.3_prot_NP_417762.1_3238	lcl|NZ_CP019778.1_prot_WP_000940121.1_3602	lcl|NC_011415.1_prot_WP_000940121.1_3577	lcl|AP009048.1_prot_BAE77988.1_3917
13	13	0.84	lcl|AP010960.1_prot_BAI37898.1_4125	lcl|AP010953.1_prot_BAI27576.1_4406	lcl|AP010958.1_prot_BAI32746.1_4036	lcl|NZ_CP028304.1_prot_WP_000358960.1_3672	lcl|NZ_CP022959.1_prot_WP_000358960.1_422	lcl|NC_012759.1_prot_WP_000358960.1_3192	lcl|NC_010473.1_prot_WP_000358960.1_3411	lcl|CP000800.1_prot_ABV20644.1_3603	*	lcl|NC_011741.1_prot_WP_000358960.1_3321	lcl|NC_000913.3_prot_NP_417763.1_3239	lcl|NZ_CP019778.1_prot_WP_000358960.1_3603	lcl|NC_011415.1_prot_WP_000358960.1_3578	lcl|AP009048.1_prot_BAE77987.1_3916
13	13	0.84	lcl|AP010960.1_prot_BAI37900.1_4127	lcl|AP010953.1_prot_BAI27578.1_4408	lcl|AP010958.1_prot_BAI32748.1_4038	lcl|NZ_CP028304.1_prot_WP_000062611.1_3674	lcl|NZ_CP022959.1_prot_WP_000062611.1_420	lcl|NC_012759.1_prot_WP_000062611.1_3194	lcl|NC_010473.1_prot_WP_000062611.1_3413	lcl|CP000800.1_prot_ABV18846.1_3605	*	lcl|NC_011741.1_prot_WP_000062611.1_3323	lcl|NC_000913.3_prot_NP_417765.1_3241	lcl|NZ_CP019778.1_prot_WP_000062611.1_3605	lcl|NC_011415.1_prot_WP_000062611.1_3580	lcl|AP009048.1_prot_BAE77985.1_3914
13	13	0.84	lcl|AP010960.1_prot_BAI37901.1_4128	lcl|AP010953.1_prot_BAI27579.1_4409	lcl|AP010958.1_prot_BAI32749.1_4039	lcl|NZ_CP028304.1_prot_WP_001118930.1_3675	lcl|NZ_CP022959.1_prot_WP_001118930.1_419	lcl|NC_012759.1_prot_WP_001118930.1_3195	lcl|NC_010473.1_prot_WP_001118930.1_3414	lcl|CP000800.1_prot_ABV19803.1_3606	*	lcl|NC_011741.1_prot_WP_001118931.1_3324	lcl|NC_000913.3_prot_NP_417766.1_3242	lcl|NZ_CP019778.1_prot_WP_001118930.1_3606	lcl|NC_011415.1_prot_WP_001118930.1_3581	lcl|AP009048.1_prot_BAE77984.1_3913
13	13	0.84	lcl|AP010960.1_prot_BAI37904.1_4131	lcl|AP010953.1_prot_BAI27582.1_4412	lcl|AP010958.1_prot_BAI32752.1_4042	lcl|NZ_CP028304.1_prot_WP_000613955.1_3678	lcl|NZ_CP022959.1_prot_WP_000613955.1_416	lcl|NC_012759.1_prot_WP_000613955.1_3198	lcl|NC_010473.1_prot_WP_000613955.1_3417	lcl|CP000800.1_prot_ABV17577.1_3609	*	lcl|NC_011741.1_prot_WP_000613955.1_3327	lcl|NC_000913.3_prot_NP_417769.1_3245	lcl|NZ_CP019778.1_prot_WP_000613955.1_3609	lcl|NC_011415.1_prot_WP_000613955.1_3584	lcl|AP009048.1_prot_BAE77981.1_3910
13	13	0.84	lcl|AP010960.1_prot_BAI37932.1_4164	lcl|AP010953.1_prot_BAI27613.1_4443	lcl|AP010958.1_prot_BAI32783.1_4073	lcl|NZ_CP028304.1_prot_WP_000907085.1_3727	lcl|NZ_CP022959.1_prot_WP_000907085.1_371	lcl|NC_012759.1_prot_WP_000907085.1_3243	lcl|NC_010473.1_prot_WP_000907085.1_3462	lcl|CP000800.1_prot_ABV20860.1_3640	*	lcl|NC_011741.1_prot_WP_000907085.1_3358	lcl|NC_000913.3_prot_NP_417813.1_3290	lcl|NZ_CP019778.1_prot_WP_000907085.1_3654	lcl|NC_011415.1_prot_WP_000907085.1_3615	lcl|AP009048.1_prot_BAE77936.1_3865
13	13	0.84	lcl|AP010960.1_prot_BAI37954.1_4186	lcl|AP010953.1_prot_BAI27635.1_4465	lcl|AP010958.1_prot_BAI32805.1_4095	lcl|NZ_CP028304.1_prot_WP_000366847.1_3744	lcl|NZ_CP022959.1_prot_WP_000366869.1_349	lcl|NC_012759.1_prot_WP_000366857.1_3265	lcl|NC_010473.1_prot_WP_000366857.1_3484	lcl|CP000800.1_prot_ABV21118.1_3662	*	lcl|NC_011741.1_prot_WP_000366862.1_3380	lcl|NC_000913.3_prot_NP_417836.1_3313	lcl|NZ_CP019778.1_prot_WP_066009408.1_3676	lcl|NC_011415.1_prot_WP_000366877.1_3637	lcl|AP009048.1_prot_BAE77914.1_3843
13	13	0.84	lcl|AP010960.1_prot_BAI37956.1_4188	lcl|AP010953.1_prot_BAI27637.1_4467	lcl|AP010958.1_prot_BAI32807.1_4097	lcl|NZ_CP028304.1_prot_WP_000006991.1_3746	lcl|NZ_CP022959.1_prot_WP_000007010.1_347	lcl|NC_012759.1_prot_WP_000007010.1_3267	lcl|NC_010473.1_prot_WP_000007010.1_3486	lcl|CP000800.1_prot_ABV19841.1_3664	*	lcl|NC_011741.1_prot_WP_000007011.1_3382	lcl|NC_000913.3_prot_NP_417838.1_3315	lcl|NZ_CP019778.1_prot_WP_000007010.1_3678	lcl|NC_011415.1_prot_WP_000007002.1_3639	lcl|AP009048.1_prot_BAE77912.1_3841
13	13	0.84	lcl|AP010960.1_prot_BAI37960.1_4192	lcl|AP010953.1_prot_BAI27641.1_4471	lcl|AP010958.1_prot_BAI32811.1_4101	lcl|NZ_CP028304.1_prot_WP_001254831.1_3750	lcl|NZ_CP022959.1_prot_WP_001254823.1_343	lcl|NC_012759.1_prot_WP_001254790.1_3271	lcl|NC_010473.1_prot_WP_001254790.1_3490	lcl|CP000800.1_prot_ABV16537.1_3668	*	lcl|NC_011741.1_prot_WP_001254820.1_3386	lcl|NC_000913.3_prot_YP_026214.1_3319	lcl|NZ_CP019778.1_prot_WP_001254790.1_3682	lcl|NC_011415.1_prot_WP_001254820.1_3643	lcl|AP009048.1_prot_BAE77908.1_3837
13	13	0.84	lcl|AP010960.1_prot_BAI37968.1_4200	lcl|AP010953.1_prot_BAI27649.1_4479	lcl|AP010958.1_prot_BAI32819.1_4109	lcl|NZ_CP028304.1_prot_WP_000816005.1_3758	lcl|NZ_CP022959.1_prot_WP_000815984.1_335	lcl|NC_012759.1_prot_WP_000815987.1_3279	lcl|NC_010473.1_prot_WP_000815987.1_3498	lcl|CP000800.1_prot_ABV20709.1_3676	*	lcl|NC_011741.1_prot_WP_000815987.1_3394	lcl|NC_000913.3_prot_NP_417850.1_3327	lcl|NZ_CP019778.1_prot_WP_000815987.1_3690	lcl|NC_011415.1_prot_WP_000815976.1_3651	lcl|AP009048.1_prot_BAE77900.1_3829
13	13	0.84	lcl|AP010960.1_prot_BAI37984.1_4216	lcl|AP010953.1_prot_BAI27665.1_4495	lcl|AP010958.1_prot_BAI32835.1_4125	lcl|NZ_CP028304.1_prot_WP_000980740.1_3776	lcl|NZ_CP022959.1_prot_WP_000980722.1_319	lcl|NC_012759.1_prot_WP_000980727.1_3295	lcl|NC_010473.1_prot_WP_000980727.1_3514	lcl|CP000800.1_prot_ABV18760.1_3695	*	lcl|NC_011741.1_prot_WP_000980706.1_3412	lcl|NC_000913.3_prot_NP_417866.4_3343	lcl|NZ_CP019778.1_prot_WP_078046097.1_3706	lcl|NC_011415.1_prot_WP_000980706.1_3669	lcl|AP009048.1_prot_BAE77884.1_3813
13	13	0.84	lcl|AP010960.1_prot_BAI37995.1_4227	lcl|AP010953.1_prot_BAI27676.1_4506	lcl|AP010958.1_prot_BAI32846.1_4136	lcl|NZ_CP028304.1_prot_WP_000906973.1_3787	lcl|NZ_CP022959.1_prot_WP_000906961.1_308	lcl|NC_012759.1_prot_WP_000906961.1_3309	lcl|NC_010473.1_prot_WP_000906961.1_3525	lcl|CP000800.1_prot_ABV21167.1_3708	*	lcl|NC_011741.1_prot_WP_000906970.1_3423	lcl|NC_000913.3_prot_NP_417877.1_3354	lcl|NZ_CP019778.1_prot_WP_078046098.1_3717	lcl|NC_011415.1_prot_WP_000906970.1_3680	lcl|AP009048.1_prot_BAE77873.1_3802
13	13	0.84	lcl|AP010960.1_prot_BAI38000.1_4232	lcl|AP010953.1_prot_BAI27681.1_4511	lcl|AP010958.1_prot_BAI32850.1_4142	lcl|NZ_CP028304.1_prot_WP_000928734.1_3791	lcl|NZ_CP022959.1_prot_WP_000928723.1_303	lcl|NC_012759.1_prot_WP_000928723.1_3314	lcl|NC_010473.1_prot_WP_000928723.1_3530	lcl|CP000800.1_prot_ABV17984.1_3714	*	lcl|NC_011741.1_prot_WP_000928731.1_3428	lcl|NC_000913.3_prot_YP_026220.1_3358	lcl|NZ_CP019778.1_prot_WP_000928723.1_3722	lcl|NC_011415.1_prot_WP_000928731.1_3685	lcl|AP009048.1_prot_BAE77868.1_3797
13	13	0.84	lcl|AP010960.1_prot_BAI38001.1_4233	lcl|AP010953.1_prot_BAI27682.1_4512	lcl|AP010958.1_prot_BAI32851.1_4143	lcl|NZ_CP028304.1_prot_WP_000371926.1_3792	lcl|NZ_CP022959.1_prot_WP_000371929.1_302	lcl|NC_012759.1_prot_WP_000371928.1_3315	lcl|NC_010473.1_prot_WP_000371928.1_3531	lcl|CP000800.1_prot_ABV18402.1_3715	*	lcl|NC_011741.1_prot_WP_000362869.1_3429	lcl|NC_000913.3_prot_NP_417883.1_3359	lcl|NZ_CP019778.1_prot_WP_000371928.1_3723	lcl|NC_011415.1_prot_WP_000371928.1_3686	lcl|AP009048.1_prot_BAE77867.1_3796
13	13	0.84	lcl|AP010960.1_prot_BAI38002.1_4234	lcl|AP010953.1_prot_BAI27683.1_4513	lcl|AP010958.1_prot_BAI32852.1_4144	lcl|NZ_CP028304.1_prot_WP_000448164.1_3793	lcl|NZ_CP022959.1_prot_WP_000448135.1_301	lcl|NC_012759.1_prot_WP_000448136.1_3316	lcl|NC_010473.1_prot_WP_000448136.1_3532	lcl|CP000800.1_prot_ABV16519.1_3716	*	lcl|NC_011741.1_prot_WP_000448147.1_3430	lcl|NC_000913.3_prot_NP_417884.1_3360	lcl|NZ_CP019778.1_prot_WP_000448136.1_3724	lcl|NC_011415.1_prot_WP_000448153.1_3687	lcl|AP009048.1_prot_BAE77866.1_3795
13	13	0.84	lcl|AP010960.1_prot_BAI38043.1_4275	lcl|AP010953.1_prot_BAI27724.1_4554	lcl|AP010958.1_prot_BAI32895.1_4187	lcl|NZ_CP028304.1_prot_WP_000042886.1_3835	lcl|NZ_CP022959.1_prot_WP_000042903.1_259	lcl|NC_012759.1_prot_WP_000042895.1_3357	lcl|NC_010473.1_prot_WP_000042895.1_3573	lcl|CP000800.1_prot_ABV20387.1_3763	*	lcl|NC_011741.1_prot_WP_000042901.1_3475	lcl|NC_000913.3_prot_NP_417924.1_3403	lcl|NZ_CP019778.1_prot_WP_000042895.1_3764	lcl|NC_011415.1_prot_WP_000042901.1_3730	lcl|AP009048.1_prot_BAE77826.1_3755
13	13	0.84	lcl|AP010960.1_prot_BAI38132.1_4370	lcl|AP010953.1_prot_BAI28205.1_5051	lcl|AP010958.1_prot_BAI33379.1_4684	lcl|NZ_CP028304.1_prot_WP_000617494.1_3931	lcl|NZ_CP022959.1_prot_WP_000617478.1_171	lcl|NC_012759.1_prot_WP_000617473.1_3447	lcl|NC_010473.1_prot_WP_000617473.1_3663	lcl|CP000800.1_prot_ABV19897.1_3856	*	lcl|NC_011741.1_prot_WP_000617478.1_3569	lcl|NC_000913.3_prot_NP_418006.1_3487	lcl|NZ_CP019778.1_prot_WP_000617473.1_3883	lcl|NC_011415.1_prot_WP_000617478.1_3819	lcl|AP009048.1_prot_BAE77745.1_3671
13	13	0.84	lcl|AP010960.1_prot_BAI38136.1_4374	lcl|AP010953.1_prot_BAI28201.1_5047	lcl|AP010958.1_prot_BAI33375.1_4680	lcl|NZ_CP028304.1_prot_WP_000190516.1_3935	lcl|NZ_CP022959.1_prot_WP_000190516.1_167	lcl|NC_012759.1_prot_WP_000190516.1_3451	lcl|NC_010473.1_prot_WP_000190516.1_3667	lcl|CP000800.1_prot_ABV20515.1_3861	*	lcl|NC_011741.1_prot_WP_000190516.1_3573	lcl|NC_000913.3_prot_NP_418010.2_3491	lcl|NZ_CP019778.1_prot_WP_000190516.1_3887	lcl|NC_011415.1_prot_WP_000190516.1_3823	lcl|AP009048.1_prot_BAE77741.1_3667
13	13	0.84	lcl|AP010960.1_prot_BAI38149.1_4387	lcl|AP010953.1_prot_BAI28188.1_5034	lcl|AP010958.1_prot_BAI33362.1_4667	lcl|NZ_CP028304.1_prot_WP_001146503.1_3950	lcl|NZ_CP022959.1_prot_WP_001146479.1_152	lcl|NC_012759.1_prot_WP_001146473.1_3466	lcl|NC_010473.1_prot_WP_001146473.1_3682	lcl|CP000800.1_prot_ABV20079.1_3874	*	lcl|NC_011741.1_prot_WP_001146479.1_3587	lcl|NC_000913.3_prot_NP_418024.1_3507	lcl|NZ_CP019778.1_prot_WP_001146479.1_3901	lcl|NC_011415.1_prot_WP_001146479.1_3837	lcl|AP009048.1_prot_BAE77726.1_3652
13	13	0.84	lcl|AP010960.1_prot_BAI38154.1_4392	lcl|AP010953.1_prot_BAI28183.1_5029	lcl|AP010958.1_prot_BAI33357.1_4662	lcl|NZ_CP028304.1_prot_WP_000144359.1_3955	lcl|NZ_CP022959.1_prot_WP_000144361.1_147	lcl|NC_012759.1_prot_WP_000144363.1_3471	lcl|NC_010473.1_prot_WP_000144363.1_3687	lcl|CP000800.1_prot_ABV18087.1_3879	*	lcl|NC_011741.1_prot_WP_000144344.1_3592	lcl|NC_000913.3_prot_YP_026231.1_3513	lcl|NZ_CP019778.1_prot_WP_000144361.1_3906	lcl|NC_011415.1_prot_WP_000144361.1_3842	lcl|AP009048.1_prot_BAE77721.1_3647
13	13	0.84	lcl|AP010960.1_prot_BAI38157.1_4395	lcl|AP010953.1_prot_BAI28180.1_5026	lcl|AP010958.1_prot_BAI33354.1_4659	lcl|NZ_CP028304.1_prot_WP_000869024.1_3958	lcl|NZ_CP022959.1_prot_WP_000869037.1_144	lcl|NC_012759.1_prot_WP_000869037.1_3474	lcl|NC_010473.1_prot_WP_000869037.1_3690	lcl|CP000800.1_prot_ABV18700.1_3882	*	lcl|NC_011741.1_prot_WP_000869039.1_3595	lcl|NC_000913.3_prot_NP_418032.1_3516	lcl|NZ_CP019778.1_prot_WP_000869037.1_3909	lcl|NC_011415.1_prot_WP_000869039.1_3845	lcl|AP009048.1_prot_BAE77718.1_3644
13	13	0.84	lcl|AP010960.1_prot_BAI38170.1_4408	lcl|AP010953.1_prot_BAI28167.1_5013	lcl|AP010958.1_prot_BAI33341.1_4646	lcl|NZ_CP028304.1_prot_WP_001296522.1_3971	lcl|NZ_CP022959.1_prot_WP_000183978.1_128	lcl|NC_012759.1_prot_WP_000183980.1_3490	lcl|NC_010473.1_prot_WP_000183980.1_3706	lcl|CP000800.1_prot_ABV20867.1_3896	*	lcl|NC_011741.1_prot_WP_000183978.1_3611	lcl|NC_000913.3_prot_NP_418045.4_3529	lcl|NZ_CP019778.1_prot_WP_066009282.1_3925	lcl|NC_011415.1_prot_WP_000183978.1_3861	lcl|AP009048.1_prot_BAE77705.1_3631
13	13	0.84	lcl|AP010960.1_prot_BAI38173.1_4411	lcl|AP010953.1_prot_BAI28164.1_5010	lcl|AP010958.1_prot_BAI33338.1_4643	lcl|NZ_CP028304.1_prot_WP_000206260.1_3975	lcl|NZ_CP022959.1_prot_WP_000206275.1_125	lcl|NC_012759.1_prot_WP_000206223.1_3493	lcl|NC_010473.1_prot_WP_000206223.1_3709	lcl|CP000800.1_prot_ABV17971.1_3899	*	lcl|NC_011741.1_prot_WP_000206275.1_3614	lcl|NC_000913.3_prot_NP_418048.1_3532	lcl|NZ_CP019778.1_prot_WP_000206275.1_3928	lcl|NC_011415.1_prot_WP_000206275.1_3864	lcl|AP009048.1_prot_BAE77702.1_3628
13	13	0.84	lcl|AP010960.1_prot_BAI38181.1_4420	lcl|AP010953.1_prot_BAI28157.1_5001	lcl|AP010958.1_prot_BAI33280.1_4583	lcl|NZ_CP028304.1_prot_WP_000093245.1_3979	lcl|NZ_CP022959.1_prot_WP_000093258.1_116	lcl|NC_012759.1_prot_WP_000093247.1_3502	lcl|NC_010473.1_prot_WP_000093247.1_3718	lcl|CP000800.1_prot_ABV17384.1_3908	*	lcl|NC_011741.1_prot_WP_000093247.1_3621	lcl|NC_000913.3_prot_NP_418056.1_3540	lcl|NZ_CP019778.1_prot_WP_000093247.1_3935	lcl|NC_011415.1_prot_WP_000093247.1_3874	lcl|AP009048.1_prot_BAE77694.1_3620
13	13	0.84	lcl|AP010960.1_prot_BAI38199.1_4440	lcl|AP010953.1_prot_BAI28138.1_4982	lcl|AP010958.1_prot_BAI33261.1_4564	lcl|NZ_CP028304.1_prot_WP_000982097.1_3998	lcl|NZ_CP022959.1_prot_WP_000982115.1_97	lcl|NC_012759.1_prot_WP_000982115.1_3519	lcl|NC_010473.1_prot_WP_000982115.1_3735	lcl|CP000800.1_prot_ABV20223.1_3929	*	lcl|NC_011741.1_prot_WP_000982091.1_3640	lcl|NC_000913.3_prot_NP_418072.1_3557	lcl|NZ_CP019778.1_prot_WP_000982093.1_3952	lcl|NC_011415.1_prot_WP_000982091.1_3893	lcl|AP009048.1_prot_BAE77677.1_3603
13	13	0.84	lcl|AP010960.1_prot_BAI38216.1_4457	lcl|AP010953.1_prot_BAI28121.1_4965	lcl|AP010958.1_prot_BAI33244.1_4547	lcl|NZ_CP028304.1_prot_WP_001114533.1_4017	lcl|NZ_CP022959.1_prot_WP_001114533.1_80	lcl|NC_012759.1_prot_WP_001114543.1_3539	lcl|NC_010473.1_prot_WP_001114543.1_3755	lcl|CP000800.1_prot_ABV20030.1_3946	*	lcl|NC_011741.1_prot_WP_001114533.1_3657	lcl|NC_000913.3_prot_NP_418092.1_3580	lcl|NZ_CP019778.1_prot_WP_001114529.1_3971	lcl|NC_011415.1_prot_WP_001114533.1_3910	lcl|AP009048.1_prot_BAE77657.1_3583
13	13	0.84	lcl|AP010960.1_prot_BAI38241.1_4482	lcl|AP010953.1_prot_BAI28080.1_4924	lcl|AP010958.1_prot_BAI33199.1_4498	lcl|NZ_CP028304.1_prot_WP_000535950.1_4049	lcl|NZ_CP022959.1_prot_WP_000535957.1_44	lcl|NC_012759.1_prot_WP_000535961.1_3564	lcl|NC_010473.1_prot_WP_000535961.1_3780	lcl|CP000800.1_prot_ABV17297.1_3974	*	lcl|NC_011741.1_prot_WP_000535955.1_3683	lcl|NC_000913.3_prot_NP_418116.1_3604	lcl|NZ_CP019778.1_prot_WP_000535961.1_3996	lcl|NC_011415.1_prot_WP_000535960.1_3936	lcl|AP009048.1_prot_BAE77634.1_3559
13	13	0.84	lcl|AP010960.1_prot_BAI38248.1_4491	lcl|AP010953.1_prot_BAI28072.1_4916	lcl|AP010958.1_prot_BAI33191.1_4490	lcl|NZ_CP028304.1_prot_WP_001296565.1_4059	lcl|NZ_CP022959.1_prot_WP_000936560.1_36	lcl|NC_012759.1_prot_WP_000936566.1_3572	lcl|NC_010473.1_prot_WP_000936566.1_3788	lcl|CP000800.1_prot_ABV16971.1_3982	*	lcl|NC_011741.1_prot_WP_001358267.1_3691	lcl|NC_000913.3_prot_NP_418123.2_3613	lcl|NZ_CP019778.1_prot_WP_000936566.1_4004	lcl|NC_011415.1_prot_WP_001358267.1_3944	lcl|AP009048.1_prot_BAE77626.1_3551
13	13	0.84	lcl|AP010960.1_prot_BAI38258.1_4501	lcl|AP010953.1_prot_BAI28062.1_4906	lcl|AP010958.1_prot_BAI33182.1_4481	lcl|NZ_CP028304.1_prot_WP_001296568.1_4070	lcl|NZ_CP022959.1_prot_WP_001027452.1_25	lcl|NC_012759.1_prot_WP_000703959.1_3583	lcl|NC_010473.1_prot_WP_000703959.1_3799	lcl|CP000800.1_prot_ABV17218.1_3991	*	lcl|NC_011741.1_prot_WP_000703959.1_3702	lcl|NC_000913.3_prot_NP_418132.1_3624	lcl|NZ_CP019778.1_prot_WP_000703959.1_4015	lcl|NC_011415.1_prot_WP_000703959.1_3955	lcl|AP009048.1_prot_BAE77617.1_3542
13	13	0.84	lcl|AP010960.1_prot_BAI38300.1_4545	lcl|AP010953.1_prot_BAI28022.1_4864	lcl|AP010958.1_prot_BAI33141.1_4440	lcl|NZ_CP028304.1_prot_WP_000766877.1_4110	lcl|NZ_CP022959.1_prot_WP_000766900.1_4440	lcl|NC_012759.1_prot_WP_000766900.1_3626	lcl|NC_010473.1_prot_WP_000766900.1_3842	lcl|CP000800.1_prot_ABV17360.1_4033	*	lcl|NC_011741.1_prot_WP_000766900.1_3745	lcl|NC_000913.3_prot_YP_026242.1_3667	lcl|NZ_CP019778.1_prot_WP_000766900.1_4058	lcl|NC_011415.1_prot_WP_000766900.1_3999	lcl|AP009048.1_prot_BAE77570.1_3493
13	13	0.84	lcl|AP010960.1_prot_BAI38318.1_4567	lcl|AP010953.1_prot_BAI28003.1_4845	lcl|AP010958.1_prot_BAI33126.1_4425	lcl|NZ_CP028304.1_prot_WP_000896498.1_4125	lcl|NZ_CP022959.1_prot_WP_000896498.1_4425	lcl|NC_012759.1_prot_WP_000896498.1_3641	lcl|NC_010473.1_prot_WP_000896498.1_3857	lcl|CP000800.1_prot_ABV17455.1_4055	*	lcl|NC_011741.1_prot_WP_000896498.1_3764	lcl|NC_000913.3_prot_NP_418189.1_3682	lcl|NZ_CP019778.1_prot_WP_000896498.1_4073	lcl|NC_011415.1_prot_WP_000896498.1_4018	lcl|AP009048.1_prot_BAE77555.1_3478
13	13	0.84	lcl|AP010960.1_prot_BAI38322.1_4571	lcl|AP010953.1_prot_BAI27999.1_4841	lcl|AP010958.1_prot_BAI33122.1_4421	lcl|NZ_CP028304.1_prot_WP_000429386.1_4129	lcl|NZ_CP022959.1_prot_WP_000429386.1_4421	lcl|NC_012759.1_prot_WP_000429386.1_3645	lcl|NC_010473.1_prot_WP_000429386.1_3861	lcl|CP000800.1_prot_ABV19723.1_4059	*	lcl|NC_011741.1_prot_WP_000429386.1_3768	lcl|NC_000913.3_prot_NP_418193.1_3686	lcl|NZ_CP019778.1_prot_WP_000429386.1_4077	lcl|NC_011415.1_prot_WP_000429386.1_4022	lcl|AP009048.1_prot_BAE77551.1_3474
