# Species	Genes	Alg.-Conn.	D:SotonD1.fasta	E:11023.fasta	E:150.fasta	E:Bour.fasta	E:SW3.fasta	E:SotonE4.fasta	E:SotonE8.fasta	F:SW4.fasta	F:SW5.fasta	F:SotonF3.fasta
10	10	0.971	lcl|NC_020967.1_prot_WP_009872904.1_777	lcl|CP001890.1_prot_ADH21247.1_793	lcl|CP001886.1_prot_ADH17555.1_794	lcl|NC_020971.1_prot_WP_009872904.1_778	lcl|NC_017952.1_prot_WP_009872904.1_776	lcl|NC_020969.1_prot_WP_009872904.1_777	lcl|NC_020942.1_prot_WP_009872904.1_781	lcl|NC_017951.1_prot_WP_009872904.1_777	lcl|NC_017953.1_prot_WP_009872904.1_777	lcl|NC_020964.1_prot_WP_015506371.1_776
10	10	0.971	lcl|NC_020967.1_prot_WP_009872906.1_780	lcl|CP001890.1_prot_ADH21250.1_796	lcl|CP001886.1_prot_ADH17558.1_797	lcl|NC_020971.1_prot_WP_009872906.1_781	lcl|NC_017952.1_prot_WP_009872906.1_779	lcl|NC_020969.1_prot_WP_009872906.1_780	lcl|NC_020942.1_prot_WP_009872906.1_784	lcl|NC_017951.1_prot_WP_009872906.1_780	lcl|NC_017953.1_prot_WP_009872906.1_780	lcl|NC_020964.1_prot_WP_009872906.1_779
10	10	0.971	lcl|NC_020967.1_prot_WP_009872908.1_782	lcl|CP001890.1_prot_ADH21252.1_798	lcl|CP001886.1_prot_ADH17560.1_799	lcl|NC_020971.1_prot_WP_009872908.1_783	lcl|NC_017952.1_prot_WP_009872908.1_781	lcl|NC_020969.1_prot_WP_009872908.1_782	lcl|NC_020942.1_prot_WP_009872908.1_786	lcl|NC_017951.1_prot_WP_009872908.1_782	lcl|NC_017953.1_prot_WP_009872908.1_782	lcl|NC_020964.1_prot_WP_009872908.1_781
10	10	0.971	lcl|NC_020967.1_prot_WP_009872915.1_792	lcl|CP001890.1_prot_ADH21262.1_808	lcl|CP001886.1_prot_ADH17570.1_809	lcl|NC_020971.1_prot_WP_009872915.1_793	lcl|NC_017952.1_prot_WP_009872915.1_791	lcl|NC_020969.1_prot_WP_009872915.1_792	lcl|NC_020942.1_prot_WP_009872915.1_796	lcl|NC_017951.1_prot_WP_009872915.1_792	lcl|NC_017953.1_prot_WP_009872915.1_792	lcl|NC_020964.1_prot_WP_009872915.1_791
10	10	0.971	lcl|NC_020967.1_prot_WP_009872916.1_793	lcl|CP001890.1_prot_ADH21263.1_809	lcl|CP001886.1_prot_ADH17571.1_810	lcl|NC_020971.1_prot_WP_009872916.1_794	lcl|NC_017952.1_prot_WP_009872916.1_792	lcl|NC_020969.1_prot_WP_009872916.1_793	lcl|NC_020942.1_prot_WP_009872916.1_797	lcl|NC_017951.1_prot_WP_009872916.1_793	lcl|NC_017953.1_prot_WP_009872916.1_793	lcl|NC_020964.1_prot_WP_009872916.1_792
10	10	0.971	lcl|NC_020967.1_prot_WP_009872918.1_795	lcl|CP001890.1_prot_ADH21266.1_812	lcl|CP001886.1_prot_ADH17574.1_813	lcl|NC_020971.1_prot_WP_009872918.1_796	lcl|NC_017952.1_prot_WP_009872918.1_794	lcl|NC_020969.1_prot_WP_009872918.1_795	lcl|NC_020942.1_prot_WP_009872918.1_799	lcl|NC_017951.1_prot_WP_009872918.1_795	lcl|NC_017953.1_prot_WP_009872918.1_795	lcl|NC_020964.1_prot_WP_009872918.1_794
10	10	0.971	lcl|NC_020967.1_prot_WP_009872919.1_796	lcl|CP001890.1_prot_ADH21267.1_813	lcl|CP001886.1_prot_ADH17575.1_814	lcl|NC_020971.1_prot_WP_009872919.1_797	lcl|NC_017952.1_prot_WP_009872919.1_795	lcl|NC_020969.1_prot_WP_009872919.1_796	lcl|NC_020942.1_prot_WP_009872919.1_800	lcl|NC_017951.1_prot_WP_014736630.1_796	lcl|NC_017953.1_prot_WP_009872919.1_796	lcl|NC_020964.1_prot_WP_009872919.1_795
10	10	0.971	lcl|NC_020967.1_prot_WP_009872920.1_797	lcl|CP001890.1_prot_ADH21268.1_814	lcl|CP001886.1_prot_ADH17576.1_815	lcl|NC_020971.1_prot_WP_009872920.1_798	lcl|NC_017952.1_prot_WP_009872920.1_796	lcl|NC_020969.1_prot_WP_009872920.1_797	lcl|NC_020942.1_prot_WP_009872920.1_801	lcl|NC_017951.1_prot_WP_009872920.1_797	lcl|NC_017953.1_prot_WP_009872920.1_797	lcl|NC_020964.1_prot_WP_009872920.1_796
10	10	0.971	lcl|NC_020967.1_prot_WP_009872922.1_799	lcl|CP001890.1_prot_ADH21270.1_816	lcl|CP001886.1_prot_ADH17578.1_817	lcl|NC_020971.1_prot_WP_009872922.1_800	lcl|NC_017952.1_prot_WP_009872922.1_798	lcl|NC_020969.1_prot_WP_009872922.1_799	lcl|NC_020942.1_prot_WP_009872922.1_803	lcl|NC_017951.1_prot_WP_009872922.1_799	lcl|NC_017953.1_prot_WP_009872922.1_799	lcl|NC_020964.1_prot_WP_009872922.1_798
10	10	0.971	lcl|NC_020967.1_prot_WP_009872944.1_831	lcl|CP001890.1_prot_ADH21305.1_851	lcl|CP001886.1_prot_ADH17613.1_852	lcl|NC_020971.1_prot_WP_009872944.1_832	lcl|NC_017952.1_prot_WP_009872944.1_830	lcl|NC_020969.1_prot_WP_009872944.1_831	lcl|NC_020942.1_prot_WP_009872944.1_835	lcl|NC_017951.1_prot_WP_009872944.1_831	lcl|NC_017953.1_prot_WP_009872944.1_831	lcl|NC_020964.1_prot_WP_009872944.1_830
10	10	0.971	lcl|NC_020967.1_prot_WP_009872945.1_832	lcl|CP001890.1_prot_ADH21306.1_852	lcl|CP001886.1_prot_ADH17614.1_853	lcl|NC_020971.1_prot_WP_009872945.1_833	lcl|NC_017952.1_prot_WP_009872945.1_831	lcl|NC_020969.1_prot_WP_009872945.1_832	lcl|NC_020942.1_prot_WP_009872945.1_836	lcl|NC_017951.1_prot_WP_014736632.1_832	lcl|NC_017953.1_prot_WP_009872945.1_832	lcl|NC_020964.1_prot_WP_009872945.1_831
10	10	0.971	lcl|NC_020967.1_prot_WP_009872946.1_833	lcl|CP001890.1_prot_ADH21307.1_853	lcl|CP001886.1_prot_ADH17615.1_854	lcl|NC_020971.1_prot_WP_009872946.1_834	lcl|NC_017952.1_prot_WP_009872946.1_832	lcl|NC_020969.1_prot_WP_009872946.1_833	lcl|NC_020942.1_prot_WP_009872946.1_837	lcl|NC_017951.1_prot_WP_009872946.1_833	lcl|NC_017953.1_prot_WP_009872946.1_833	lcl|NC_020964.1_prot_WP_009872946.1_832
10	10	0.971	lcl|NC_020967.1_prot_WP_009872948.1_836	lcl|CP001890.1_prot_ADH21310.1_856	lcl|CP001886.1_prot_ADH17618.1_857	lcl|NC_020971.1_prot_WP_009872948.1_837	lcl|NC_017952.1_prot_WP_009872948.1_835	lcl|NC_020969.1_prot_WP_009872948.1_836	lcl|NC_020942.1_prot_WP_009872948.1_840	lcl|NC_017951.1_prot_WP_009872948.1_836	lcl|NC_017953.1_prot_WP_009872948.1_836	lcl|NC_020964.1_prot_WP_009872948.1_835
10	10	0.971	lcl|NC_020967.1_prot_WP_009872956.1_845	lcl|CP001890.1_prot_ADH21320.1_866	lcl|CP001886.1_prot_ADH17628.1_867	lcl|NC_020971.1_prot_WP_009872956.1_846	lcl|NC_017952.1_prot_WP_009872956.1_844	lcl|NC_020969.1_prot_WP_009872956.1_845	lcl|NC_020942.1_prot_WP_009872956.1_849	lcl|NC_017951.1_prot_WP_009872956.1_845	lcl|NC_017953.1_prot_WP_009872956.1_845	lcl|NC_020964.1_prot_WP_009872956.1_844
10	10	0.971	lcl|NC_020967.1_prot_WP_009872958.1_847	lcl|CP001890.1_prot_ADH21322.1_868	lcl|CP001886.1_prot_ADH17630.1_869	lcl|NC_020971.1_prot_WP_009872958.1_848	lcl|NC_017952.1_prot_WP_009872958.1_846	lcl|NC_020969.1_prot_WP_009872958.1_847	lcl|NC_020942.1_prot_WP_009872958.1_851	lcl|NC_017951.1_prot_WP_009872958.1_847	lcl|NC_017953.1_prot_WP_009872958.1_847	lcl|NC_020964.1_prot_WP_009872958.1_846
10	10	0.971	lcl|NC_020967.1_prot_WP_009872961.1_851	lcl|CP001890.1_prot_ADH21325.1_871	lcl|CP001886.1_prot_ADH17633.1_872	lcl|NC_020971.1_prot_WP_009872961.1_851	lcl|NC_017952.1_prot_WP_009872961.1_849	lcl|NC_020969.1_prot_WP_009872961.1_850	lcl|NC_020942.1_prot_WP_009872961.1_855	lcl|NC_017951.1_prot_WP_009872961.1_850	lcl|NC_017953.1_prot_WP_009872961.1_850	lcl|NC_020964.1_prot_WP_009872961.1_850
10	10	0.971	lcl|NC_020967.1_prot_WP_009872966.1_862	lcl|CP001890.1_prot_ADH21337.1_883	lcl|CP001886.1_prot_ADH17645.1_884	lcl|NC_020971.1_prot_WP_009872966.1_862	lcl|NC_017952.1_prot_WP_009872966.1_860	lcl|NC_020969.1_prot_WP_009872966.1_861	lcl|NC_020942.1_prot_WP_009872966.1_866	lcl|NC_017951.1_prot_WP_009872966.1_861	lcl|NC_017953.1_prot_WP_009872966.1_861	lcl|NC_020964.1_prot_WP_009872966.1_861
10	10	0.971	lcl|NC_020967.1_prot_WP_009872967.1_863	lcl|CP001890.1_prot_ADH21338.1_884	lcl|CP001886.1_prot_ADH17646.1_885	lcl|NC_020971.1_prot_WP_009872967.1_863	lcl|NC_017952.1_prot_WP_009872967.1_861	lcl|NC_020969.1_prot_WP_009872967.1_862	lcl|NC_020942.1_prot_WP_009872967.1_867	lcl|NC_017951.1_prot_WP_009872967.1_862	lcl|NC_017953.1_prot_WP_009872967.1_862	lcl|NC_020964.1_prot_WP_009872967.1_862
10	10	0.971	lcl|NC_020967.1_prot_WP_009872971.1_868	lcl|CP001890.1_prot_ADH21343.1_889	lcl|CP001886.1_prot_ADH17651.1_890	lcl|NC_020971.1_prot_WP_009872971.1_868	lcl|NC_017952.1_prot_WP_009872971.1_866	lcl|NC_020969.1_prot_WP_009872971.1_867	lcl|NC_020942.1_prot_WP_009872971.1_872	lcl|NC_017951.1_prot_WP_009872971.1_867	lcl|NC_017953.1_prot_WP_009872971.1_867	lcl|NC_020964.1_prot_WP_015506374.1_867
10	10	0.971	lcl|NC_020967.1_prot_WP_009872973.1_873	lcl|CP001890.1_prot_ADH21348.1_894	lcl|CP001886.1_prot_ADH17656.1_895	lcl|NC_020971.1_prot_WP_009872973.1_873	lcl|NC_017952.1_prot_WP_009872973.1_871	lcl|NC_020969.1_prot_WP_009872973.1_872	lcl|NC_020942.1_prot_WP_009872973.1_877	lcl|NC_017951.1_prot_WP_009872973.1_872	lcl|NC_017953.1_prot_WP_009872973.1_872	lcl|NC_020964.1_prot_WP_009872973.1_872
10	10	0.971	lcl|NC_020967.1_prot_WP_009872974.1_874	lcl|CP001890.1_prot_ADH21349.1_895	lcl|CP001886.1_prot_ADH17657.1_896	lcl|NC_020971.1_prot_WP_009872974.1_874	lcl|NC_017952.1_prot_WP_009872974.1_872	lcl|NC_020969.1_prot_WP_009872974.1_873	lcl|NC_020942.1_prot_WP_009872974.1_878	lcl|NC_017951.1_prot_WP_009872974.1_873	lcl|NC_017953.1_prot_WP_009872974.1_873	lcl|NC_020964.1_prot_WP_009872974.1_873
10	10	0.971	lcl|NC_020967.1_prot_WP_009872977.1_879	lcl|CP001890.1_prot_ADH21355.1_901	lcl|CP001886.1_prot_ADH17663.1_902	lcl|NC_020971.1_prot_WP_009872977.1_879	lcl|NC_017952.1_prot_WP_009872977.1_877	lcl|NC_020969.1_prot_WP_009872977.1_878	lcl|NC_020942.1_prot_WP_009872977.1_883	lcl|NC_017951.1_prot_WP_009872977.1_878	lcl|NC_017953.1_prot_WP_009872977.1_878	lcl|NC_020964.1_prot_WP_009872977.1_878
10	10	0.971	lcl|NC_020967.1_prot_WP_009872978.1_880	lcl|CP001890.1_prot_ADH21356.1_902	lcl|CP001886.1_prot_ADH17664.1_903	lcl|NC_020971.1_prot_WP_009872978.1_880	lcl|NC_017952.1_prot_WP_009872978.1_878	lcl|NC_020969.1_prot_WP_009872978.1_879	lcl|NC_020942.1_prot_WP_009872978.1_884	lcl|NC_017951.1_prot_WP_009872978.1_879	lcl|NC_017953.1_prot_WP_009872978.1_879	lcl|NC_020964.1_prot_WP_009872978.1_879
10	10	0.971	lcl|NC_020967.1_prot_WP_009872980.1_882	lcl|CP001890.1_prot_ADH21358.1_904	lcl|CP001886.1_prot_ADH17666.1_905	lcl|NC_020971.1_prot_WP_009872980.1_882	lcl|NC_017952.1_prot_WP_009872980.1_880	lcl|NC_020969.1_prot_WP_009872980.1_881	lcl|NC_020942.1_prot_WP_009872980.1_886	lcl|NC_017951.1_prot_WP_009872980.1_881	lcl|NC_017953.1_prot_WP_009872980.1_881	lcl|NC_020964.1_prot_WP_009872980.1_881
10	10	0.971	lcl|NC_020967.1_prot_WP_009873012.1_26	lcl|CP001890.1_prot_ADH20481.1_27	lcl|CP001886.1_prot_ADH16788.1_27	lcl|NC_020971.1_prot_WP_009873012.1_26	lcl|NC_017952.1_prot_WP_009873012.1_26	lcl|NC_020969.1_prot_WP_009873012.1_26	lcl|NC_020942.1_prot_WP_009873012.1_26	lcl|NC_017951.1_prot_WP_009873012.1_26	lcl|NC_017953.1_prot_WP_009873012.1_26	lcl|NC_020964.1_prot_WP_009873012.1_26
10	10	0.971	lcl|NC_020967.1_prot_WP_009873019.1_40	lcl|CP001890.1_prot_ADH20495.1_41	lcl|CP001886.1_prot_ADH16802.1_41	lcl|NC_020971.1_prot_WP_009873019.1_40	lcl|NC_017952.1_prot_WP_009873019.1_40	lcl|NC_020969.1_prot_WP_009873019.1_40	lcl|NC_020942.1_prot_WP_009873019.1_40	lcl|NC_017951.1_prot_WP_009873019.1_40	lcl|NC_017953.1_prot_WP_009873019.1_40	lcl|NC_020964.1_prot_WP_009873019.1_40
10	10	0.971	lcl|NC_020967.1_prot_WP_009873028.1_62	lcl|CP001890.1_prot_ADH20517.1_63	lcl|CP001886.1_prot_ADH16825.1_64	lcl|NC_020971.1_prot_WP_009873028.1_62	lcl|NC_017952.1_prot_WP_009873028.1_62	lcl|NC_020969.1_prot_WP_080114759.1_62	lcl|NC_020942.1_prot_WP_009873028.1_62	lcl|NC_017951.1_prot_WP_009873028.1_62	lcl|NC_017953.1_prot_WP_009873028.1_62	lcl|NC_020964.1_prot_WP_009873028.1_62
10	10	0.971	lcl|NC_020967.1_prot_WP_009873068.1_208	lcl|CP001890.1_prot_ADH20663.1_209	lcl|CP001886.1_prot_ADH16968.1_207	lcl|NC_020971.1_prot_WP_009873068.1_209	lcl|NC_017952.1_prot_WP_009873068.1_207	lcl|NC_020969.1_prot_WP_009873068.1_208	lcl|NC_020942.1_prot_WP_009873068.1_211	lcl|NC_017951.1_prot_WP_009873068.1_208	lcl|NC_017953.1_prot_WP_009873068.1_208	lcl|NC_020964.1_prot_WP_009873068.1_207
10	10	0.971	lcl|NC_020967.1_prot_WP_009873072.1_215	lcl|CP001890.1_prot_ADH20670.1_216	lcl|CP001886.1_prot_ADH16975.1_214	lcl|NC_020971.1_prot_WP_009873072.1_216	lcl|NC_017952.1_prot_WP_009873072.1_214	lcl|NC_020969.1_prot_WP_009873072.1_215	lcl|NC_020942.1_prot_WP_009873072.1_218	lcl|NC_017951.1_prot_WP_009873072.1_215	lcl|NC_017953.1_prot_WP_009873072.1_215	lcl|NC_020964.1_prot_WP_009873072.1_214
10	10	0.971	lcl|NC_020967.1_prot_WP_009873073.1_216	lcl|CP001890.1_prot_ADH20671.1_217	lcl|CP001886.1_prot_ADH16976.1_215	lcl|NC_020971.1_prot_WP_009873073.1_217	lcl|NC_017952.1_prot_WP_009873073.1_215	lcl|NC_020969.1_prot_WP_009873073.1_216	lcl|NC_020942.1_prot_WP_009873073.1_219	lcl|NC_017951.1_prot_WP_009873073.1_216	lcl|NC_017953.1_prot_WP_009873073.1_216	lcl|NC_020964.1_prot_WP_009873073.1_215
10	10	0.971	lcl|NC_020967.1_prot_WP_009873075.1_220	lcl|CP001890.1_prot_ADH20675.1_221	lcl|CP001886.1_prot_ADH16980.1_219	lcl|NC_020971.1_prot_WP_009873075.1_221	lcl|NC_017952.1_prot_WP_009873075.1_219	lcl|NC_020969.1_prot_WP_009873075.1_220	lcl|NC_020942.1_prot_WP_009873075.1_223	lcl|NC_017951.1_prot_WP_009873075.1_220	lcl|NC_017953.1_prot_WP_009873075.1_220	lcl|NC_020964.1_prot_WP_009873075.1_219
10	10	0.971	lcl|NC_020967.1_prot_WP_009873093.1_299	lcl|CP001890.1_prot_ADH20757.1_303	lcl|CP001886.1_prot_ADH17062.1_301	lcl|NC_020971.1_prot_WP_009872533.1_300	lcl|NC_017952.1_prot_WP_009872533.1_298	lcl|NC_020969.1_prot_WP_009872533.1_299	lcl|NC_020942.1_prot_WP_009872533.1_302	lcl|NC_017951.1_prot_WP_009873093.1_299	lcl|NC_017953.1_prot_WP_009873093.1_299	lcl|NC_020964.1_prot_WP_009873093.1_298
10	10	0.971	lcl|NC_020967.1_prot_WP_009873094.1_300	lcl|CP001890.1_prot_ADH20758.1_304	lcl|CP001886.1_prot_ADH17063.1_302	lcl|NC_020971.1_prot_WP_009872534.1_301	lcl|NC_017952.1_prot_WP_009872534.1_299	lcl|NC_020969.1_prot_WP_009872534.1_300	lcl|NC_020942.1_prot_WP_009872534.1_303	lcl|NC_017951.1_prot_WP_009873094.1_300	lcl|NC_017953.1_prot_WP_009873094.1_300	lcl|NC_020964.1_prot_WP_009873094.1_299
10	10	0.971	lcl|NC_020967.1_prot_WP_009873097.1_310	lcl|CP001890.1_prot_ADH20767.1_313	lcl|CP001886.1_prot_ADH17072.1_311	lcl|NC_020971.1_prot_WP_009872543.1_311	lcl|NC_017952.1_prot_WP_009872543.1_309	lcl|NC_020969.1_prot_WP_009872543.1_310	lcl|NC_020942.1_prot_WP_009872543.1_313	lcl|NC_017951.1_prot_WP_009873097.1_310	lcl|NC_017953.1_prot_WP_009873097.1_310	lcl|NC_020964.1_prot_WP_009873097.1_309
10	10	0.971	lcl|NC_020967.1_prot_WP_009873104.1_326	lcl|CP001890.1_prot_ADH20783.1_329	lcl|CP001886.1_prot_ADH17088.1_327	lcl|NC_020971.1_prot_WP_009872558.1_327	lcl|NC_017952.1_prot_WP_009872558.1_325	lcl|NC_020969.1_prot_WP_009872558.1_326	lcl|NC_020942.1_prot_WP_009872558.1_329	lcl|NC_017951.1_prot_WP_009873104.1_326	lcl|NC_017953.1_prot_WP_009873104.1_326	lcl|NC_020964.1_prot_WP_009873104.1_325
10	10	0.971	lcl|NC_020967.1_prot_WP_009873111.1_342	lcl|CP001890.1_prot_ADH20798.1_344	lcl|CP001886.1_prot_ADH17103.1_342	lcl|NC_020971.1_prot_WP_014541255.1_343	lcl|NC_017952.1_prot_WP_014541255.1_341	lcl|NC_020969.1_prot_WP_014541255.1_342	lcl|NC_020942.1_prot_WP_014541255.1_345	lcl|NC_017951.1_prot_WP_009873111.1_342	lcl|NC_017953.1_prot_WP_009873111.1_342	lcl|NC_020964.1_prot_WP_009873111.1_341
10	10	0.971	lcl|NC_020967.1_prot_WP_009873123.1_391	lcl|CP001890.1_prot_ADH20846.1_392	lcl|CP001886.1_prot_ADH17151.1_390	lcl|NC_020971.1_prot_WP_014541268.1_392	lcl|NC_017952.1_prot_WP_014541268.1_390	lcl|NC_020969.1_prot_WP_014541268.1_391	lcl|NC_020942.1_prot_WP_014541268.1_394	lcl|NC_017951.1_prot_WP_009873123.1_391	lcl|NC_017953.1_prot_WP_009873123.1_391	lcl|NC_020964.1_prot_WP_009873123.1_390
10	10	0.971	lcl|NC_020967.1_prot_WP_009873127.1_444	lcl|CP001890.1_prot_ADH20897.1_443	lcl|CP001886.1_prot_ADH17202.1_441	lcl|NC_020971.1_prot_WP_009873127.1_445	lcl|NC_017952.1_prot_WP_009873127.1_443	lcl|NC_020969.1_prot_WP_009873127.1_444	lcl|NC_020942.1_prot_WP_009873127.1_447	lcl|NC_017951.1_prot_WP_009873127.1_444	lcl|NC_017953.1_prot_WP_009873127.1_444	lcl|NC_020964.1_prot_WP_009873127.1_443
10	10	0.971	lcl|NC_020967.1_prot_WP_009873139.1_465	lcl|CP001890.1_prot_ADH20920.1_466	lcl|CP001886.1_prot_ADH17225.1_464	lcl|NC_020971.1_prot_WP_009873139.1_466	lcl|NC_017952.1_prot_WP_009873139.1_464	lcl|NC_020969.1_prot_WP_009873139.1_465	lcl|NC_020942.1_prot_WP_009873139.1_468	lcl|NC_017951.1_prot_WP_009873139.1_465	lcl|NC_017953.1_prot_WP_009873139.1_465	lcl|NC_020964.1_prot_WP_009873139.1_464
10	10	0.971	lcl|NC_020967.1_prot_WP_009873140.1_468	lcl|CP001890.1_prot_ADH20925.1_471	lcl|CP001886.1_prot_ADH17230.1_469	lcl|NC_020971.1_prot_WP_009873140.1_469	lcl|NC_017952.1_prot_WP_009873140.1_467	lcl|NC_020969.1_prot_WP_009873140.1_468	lcl|NC_020942.1_prot_WP_009873140.1_471	lcl|NC_017951.1_prot_WP_009873140.1_468	lcl|NC_017953.1_prot_WP_009873140.1_468	lcl|NC_020964.1_prot_WP_009873140.1_467
10	10	0.971	lcl|NC_020967.1_prot_WP_009873143.1_478	lcl|CP001890.1_prot_ADH20935.1_481	lcl|CP001886.1_prot_ADH17240.1_479	lcl|NC_020971.1_prot_WP_009872677.1_479	lcl|NC_017952.1_prot_WP_009872677.1_477	lcl|NC_020969.1_prot_WP_009872677.1_478	lcl|NC_020942.1_prot_WP_009872677.1_481	lcl|NC_017951.1_prot_WP_009873143.1_478	lcl|NC_017953.1_prot_WP_009873143.1_478	lcl|NC_020964.1_prot_WP_009873143.1_477
10	10	0.971	lcl|NC_020967.1_prot_WP_009873153.1_588	lcl|CP001890.1_prot_ADH21047.1_593	lcl|CP001886.1_prot_ADH17352.1_591	lcl|NC_020971.1_prot_WP_009873153.1_589	lcl|NC_017952.1_prot_WP_009873153.1_587	lcl|NC_020969.1_prot_WP_009873153.1_588	lcl|NC_020942.1_prot_WP_009873153.1_591	lcl|NC_017951.1_prot_WP_009873153.1_588	lcl|NC_017953.1_prot_WP_009873153.1_588	lcl|NC_020964.1_prot_WP_009873153.1_587
10	10	0.971	lcl|NC_020967.1_prot_WP_009873154.1_590	lcl|CP001890.1_prot_ADH21049.1_595	lcl|CP001886.1_prot_ADH17354.1_593	lcl|NC_020971.1_prot_WP_014541284.1_591	lcl|NC_017952.1_prot_WP_014541284.1_589	lcl|NC_020969.1_prot_WP_014541284.1_590	lcl|NC_020942.1_prot_WP_014541284.1_593	lcl|NC_017951.1_prot_WP_009873154.1_590	lcl|NC_017953.1_prot_WP_009873154.1_590	lcl|NC_020964.1_prot_WP_009873154.1_589
10	10	0.971	lcl|NC_020967.1_prot_WP_009873163.1_599	lcl|CP001890.1_prot_ADH21058.1_604	lcl|CP001886.1_prot_ADH17363.1_602	lcl|NC_020971.1_prot_WP_009873163.1_600	lcl|NC_017952.1_prot_WP_009873163.1_598	lcl|NC_020969.1_prot_WP_009873163.1_599	lcl|NC_020942.1_prot_WP_009873163.1_602	lcl|NC_017951.1_prot_WP_009873163.1_599	lcl|NC_017953.1_prot_WP_009873163.1_599	lcl|NC_020964.1_prot_WP_009873163.1_598
10	10	0.971	lcl|NC_020967.1_prot_WP_009873165.1_601	lcl|CP001890.1_prot_ADH21060.1_606	lcl|CP001886.1_prot_ADH17366.1_605	lcl|NC_020971.1_prot_WP_009873165.1_602	lcl|NC_017952.1_prot_WP_009873165.1_600	lcl|NC_020969.1_prot_WP_009873165.1_601	lcl|NC_020942.1_prot_WP_009873165.1_604	lcl|NC_017951.1_prot_WP_009873165.1_601	lcl|NC_017953.1_prot_WP_009873165.1_601	lcl|NC_020964.1_prot_WP_009873165.1_600
10	10	0.971	lcl|NC_020967.1_prot_WP_009873167.1_607	lcl|CP001890.1_prot_ADH21066.1_612	lcl|CP001886.1_prot_ADH17372.1_611	lcl|NC_020971.1_prot_WP_009873167.1_608	lcl|NC_017952.1_prot_WP_009873167.1_606	lcl|NC_020969.1_prot_WP_009873167.1_607	lcl|NC_020942.1_prot_WP_009873167.1_610	lcl|NC_017951.1_prot_WP_009873167.1_607	lcl|NC_017953.1_prot_WP_009873167.1_607	lcl|NC_020964.1_prot_WP_009873167.1_606
10	10	0.971	lcl|NC_020967.1_prot_WP_009873174.1_639	lcl|CP001890.1_prot_ADH21097.1_643	lcl|CP001886.1_prot_ADH17403.1_642	lcl|NC_020971.1_prot_WP_009873174.1_640	lcl|NC_017952.1_prot_WP_009873174.1_638	lcl|NC_020969.1_prot_WP_015506519.1_639	lcl|NC_020942.1_prot_WP_009873174.1_642	lcl|NC_017951.1_prot_WP_009873174.1_639	lcl|NC_017953.1_prot_WP_009873174.1_639	lcl|NC_020964.1_prot_WP_009873174.1_638
10	10	0.971	lcl|NC_020967.1_prot_WP_009873177.1_645	lcl|CP001890.1_prot_ADH21105.1_651	lcl|CP001886.1_prot_ADH17411.1_650	lcl|NC_020971.1_prot_WP_009873177.1_646	lcl|NC_017952.1_prot_WP_009873177.1_644	lcl|NC_020969.1_prot_WP_009873177.1_645	lcl|NC_020942.1_prot_WP_009873177.1_648	lcl|NC_017951.1_prot_WP_014541179.1_645	lcl|NC_017953.1_prot_WP_009873177.1_645	lcl|NC_020964.1_prot_WP_009873177.1_644
10	10	0.971	lcl|NC_020967.1_prot_WP_009873181.1_654	lcl|CP001890.1_prot_ADH21116.1_662	lcl|CP001886.1_prot_ADH17422.1_661	lcl|NC_020971.1_prot_WP_009873181.1_655	lcl|NC_017952.1_prot_WP_009873181.1_653	lcl|NC_020969.1_prot_WP_009873181.1_654	lcl|NC_020942.1_prot_WP_009873181.1_657	lcl|NC_017951.1_prot_WP_009872003.1_654	lcl|NC_017953.1_prot_WP_009873181.1_654	lcl|NC_020964.1_prot_WP_009873181.1_653
10	10	0.971	lcl|NC_020967.1_prot_WP_009873188.1_661	lcl|CP001890.1_prot_ADH21123.1_669	lcl|CP001886.1_prot_ADH17429.1_668	lcl|NC_020971.1_prot_WP_009873188.1_662	lcl|NC_017952.1_prot_WP_009873188.1_660	lcl|NC_020969.1_prot_WP_009873188.1_661	lcl|NC_020942.1_prot_WP_009873188.1_664	lcl|NC_017951.1_prot_WP_009873188.1_661	lcl|NC_017953.1_prot_WP_009873188.1_661	lcl|NC_020964.1_prot_WP_009873188.1_660
10	10	0.971	lcl|NC_020967.1_prot_WP_009873194.1_691	lcl|CP001890.1_prot_ADH21154.1_700	lcl|CP001886.1_prot_ADH17461.1_700	lcl|NC_020971.1_prot_WP_009872041.1_692	lcl|NC_017952.1_prot_WP_009872041.1_690	lcl|NC_020969.1_prot_WP_009872041.1_691	lcl|NC_020942.1_prot_WP_009872041.1_694	lcl|NC_017951.1_prot_WP_009872041.1_691	lcl|NC_017953.1_prot_WP_009872041.1_691	lcl|NC_020964.1_prot_WP_009872041.1_690
10	10	0.971	lcl|NC_020967.1_prot_WP_009873201.1_704	lcl|CP001890.1_prot_ADH21167.1_713	lcl|CP001886.1_prot_ADH17474.1_713	lcl|NC_020971.1_prot_WP_014541300.1_705	lcl|NC_017952.1_prot_WP_014541773.1_703	lcl|NC_020969.1_prot_WP_014541773.1_704	lcl|NC_020942.1_prot_WP_014541773.1_707	lcl|NC_017951.1_prot_WP_009873201.1_704	lcl|NC_017953.1_prot_WP_009873201.1_704	lcl|NC_020964.1_prot_WP_009873201.1_703
