# Species	Genes	Alg.-Conn.	ATCC17978.fasta	ATCC19606.fasta	MDR-TJ.fasta	MDR-ZJ06.fasta	NCGM237.fasta	PKAB07.fasta	TCDC-AB0715.fasta	TYTH-1.fasta	UNVERIFIED_AC12.fasta	ZW85-1.fasta
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000267848.1_1929	lcl|NZ_CP058289.1_prot_WP_000267841.1_1606	lcl|NC_017847.1_prot_WP_000267847.1_1930	lcl|NC_017171.2_prot_WP_000267847.1_2953	lcl|NZ_AP013357.1_prot_WP_000267847.1_2035	lcl|CP006963.1_prot_AHJ93212.1_1756	lcl|CP002522.2_prot_ADX92345.1_1914	lcl|NC_018706.1_prot_WP_000267847.1_2060	lcl|CP007549.3_prot_AHX27221.1_252	lcl|NC_023028.1_prot_WP_000267845.1_1763
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000369428.1_3273	lcl|NZ_CP058289.1_prot_WP_000369439.1_3049	lcl|NC_017847.1_prot_WP_000369435.1_3320	lcl|NC_017171.2_prot_WP_000369435.1_1520	lcl|NZ_AP013357.1_prot_WP_000369435.1_3465	lcl|CP006963.1_prot_AHJ91845.1_379	lcl|CP002522.2_prot_ADX90837.1_407	lcl|NC_018706.1_prot_WP_000369435.1_608	lcl|CP007549.3_prot_AHX29537.1_2568	lcl|NC_023028.1_prot_WP_023897376.1_3084
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000371521.1_636	lcl|NZ_CP058289.1_prot_WP_000371538.1_383	lcl|NC_017847.1_prot_WP_000371518.1_586	lcl|NC_017171.2_prot_WP_000371518.1_541	lcl|NZ_AP013357.1_prot_WP_000371518.1_601	lcl|CP006963.1_prot_AHJ94519.1_3072	lcl|CP002522.2_prot_ADX93725.1_3293	lcl|NC_018706.1_prot_WP_000371518.1_3326	lcl|CP007549.3_prot_AHX28977.1_2008	lcl|NC_023028.1_prot_WP_000371527.1_584
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000423001.1_2667	lcl|NZ_CP058289.1_prot_WP_000423005.1_2424	lcl|NC_017847.1_prot_WP_000423001.1_2701	lcl|NC_017171.2_prot_WP_000423001.1_2253	lcl|NZ_AP013357.1_prot_WP_000423001.1_2782	lcl|CP006963.1_prot_AHJ92554.1_1093	lcl|CP002522.2_prot_ADX91554.1_1125	lcl|NC_018706.1_prot_WP_000423001.1_1329	lcl|CP007549.3_prot_AHX29278.1_2309	lcl|NC_023028.1_prot_WP_000423001.1_2489
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000457360.1_854	lcl|NZ_CP058289.1_prot_WP_000457358.1_592	lcl|NC_017847.1_prot_WP_000494036.1_796	lcl|NC_017171.2_prot_WP_000494036.1_331	lcl|NZ_AP013357.1_prot_WP_000494036.1_813	lcl|CP006963.1_prot_AHJ94310.1_2862	lcl|CP002522.2_prot_ADX93512.1_3080	lcl|NC_018706.1_prot_WP_000494036.1_3101	lcl|CP007549.3_prot_AHX27397.1_428	lcl|NC_023028.1_prot_WP_000457366.1_792
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000556102.1_465	lcl|NZ_CP058289.1_prot_WP_000556107.1_256	lcl|NC_017847.1_prot_WP_000556102.1_456	lcl|NC_017171.2_prot_WP_000556102.1_671	lcl|NZ_AP013357.1_prot_WP_000556102.1_473	lcl|CP006963.1_prot_AHJ94643.1_3196	lcl|CP002522.2_prot_ADX93851.1_3419	lcl|NC_018706.1_prot_WP_000556102.1_3452	lcl|CP007549.3_prot_AHX27296.1_327	lcl|NC_023028.1_prot_WP_023896185.1_458
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000612143.1_2684	lcl|NZ_CP058289.1_prot_WP_000612144.1_2440	lcl|NC_017847.1_prot_WP_000612142.1_2717	lcl|NC_017171.2_prot_WP_000612142.1_2237	lcl|NZ_AP013357.1_prot_WP_000612142.1_2798	lcl|CP006963.1_prot_AHJ92538.1_1077	lcl|CP002522.2_prot_ADX91539.1_1110	lcl|NC_018706.1_prot_WP_000612142.1_1313	lcl|CP007549.3_prot_AHX29263.1_2294	lcl|NC_023028.1_prot_WP_023897161.1_2506
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000735833.1_682	lcl|NZ_CP058289.1_prot_WP_000735823.1_428	lcl|NC_017847.1_prot_WP_000735830.1_633	lcl|NC_017171.2_prot_WP_000735830.1_494	lcl|NZ_AP013357.1_prot_WP_000735830.1_648	lcl|CP006963.1_prot_AHJ94472.1_3025	lcl|CP002522.2_prot_ADX93681.1_3249	lcl|NC_018706.1_prot_WP_000735830.1_3273	lcl|CP007549.3_prot_AHX28366.1_1397	lcl|NC_023028.1_prot_WP_000733296.1_630
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000847096.1_2753	lcl|NZ_CP058289.1_prot_WP_000847096.1_2507	lcl|NC_017847.1_prot_WP_000714349.1_2783	lcl|NC_017171.2_prot_WP_000714349.1_2171	lcl|NZ_AP013357.1_prot_WP_000714349.1_2864	lcl|CP006963.1_prot_AHJ92467.1_1006	lcl|CP002522.2_prot_ADX91473.1_1044	lcl|NC_018706.1_prot_WP_000714349.1_1247	lcl|CP007549.3_prot_AHX28555.1_1586	lcl|NC_023028.1_prot_WP_000847096.1_2573
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000859906.1_2724	lcl|NZ_CP058289.1_prot_WP_000994872.1_2480	lcl|NC_017847.1_prot_WP_000994873.1_2756	lcl|NC_017171.2_prot_WP_000994873.1_2198	lcl|NZ_AP013357.1_prot_WP_000994873.1_2837	lcl|CP006963.1_prot_AHJ92495.1_1034	lcl|CP002522.2_prot_ADX91500.1_1071	lcl|NC_018706.1_prot_WP_000994873.1_1274	lcl|CP007549.3_prot_AHX28582.1_1613	lcl|NC_023028.1_prot_WP_023897177.1_2546
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000885233.1_2256	lcl|NZ_CP058289.1_prot_WP_000885238.1_1887	lcl|NC_017847.1_prot_WP_000885229.1_2202	lcl|NC_017171.2_prot_WP_000885229.1_2683	lcl|NZ_AP013357.1_prot_WP_000885229.1_2366	lcl|CP006963.1_prot_AHJ92942.1_1484	lcl|CP002522.2_prot_ADX92025.1_1597	lcl|NC_018706.1_prot_WP_000885229.1_1793	lcl|CP007549.3_prot_AHX29779.1_2811	lcl|NC_023028.1_prot_WP_000885238.1_2034
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000913293.1_1314	lcl|NZ_CP058289.1_prot_WP_000913296.1_1080	lcl|NC_017847.1_prot_WP_000913306.1_1312	lcl|NC_017171.2_prot_WP_000913306.1_3583	lcl|NZ_AP013357.1_prot_WP_000913306.1_1351	lcl|CP006963.1_prot_AHJ93812.1_2361	lcl|CP002522.2_prot_ADX92980.1_2549	lcl|NC_018706.1_prot_WP_000913306.1_2615	lcl|CP007549.3_prot_AHX29872.1_2904	lcl|NC_023028.1_prot_WP_023896491.1_1218
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000932088.1_1391	lcl|NZ_CP058289.1_prot_WP_000932091.1_1157	lcl|NC_017847.1_prot_WP_000932097.1_1388	lcl|NC_017171.2_prot_WP_000932097.1_3507	lcl|NZ_AP013357.1_prot_WP_000932097.1_1429	lcl|CP006963.1_prot_AHJ93733.1_2281	lcl|CP002522.2_prot_ADX92905.1_2474	lcl|NC_018706.1_prot_WP_000932097.1_2539	lcl|CP007549.3_prot_AHX30494.1_3519	lcl|NC_023028.1_prot_WP_023896533.1_1295
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000941175.1_2226	lcl|NZ_CP058289.1_prot_WP_000941180.1_1858	lcl|NC_017847.1_prot_WP_000941182.1_2172	lcl|NC_017171.2_prot_WP_000941182.1_2713	lcl|NZ_AP013357.1_prot_WP_000941182.1_2336	lcl|CP006963.1_prot_AHJ92969.1_1512	lcl|CP002522.2_prot_ADX92052.1_1624	lcl|NC_018706.1_prot_WP_000941182.1_1823	lcl|CP007549.3_prot_AHX29806.1_2838	lcl|NC_023028.1_prot_WP_023896896.1_2006
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_000992239.1_2237	lcl|NZ_CP058289.1_prot_WP_000992248.1_1869	lcl|NC_017847.1_prot_WP_000992243.1_2183	lcl|NC_017171.2_prot_WP_000992243.1_2702	lcl|NZ_AP013357.1_prot_WP_000992243.1_2347	lcl|CP006963.1_prot_AHJ92958.1_1500	lcl|CP002522.2_prot_ADX92041.1_1613	lcl|NC_018706.1_prot_WP_000992243.1_1812	lcl|CP007549.3_prot_AHX29795.1_2827	lcl|NC_023028.1_prot_WP_000992243.1_2017
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_001049817.1_2095	lcl|NZ_CP058289.1_prot_WP_001049818.1_1717	lcl|NC_017847.1_prot_WP_001049817.1_2041	lcl|NC_017171.2_prot_WP_001049817.1_2842	lcl|NZ_AP013357.1_prot_WP_001049817.1_2204	lcl|CP006963.1_prot_AHJ93100.1_1644	lcl|CP002522.2_prot_ADX92237.1_1806	lcl|NC_018706.1_prot_WP_001049817.1_1949	lcl|CP007549.3_prot_AHX27111.1_142	lcl|NC_023028.1_prot_WP_001049817.1_1874
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_001090987.1_2380	lcl|NZ_CP058289.1_prot_WP_001090999.1_2049	lcl|NC_017847.1_prot_WP_001090993.1_2357	lcl|NC_017171.2_prot_WP_001090993.1_2528	lcl|NZ_AP013357.1_prot_WP_001090993.1_2524	lcl|CP006963.1_prot_AHJ92787.1_1329	lcl|CP002522.2_prot_ADX91876.1_1448	lcl|NC_018706.1_prot_WP_001090993.1_1648	lcl|CP007549.3_prot_AHX28171.1_1202	lcl|NC_023028.1_prot_WP_023896998.1_2197
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_001118704.1_2367	lcl|NZ_CP058289.1_prot_WP_001126090.1_2033	lcl|NC_017847.1_prot_WP_001118704.1_2342	lcl|NC_017171.2_prot_WP_001118704.1_2543	lcl|NZ_AP013357.1_prot_WP_001118704.1_2509	lcl|CP006963.1_prot_AHJ92802.1_1344	lcl|CP002522.2_prot_ADX91890.1_1462	lcl|NC_018706.1_prot_WP_001118704.1_1663	lcl|CP007549.3_prot_AHX28157.1_1188	lcl|NC_023028.1_prot_WP_001118705.1_2183
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_001183347.1_452	lcl|NZ_CP058289.1_prot_WP_001183346.1_243	lcl|NC_017847.1_prot_WP_001183357.1_443	lcl|NC_017171.2_prot_WP_001183357.1_684	lcl|NZ_AP013357.1_prot_WP_001183357.1_460	lcl|CP006963.1_prot_AHJ94656.1_3209	lcl|CP002522.2_prot_ADX93864.1_3432	lcl|NC_018706.1_prot_WP_001183357.1_3465	lcl|CP007549.3_prot_AHX27309.1_340	lcl|NC_023028.1_prot_WP_001183355.1_445
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_001290059.1_585	lcl|NZ_CP058289.1_prot_WP_001290059.1_330	lcl|NC_017847.1_prot_WP_001290061.1_533	lcl|NC_017171.2_prot_WP_001290061.1_594	lcl|NZ_AP013357.1_prot_WP_001290061.1_548	lcl|CP006963.1_prot_AHJ94571.1_3124	lcl|CP002522.2_prot_ADX93778.1_3346	lcl|NC_018706.1_prot_WP_001290061.1_3379	lcl|CP007549.3_prot_AHX28926.1_1957	lcl|NC_023028.1_prot_WP_023896222.1_533
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_001984806.1_615	lcl|NZ_CP058289.1_prot_WP_001984806.1_362	lcl|NC_017847.1_prot_WP_001984806.1_565	lcl|NC_017171.2_prot_WP_001984806.1_562	lcl|NZ_AP013357.1_prot_WP_001984806.1_580	lcl|CP006963.1_prot_AHJ94539.1_3092	lcl|CP002522.2_prot_ADX93746.1_3314	lcl|NC_018706.1_prot_WP_001984806.1_3347	lcl|CP007549.3_prot_AHX28958.1_1989	lcl|NC_023028.1_prot_WP_031945109.1_563
10	10	0.88	lcl|NZ_CP033110.1_prot_WP_005134980.1_1223	lcl|NZ_CP058289.1_prot_WP_001983606.1_973	lcl|NC_017847.1_prot_WP_001989189.1_1200	lcl|NC_017171.2_prot_WP_001989189.1_3673	lcl|NZ_AP013357.1_prot_WP_001989189.1_1279	lcl|CP006963.1_prot_AHJ93913.1_2463	lcl|CP002522.2_prot_ADX93072.1_2641	lcl|NC_018706.1_prot_WP_001989189.1_2726	lcl|CP007549.3_prot_AHX27731.1_762	lcl|NC_023028.1_prot_WP_005119956.1_1121
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000006389.1_1930	lcl|NZ_CP058289.1_prot_WP_000006384.1_1607	lcl|NC_017847.1_prot_WP_000006398.1_1931	lcl|NC_017171.2_prot_WP_000006398.1_2952	lcl|NZ_AP013357.1_prot_WP_000006398.1_2036	lcl|CP006963.1_prot_AHJ93211.1_1755	lcl|CP002522.2_prot_ADX92344.1_1913	lcl|NC_018706.1_prot_WP_000006398.1_2059	lcl|CP007549.3_prot_AHX27220.1_251	lcl|NC_023028.1_prot_WP_023896787.1_1764
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000015973.1_2433	lcl|NZ_CP058289.1_prot_WP_000015977.1_2160	lcl|NC_017847.1_prot_WP_000015964.1_2413	lcl|NC_017171.2_prot_WP_000015969.1_2472	lcl|NZ_AP013357.1_prot_WP_000015964.1_2578	lcl|CP006963.1_prot_AHJ92733.1_1274	lcl|CP002522.2_prot_ADX91824.1_1396	lcl|NC_018706.1_prot_WP_000015964.1_1594	lcl|CP007549.3_prot_AHX28224.1_1255	lcl|NC_023028.1_prot_WP_000015973.1_2250
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000082790.1_1129	lcl|NZ_CP058289.1_prot_WP_000082790.1_813	lcl|NC_017847.1_prot_WP_000082791.1_1111	lcl|NC_017171.2_prot_WP_000082791.1_25	lcl|NZ_AP013357.1_prot_WP_000082791.1_1190	lcl|CP006963.1_prot_AHJ94003.1_2553	lcl|CP002522.2_prot_ADX93159.1_2728	lcl|NC_018706.1_prot_WP_000082791.1_2815	lcl|CP007549.3_prot_AHX30069.1_3101	lcl|NC_023028.1_prot_WP_000082790.1_1027
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000121130.1_1176	lcl|NZ_CP058289.1_prot_WP_000121132.1_931	lcl|NC_017847.1_prot_WP_000121131.1_1158	lcl|NC_017171.2_prot_WP_000121133.1_3779	lcl|NZ_AP013357.1_prot_WP_000121131.1_1237	lcl|CP006963.1_prot_AHJ93954.1_2504	lcl|CP002522.2_prot_ADX93113.1_2682	lcl|NC_018706.1_prot_WP_000121131.1_2768	lcl|CP007549.3_prot_AHX27772.1_803	lcl|NC_023028.1_prot_WP_000121131.1_1074
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000137975.1_3170	lcl|NZ_CP058289.1_prot_WP_000137994.1_2935	lcl|NC_017847.1_prot_WP_000137990.1_3215	lcl|NC_017171.2_prot_WP_000137990.1_1625	lcl|NZ_AP013357.1_prot_WP_000137990.1_3360	lcl|CP006963.1_prot_AHJ91949.1_483	lcl|CP002522.2_prot_ADX90940.1_512	lcl|NC_018706.1_prot_WP_000137990.1_713	lcl|CP007549.3_prot_AHX27039.1_70	lcl|NC_023028.1_prot_WP_023897341.1_2978
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000154082.1_475	lcl|NZ_CP058289.1_prot_WP_000154099.1_266	lcl|NC_017847.1_prot_WP_000154072.1_466	lcl|NC_017171.2_prot_WP_000154072.1_661	lcl|NZ_AP013357.1_prot_WP_000154072.1_483	lcl|CP006963.1_prot_AHJ94633.1_3186	lcl|CP002522.2_prot_ADX93841.1_3409	lcl|NC_018706.1_prot_WP_000154072.1_3442	lcl|CP007549.3_prot_AHX29930.1_2962	lcl|NC_023028.1_prot_WP_023896188.1_468
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000191935.1_3142	lcl|NZ_CP058289.1_prot_WP_000191934.1_2907	lcl|NC_017847.1_prot_WP_000191928.1_3187	lcl|NC_017171.2_prot_WP_000191928.1_1653	lcl|NZ_AP013357.1_prot_WP_000191928.1_3332	lcl|CP006963.1_prot_AHJ91984.1_519	lcl|CP002522.2_prot_ADX90968.1_540	lcl|NC_018706.1_prot_WP_000191928.1_741	lcl|CP007549.3_prot_AHX29165.1_2196	lcl|NC_023028.1_prot_WP_023897332.1_2950
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000207640.1_848	lcl|NZ_CP058289.1_prot_WP_000125214.1_586	lcl|NC_017847.1_prot_WP_000207641.1_790	lcl|NC_017171.2_prot_WP_000207641.1_337	lcl|NZ_AP013357.1_prot_WP_000207641.1_807	lcl|CP006963.1_prot_AHJ94316.1_2868	lcl|CP002522.2_prot_ADX93518.1_3086	lcl|NC_018706.1_prot_WP_000207641.1_3107	lcl|CP007549.3_prot_AHX27391.1_422	lcl|NC_023028.1_prot_WP_000125210.1_786
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000369287.1_730	lcl|NZ_CP058289.1_prot_WP_000369287.1_477	lcl|NC_017847.1_prot_WP_000369288.1_682	lcl|NC_017171.2_prot_WP_000369288.1_445	lcl|NZ_AP013357.1_prot_WP_000369288.1_697	lcl|CP006963.1_prot_AHJ94421.1_2973	lcl|CP002522.2_prot_ADX93632.1_3200	lcl|NC_018706.1_prot_WP_000369288.1_3224	lcl|CP007549.3_prot_AHX28705.1_1736	lcl|NC_023028.1_prot_WP_000369287.1_678
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000377589.1_2446	lcl|NZ_CP058289.1_prot_WP_000377593.1_2173	lcl|NC_017847.1_prot_WP_000377582.1_2426	lcl|NC_017171.2_prot_WP_000377585.1_2459	lcl|NZ_AP013357.1_prot_WP_000377582.1_2591	lcl|CP006963.1_prot_AHJ92719.1_1260	lcl|CP002522.2_prot_ADX91811.1_1383	lcl|NC_018706.1_prot_WP_000377582.1_1581	lcl|CP007549.3_prot_AHX28238.1_1269	lcl|NC_023028.1_prot_WP_023897023.1_2263
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000377918.1_3025	lcl|NZ_CP058289.1_prot_WP_001984420.1_2812	lcl|NC_017847.1_prot_WP_071543474.1_3073	lcl|NC_017171.2_prot_WP_000377920.1_1767	lcl|NZ_AP013357.1_prot_WP_071543474.1_3216	lcl|CP006963.1_prot_AHJ92095.1_630	lcl|CP002522.2_prot_ADX91079.1_651	lcl|NC_018706.1_prot_WP_071543474.1_855	lcl|CP007549.3_prot_AHX29054.1_2085	lcl|NC_023028.1_prot_WP_079279146.1_2856
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000458293.1_236	lcl|NZ_CP058289.1_prot_WP_000458278.1_33	lcl|NC_017847.1_prot_WP_000458288.1_227	lcl|NC_017171.2_prot_WP_000458288.1_900	lcl|NZ_AP013357.1_prot_WP_000458293.1_246	lcl|CP006963.1_prot_AHJ95047.1_3600	lcl|CP002522.2_prot_ADX94077.1_3645	lcl|NC_018706.1_prot_WP_000458288.1_3688	lcl|CP007549.3_prot_AHX28833.1_1864	lcl|NC_023028.1_prot_WP_023896112.1_233
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000501139.1_2973	lcl|NZ_CP058289.1_prot_WP_000501124.1_2760	lcl|NC_017847.1_prot_WP_000501144.1_3021	lcl|NC_017171.2_prot_WP_000501144.1_1819	lcl|NZ_AP013357.1_prot_WP_000501144.1_3114	lcl|CP006963.1_prot_AHJ92149.1_685	lcl|CP002522.2_prot_ADX91132.1_703	lcl|NC_018706.1_prot_WP_000501144.1_907	lcl|CP007549.3_prot_AHX28638.1_1669	lcl|NC_023028.1_prot_WP_023897282.1_2804
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000525670.1_2002	lcl|NZ_CP058289.1_prot_WP_000525674.1_1679	lcl|NC_017847.1_prot_WP_000525673.1_2003	lcl|NC_017171.2_prot_WP_000525673.1_2880	lcl|NZ_AP013357.1_prot_WP_000525673.1_2108	lcl|CP006963.1_prot_AHJ93138.1_1682	lcl|CP002522.2_prot_ADX92275.1_1844	lcl|NC_018706.1_prot_WP_000525673.1_1987	lcl|CP007549.3_prot_AHX27149.1_180	lcl|NC_023028.1_prot_WP_000525666.1_1836
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000619868.1_100	lcl|NZ_CP058289.1_prot_WP_000619874.1_3540	lcl|NC_017847.1_prot_WP_000619870.1_98	lcl|NC_017171.2_prot_WP_000619870.1_1025	lcl|NZ_AP013357.1_prot_WP_000619893.1_118	lcl|CP006963.1_prot_AHJ95171.1_3724	lcl|CP002522.2_prot_ADX94200.2_3768	lcl|NC_018706.1_prot_WP_000619888.1_119	lcl|CP007549.3_prot_AHX28044.1_1075	lcl|NC_023028.1_prot_WP_023896056.1_101
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000624467.1_3366	lcl|NZ_CP058289.1_prot_WP_000624464.1_3141	lcl|NC_017847.1_prot_WP_000624470.1_3413	lcl|NC_017171.2_prot_WP_000624470.1_1427	lcl|NZ_AP013357.1_prot_WP_000624470.1_3559	lcl|CP006963.1_prot_AHJ91751.1_285	lcl|CP002522.2_prot_ADX90744.1_314	lcl|NC_018706.1_prot_WP_000624470.1_515	lcl|CP007549.3_prot_AHX29031.1_2062	lcl|NC_023028.1_prot_WP_000624460.1_3178
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000646735.1_2338	lcl|NZ_CP058289.1_prot_WP_000646730.1_2007	lcl|NC_017847.1_prot_WP_000646729.1_2316	lcl|NC_017171.2_prot_WP_000646729.1_2569	lcl|NZ_AP013357.1_prot_WP_000646729.1_2483	lcl|CP006963.1_prot_AHJ92828.1_1370	lcl|CP002522.2_prot_ADX91916.1_1488	lcl|NC_018706.1_prot_WP_000646729.1_1689	lcl|CP007549.3_prot_AHX28131.1_1162	lcl|NC_023028.1_prot_WP_023896968.1_2147
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000689264.1_609	lcl|NZ_CP058289.1_prot_WP_000668086.1_356	lcl|NC_017847.1_prot_WP_000714606.1_559	lcl|NC_017171.2_prot_WP_000714606.1_568	lcl|NZ_AP013357.1_prot_WP_000714606.1_574	lcl|CP006963.1_prot_AHJ94545.1_3098	lcl|CP002522.2_prot_ADX93752.1_3320	lcl|NC_018706.1_prot_WP_000714606.1_3353	lcl|CP007549.3_prot_AHX28952.1_1983	lcl|NC_023028.1_prot_WP_000714606.1_557
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000747869.1_449	lcl|NZ_CP058289.1_prot_WP_000747864.1_240	lcl|NC_017847.1_prot_WP_000747865.1_440	lcl|NC_017171.2_prot_WP_000747865.1_687	lcl|NZ_AP013357.1_prot_WP_000747865.1_457	lcl|CP006963.1_prot_AHJ94659.1_3212	lcl|CP002522.2_prot_ADX93867.1_3435	lcl|NC_018706.1_prot_WP_000747865.1_3468	lcl|CP007549.3_prot_AHX27312.1_343	lcl|NC_023028.1_prot_WP_000747856.1_442
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000821671.1_3049	lcl|NZ_CP058289.1_prot_WP_000821671.1_2836	lcl|NC_017847.1_prot_WP_000821671.1_3097	lcl|NC_017171.2_prot_WP_000821671.1_1743	lcl|NZ_AP013357.1_prot_WP_000821671.1_3240	lcl|CP006963.1_prot_AHJ92073.1_608	lcl|CP002522.2_prot_ADX91057.1_629	lcl|NC_018706.1_prot_WP_000821671.1_831	lcl|CP007549.3_prot_AHX29076.1_2107	lcl|NC_023028.1_prot_WP_000821671.1_2880
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000841515.1_1770	lcl|NZ_CP058289.1_prot_WP_000841514.1_1472	lcl|NC_017847.1_prot_WP_000841495.1_1785	lcl|NC_017171.2_prot_WP_000841495.1_3103	lcl|NZ_AP013357.1_prot_WP_000841495.1_1886	lcl|CP006963.1_prot_AHJ93360.1_1904	lcl|CP002522.2_prot_ADX92487.1_2055	lcl|NC_018706.1_prot_WP_000841495.1_2205	lcl|CP007549.3_prot_AHX29314.1_2345	lcl|NC_023028.1_prot_WP_000841506.1_1626
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000859774.1_1534	lcl|NZ_CP058289.1_prot_WP_000859770.1_1231	lcl|NC_017847.1_prot_WP_000859778.1_1525	lcl|NC_017171.2_prot_WP_000859778.1_3367	lcl|NZ_AP013357.1_prot_WP_000859778.1_1614	lcl|CP006963.1_prot_AHJ93632.1_2179	lcl|CP002522.2_prot_ADX92744.1_2314	lcl|NC_018706.1_prot_WP_000859778.1_2465	lcl|CP007549.3_prot_AHX30282.1_3315	lcl|NC_023028.1_prot_WP_000859772.1_1370
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_000867093.1_3203	lcl|NZ_CP058289.1_prot_WP_000867106.1_2978	lcl|NC_017847.1_prot_WP_000867091.1_3248	lcl|NC_017171.2_prot_WP_000867091.1_1592	lcl|NZ_AP013357.1_prot_WP_000867091.1_3393	lcl|CP006963.1_prot_AHJ91916.1_450	lcl|CP002522.2_prot_ADX90908.1_480	lcl|NC_018706.1_prot_WP_000867091.1_680	lcl|CP007549.3_prot_AHX27072.1_103	lcl|NC_023028.1_prot_WP_023897351.1_3011
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_001019948.1_1401	lcl|NZ_CP058289.1_prot_WP_001019945.1_1167	lcl|NC_017847.1_prot_WP_001019957.1_1398	lcl|NC_017171.2_prot_WP_001019957.1_3497	lcl|NZ_AP013357.1_prot_WP_001019957.1_1439	lcl|CP006963.1_prot_AHJ93723.1_2271	lcl|CP002522.2_prot_ADX92895.1_2464	lcl|NC_018706.1_prot_WP_001019957.1_2529	lcl|CP007549.3_prot_AHX30504.1_3529	lcl|NC_023028.1_prot_WP_001019957.1_1308
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_001116934.1_582	lcl|NZ_CP058289.1_prot_WP_001116946.1_327	lcl|NC_017847.1_prot_WP_001116944.1_530	lcl|NC_017171.2_prot_WP_001116944.1_597	lcl|NZ_AP013357.1_prot_WP_001116944.1_545	lcl|CP006963.1_prot_AHJ94574.1_3127	lcl|CP002522.2_prot_ADX93781.1_3349	lcl|NC_018706.1_prot_WP_001116944.1_3382	lcl|CP007549.3_prot_AHX28923.1_1954	lcl|NC_023028.1_prot_WP_023896219.1_530
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_001187023.1_1659	lcl|NZ_CP058289.1_prot_WP_001187029.1_1356	lcl|NC_017847.1_prot_WP_001187023.1_1650	lcl|NC_017171.2_prot_WP_001187023.1_3240	lcl|NZ_AP013357.1_prot_WP_001187023.1_1746	lcl|CP006963.1_prot_AHJ93505.1_2050	lcl|CP002522.2_prot_ADX92624.1_2193	lcl|NC_018706.1_prot_WP_001187023.1_2340	lcl|CP007549.3_prot_AHX27937.1_968	lcl|NC_023028.1_prot_WP_023896629.1_1504
10	10	0.879	lcl|NZ_CP033110.1_prot_WP_001191625.1_1338	lcl|NZ_CP058289.1_prot_WP_001191616.1_1104	lcl|NC_017847.1_prot_WP_001191598.1_1338	lcl|NC_017171.2_prot_WP_001191598.1_3557	lcl|NZ_AP013357.1_prot_WP_001191598.1_1377	lcl|CP006963.1_prot_AHJ93786.1_2335	lcl|CP002522.2_prot_ADX92954.1_2523	lcl|NC_018706.1_prot_WP_001191598.1_2589	lcl|CP007549.3_prot_AHX29898.1_2930	lcl|NC_023028.1_prot_WP_023896508.1_1242
