# Species	Genes	Alg.-Conn.	11128.fasta	11368.fasta	12009.fasta	E24377A.fasta	IAI1.fasta	SE11.fasta	Sb227.fasta	Ss046.fasta	W.fasta
9	9	0.84	lcl|AP010960.1_prot_BAI37013.1_3195	lcl|AP010953.1_prot_BAI26718.1_3518	lcl|AP010958.1_prot_BAI31750.1_2984	lcl|CP000800.1_prot_ABV19492.1_2628	lcl|NC_011741.1_prot_WP_000829294.1_2453	lcl|NC_011415.1_prot_WP_000829294.1_2771	lcl|CP000036.1_prot_ABB67041.1_2309	lcl|CP000038.1_prot_AAZ89184.1_2387	lcl|NC_017635.1_prot_WP_000829294.1_2667
9	9	0.84	lcl|AP010960.1_prot_BAI37108.1_3296	lcl|AP010953.1_prot_BAI26815.1_3617	lcl|AP010958.1_prot_BAI31899.1_3148	lcl|CP000800.1_prot_ABV18824.1_2724	lcl|NC_011741.1_prot_WP_000589068.1_2604	lcl|NC_011415.1_prot_WP_000589070.1_2872	lcl|CP000036.1_prot_ABB67141.1_2409	lcl|CP000038.1_prot_AAZ89316.1_2519	lcl|NC_017635.1_prot_WP_000589070.1_2768
9	9	0.84	lcl|AP010960.1_prot_BAI37198.1_3392	lcl|AP010953.1_prot_BAI26930.1_3737	lcl|AP010958.1_prot_BAI31960.1_3209	lcl|CP000800.1_prot_ABV20193.1_2809	lcl|NC_011741.1_prot_WP_001229471.1_2668	lcl|NC_011415.1_prot_WP_001229467.1_2934	lcl|CP000036.1_prot_ABB67372.1_2640	lcl|CP000038.1_prot_AAZ89423.1_2626	lcl|NC_017635.1_prot_WP_001229442.1_2830
9	9	0.84	lcl|AP010960.1_prot_BAI37228.1_3422	lcl|AP010953.1_prot_BAI26960.1_3767	lcl|AP010958.1_prot_BAI31990.1_3239	lcl|CP000800.1_prot_ABV18012.1_2843	lcl|NC_011741.1_prot_WP_000216194.1_2698	lcl|NC_011415.1_prot_WP_000216201.1_2964	lcl|CP000036.1_prot_ABB67339.1_2607	lcl|CP000038.1_prot_AAZ89453.1_2656	lcl|NC_017635.1_prot_WP_000216201.1_2862
9	9	0.84	lcl|AP010960.1_prot_BAI37238.1_3432	lcl|AP010953.1_prot_BAI26970.1_3777	lcl|AP010958.1_prot_BAI32000.1_3249	lcl|CP000800.1_prot_ABV18696.1_2854	lcl|NC_011741.1_prot_WP_001392554.1_2708	lcl|NC_011415.1_prot_WP_001402444.1_2974	lcl|CP000036.1_prot_ABB67330.1_2598	lcl|CP000038.1_prot_AAZ89462.1_2665	lcl|NC_017635.1_prot_WP_001392554.1_2872
9	9	0.84	lcl|AP010960.1_prot_BAI37321.1_3517	lcl|AP010953.1_prot_BAI27053.1_3862	lcl|AP010958.1_prot_BAI32082.1_3335	lcl|CP000800.1_prot_ABV18778.1_2945	lcl|NC_011741.1_prot_WP_000206995.1_2795	lcl|NC_011415.1_prot_WP_000206990.1_3058	lcl|CP000036.1_prot_ABB67210.1_2478	lcl|CP000038.1_prot_AAZ89548.1_2751	lcl|NC_017635.1_prot_WP_000206991.1_2957
9	9	0.84	lcl|AP010960.1_prot_BAI37405.1_3615	lcl|AP010953.1_prot_BAI27151.1_3966	lcl|AP010958.1_prot_BAI32189.1_3452	lcl|CP000800.1_prot_ABV18931.1_3045	lcl|NC_011741.1_prot_WP_001272856.1_2883	lcl|NC_011415.1_prot_WP_001272855.1_3147	lcl|CP000036.1_prot_ABB67611.1_2879	lcl|CP000038.1_prot_AAZ89619.1_2822	lcl|NC_017635.1_prot_WP_001272854.1_3075
9	9	0.84	lcl|AP010960.1_prot_BAI37605.1_3823	lcl|AP010953.1_prot_BAI27284.1_4101	lcl|AP010958.1_prot_BAI32398.1_3678	lcl|CP000800.1_prot_ABV18735.1_3290	lcl|NC_011741.1_prot_WP_001221947.1_3031	lcl|NC_011415.1_prot_WP_001221953.1_3288	lcl|CP000036.1_prot_ABB67388.1_2656	lcl|CP000038.1_prot_AAZ89722.1_2925	lcl|NC_017635.1_prot_WP_001221953.1_3216
9	9	0.84	lcl|AP010960.1_prot_BAI37657.1_3877	lcl|AP010953.1_prot_BAI27335.1_4156	lcl|AP010958.1_prot_BAI32452.1_3734	lcl|CP000800.1_prot_ABV19726.1_3345	lcl|NC_011741.1_prot_WP_000046272.1_3085	lcl|NC_011415.1_prot_WP_000046265.1_3342	lcl|CP000036.1_prot_ABB67427.1_2695	lcl|CP000038.1_prot_AAZ89774.1_2977	lcl|NC_017635.1_prot_WP_000046264.1_3270
9	9	0.84	lcl|AP010960.1_prot_BAI37673.1_3893	lcl|AP010953.1_prot_BAI27351.1_4172	lcl|AP010958.1_prot_BAI32527.1_3816	lcl|CP000800.1_prot_ABV17891.1_3363	lcl|NC_011741.1_prot_WP_000018003.1_3101	lcl|NC_011415.1_prot_WP_000018005.1_3358	lcl|CP000036.1_prot_ABB67445.1_2713	lcl|CP000038.1_prot_AAZ89790.1_2993	lcl|NC_017635.1_prot_WP_000018000.1_3286
9	9	0.84	lcl|AP010960.1_prot_BAI37885.1_4112	lcl|AP010953.1_prot_BAI27563.1_4393	lcl|AP010958.1_prot_BAI32733.1_4023	lcl|CP000800.1_prot_ABV18390.1_3590	lcl|NC_011741.1_prot_WP_000092699.1_3308	lcl|NC_011415.1_prot_WP_000092699.1_3565	lcl|CP000036.1_prot_ABB67773.1_3041	lcl|CP000038.1_prot_AAZ89994.1_3197	lcl|NC_017635.1_prot_WP_000092699.1_3493
9	9	0.84	lcl|AP010960.1_prot_BAI38076.1_4310	lcl|AP010953.1_prot_BAI27757.1_4589	lcl|AP010958.1_prot_BAI32934.1_4228	lcl|CP000800.1_prot_ABV18457.1_3798	lcl|NC_011741.1_prot_WP_000008971.1_3510	lcl|NC_011415.1_prot_WP_000008957.1_3766	lcl|CP000036.1_prot_ABB67984.1_3252	lcl|CP000038.1_prot_AAZ90282.1_3485	lcl|NC_017635.1_prot_WP_000008957.1_3695
9	9	0.84	lcl|AP010960.1_prot_BAI38077.1_4311	lcl|AP010953.1_prot_BAI27758.1_4590	lcl|AP010958.1_prot_BAI32935.1_4229	lcl|CP000800.1_prot_ABV16453.1_3799	lcl|NC_011741.1_prot_WP_000922639.1_3511	lcl|NC_011415.1_prot_WP_000922639.1_3767	lcl|CP000036.1_prot_ABB67985.1_3253	lcl|CP000038.1_prot_AAZ90283.1_3486	lcl|NC_017635.1_prot_WP_001324556.1_3696
9	9	0.84	lcl|AP010960.1_prot_BAI38110.1_4348	lcl|AP010953.1_prot_BAI27789.1_4624	lcl|AP010958.1_prot_BAI32967.1_4262	lcl|CP000800.1_prot_ABV16863.1_3835	lcl|NC_011741.1_prot_WP_000279530.1_3545	lcl|NC_011415.1_prot_WP_000279528.1_3801	lcl|CP000036.1_prot_ABB68017.1_3285	lcl|CP000038.1_prot_AAZ90398.1_3601	lcl|NC_017635.1_prot_WP_000279530.1_3730
9	9	0.84	lcl|AP010960.1_prot_BAI38395.1_4648	lcl|AP010953.1_prot_BAI27925.1_4765	lcl|AP010958.1_prot_BAI33048.1_4343	lcl|CP000800.1_prot_ABV20555.1_4137	lcl|NC_011741.1_prot_WP_001277142.1_3845	lcl|NC_011415.1_prot_WP_001277142.1_4101	lcl|CP000036.1_prot_ABB68290.1_3558	lcl|CP000038.1_prot_AAZ90516.1_3719	lcl|NC_017635.1_prot_WP_001277142.1_4045
9	9	0.84	lcl|AP010960.1_prot_BAI38698.1_4964	lcl|AP010953.1_prot_BAI28349.1_5206	lcl|AP010958.1_prot_BAI33533.1_4846	lcl|CP000800.1_prot_ABV19794.1_4423	lcl|NC_011741.1_prot_WP_001110481.1_4107	lcl|NC_011415.1_prot_WP_001110490.1_4370	lcl|CP000036.1_prot_ABB68548.1_3817	lcl|CP000038.1_prot_AAZ90764.1_3967	lcl|NC_017635.1_prot_WP_001110490.1_4349
9	9	0.84	lcl|AP010960.1_prot_BAI38704.1_4970	lcl|AP010953.1_prot_BAI28355.1_5212	lcl|AP010958.1_prot_BAI33539.1_4852	lcl|CP000800.1_prot_ABV16882.1_4429	lcl|NC_011741.1_prot_WP_001346074.1_4113	lcl|NC_011415.1_prot_WP_001331312.1_4376	lcl|CP000036.1_prot_ABB68554.1_3823	lcl|CP000038.1_prot_AAZ90770.1_3973	lcl|NC_017635.1_prot_WP_001331312.1_4355
9	9	0.84	lcl|AP010960.1_prot_BAI38882.1_5165	lcl|AP010953.1_prot_BAI28630.1_5508	lcl|AP010958.1_prot_BAI33771.1_5092	lcl|CP000800.1_prot_ABV17675.1_4669	lcl|NC_011741.1_prot_WP_001295734.1_4304	lcl|NC_011415.1_prot_WP_001295734.1_4559	lcl|CP000036.1_prot_ABB68777.1_4046	lcl|CP000038.1_prot_AAZ90950.1_4153	lcl|NC_017635.1_prot_WP_001295734.1_4565
9	9	0.84	lcl|AP010960.1_prot_BAI38954.1_5239	lcl|AP010953.1_prot_BAI28705.1_5585	lcl|AP010958.1_prot_BAI33914.1_5240	lcl|CP000800.1_prot_ABV19626.1_4731	lcl|NC_011741.1_prot_WP_001088400.1_4375	lcl|NC_011415.1_prot_WP_001088395.1_4630	lcl|CP000036.1_prot_ABB68847.1_4116	lcl|CP000038.1_prot_AAZ90998.1_4201	lcl|NC_017635.1_prot_WP_001088395.1_4636
9	9	0.84	lcl|AP010960.1_prot_BAI38963.1_5251	lcl|AP010953.1_prot_BAI28715.1_5596	lcl|AP010958.1_prot_BAI33924.1_5251	lcl|CP000800.1_prot_ABV21153.1_4742	lcl|NC_011741.1_prot_WP_000093810.1_4386	lcl|NC_011415.1_prot_WP_000093808.1_4641	lcl|CP000036.1_prot_ABB68860.1_4129	lcl|CP000038.1_prot_AAZ91008.1_4211	lcl|NC_017635.1_prot_WP_000093810.1_4647
9	9	0.839	lcl|AP010960.1_prot_BAI34125.1_124	lcl|AP010953.1_prot_BAI23486.1_125	lcl|AP010958.1_prot_BAI29001.1_123	lcl|CP000800.1_prot_ABV19725.1_122	lcl|NC_011741.1_prot_WP_001189626.1_120	lcl|NC_011415.1_prot_WP_001189662.1_121	lcl|CP000036.1_prot_ABB64845.1_109	lcl|CP000038.1_prot_AAZ86925.1_127	lcl|NC_017635.1_prot_WP_001189646.1_121
9	9	0.839	lcl|AP010960.1_prot_BAI34385.1_401	lcl|AP010953.1_prot_BAI23745.1_401	lcl|AP010958.1_prot_BAI29216.1_347	lcl|CP000800.1_prot_ABV18165.1_374	lcl|NC_011741.1_prot_WP_000004049.1_351	lcl|NC_011415.1_prot_WP_000004049.1_391	lcl|CP000036.1_prot_ABB64977.1_241	lcl|CP000038.1_prot_AAZ87122.1_324	lcl|NC_017635.1_prot_WP_000004049.1_438
9	9	0.839	lcl|AP010960.1_prot_BAI34431.1_452	lcl|AP010953.1_prot_BAI23793.1_454	lcl|AP010958.1_prot_BAI29264.1_396	lcl|CP000800.1_prot_ABV16922.1_435	lcl|NC_011741.1_prot_WP_001124935.1_402	lcl|NC_011415.1_prot_WP_001124941.1_442	lcl|CP000036.1_prot_ABB65029.1_293	lcl|CP000038.1_prot_AAZ87175.1_377	lcl|NC_017635.1_prot_WP_001124935.1_489
9	9	0.839	lcl|AP010960.1_prot_BAI34470.1_491	lcl|AP010953.1_prot_BAI23832.1_493	lcl|AP010958.1_prot_BAI29303.1_435	lcl|CP000800.1_prot_ABV17650.1_476	lcl|NC_011741.1_prot_WP_000102578.1_441	lcl|NC_011415.1_prot_WP_000102564.1_481	lcl|CP000036.1_prot_ABB65071.1_335	lcl|CP000038.1_prot_AAZ87222.1_424	lcl|NC_017635.1_prot_WP_000102564.1_528
9	9	0.839	lcl|AP010960.1_prot_BAI34483.1_506	lcl|AP010953.1_prot_BAI23845.1_506	lcl|AP010958.1_prot_BAI29315.1_447	lcl|CP000800.1_prot_ABV20678.1_491	lcl|NC_011741.1_prot_WP_001442196.1_454	lcl|NC_011415.1_prot_WP_000467098.1_494	lcl|CP000036.1_prot_ABB65083.1_347	lcl|CP000038.1_prot_AAZ87234.1_436	lcl|NC_017635.1_prot_WP_000467098.1_541
9	9	0.839	lcl|AP010960.1_prot_BAI34601.1_629	lcl|AP010953.1_prot_BAI24003.1_674	lcl|AP010958.1_prot_BAI29471.1_607	lcl|CP000800.1_prot_ABV17430.1_593	lcl|NC_011741.1_prot_WP_000460431.1_561	lcl|NC_011415.1_prot_WP_000460431.1_671	lcl|CP000036.1_prot_ABB65164.1_428	lcl|CP000038.1_prot_AAZ87318.1_520	lcl|NC_017635.1_prot_WP_000460428.1_651
9	9	0.839	lcl|AP010960.1_prot_BAI34851.1_894	lcl|AP010953.1_prot_BAI24269.1_953	lcl|AP010958.1_prot_BAI29721.1_870	lcl|CP000800.1_prot_ABV17134.1_853	lcl|NC_011741.1_prot_WP_000829261.1_845	lcl|NC_011415.1_prot_WP_000137925.1_885	lcl|CP000036.1_prot_ABB65390.1_654	lcl|CP000038.1_prot_AAZ87555.1_757	lcl|NC_017635.1_prot_WP_000829261.1_869
9	9	0.839	lcl|AP010960.1_prot_BAI34892.1_937	lcl|AP010953.1_prot_BAI24311.1_995	lcl|AP010958.1_prot_BAI29763.1_912	lcl|CP000800.1_prot_ABV17679.1_897	lcl|NC_011741.1_prot_WP_001338420.1_887	lcl|NC_011415.1_prot_WP_001338420.1_927	lcl|CP000036.1_prot_ABB65474.1_738	lcl|CP000038.1_prot_AAZ87597.1_799	lcl|NC_017635.1_prot_WP_001338420.1_960
9	9	0.839	lcl|AP010960.1_prot_BAI36021.1_2148	lcl|AP010953.1_prot_BAI25654.1_2407	lcl|AP010958.1_prot_BAI30629.1_1822	lcl|CP000800.1_prot_ABV20489.1_1804	lcl|NC_011741.1_prot_WP_001196517.1_1699	lcl|NC_011415.1_prot_WP_001196517.1_1802	lcl|CP000036.1_prot_ABB66070.1_1338	lcl|CP000038.1_prot_AAZ88180.1_1383	lcl|NC_017635.1_prot_WP_001196529.1_1827
9	9	0.839	lcl|AP010960.1_prot_BAI36105.1_2238	lcl|AP010953.1_prot_BAI25744.1_2501	lcl|AP010958.1_prot_BAI30723.1_1920	lcl|CP000800.1_prot_ABV19589.1_1855	lcl|NC_011741.1_prot_WP_001295408.1_1748	lcl|NC_011415.1_prot_WP_001295408.1_1899	lcl|CP000036.1_prot_ABB65986.1_1253	lcl|CP000038.1_prot_AAZ88136.1_1339	lcl|NC_017635.1_prot_WP_001297653.1_1876
9	9	0.839	lcl|AP010960.1_prot_BAI36193.1_2329	lcl|AP010953.1_prot_BAI25833.1_2592	lcl|AP010958.1_prot_BAI30811.1_2012	lcl|CP000800.1_prot_ABV19596.1_1954	lcl|NC_011741.1_prot_WP_000010107.1_1847	lcl|NC_011415.1_prot_WP_000010107.1_1998	lcl|CP000036.1_prot_ABB65863.1_1129	lcl|CP000038.1_prot_AAZ88049.1_1252	lcl|NC_017635.1_prot_WP_000010107.1_1975
9	9	0.839	lcl|AP010960.1_prot_BAI36400.1_2538	lcl|AP010953.1_prot_BAI26082.1_2843	lcl|AP010958.1_prot_BAI30999.1_2207	lcl|CP000800.1_prot_ABV16963.1_2089	lcl|NC_011741.1_prot_WP_000009306.1_1989	lcl|NC_011415.1_prot_WP_000009306.1_2190	lcl|CP000036.1_prot_ABB65704.1_969	lcl|CP000038.1_prot_AAZ88680.1_1883	lcl|NC_017635.1_prot_WP_000009307.1_2109
9	9	0.839	lcl|AP010960.1_prot_BAI36781.1_2950	lcl|AP010953.1_prot_BAI26352.1_3140	lcl|AP010958.1_prot_BAI31460.1_2689	lcl|CP000800.1_prot_ABV18311.1_2395	lcl|NC_011741.1_prot_WP_000710370.1_2233	lcl|NC_011415.1_prot_WP_000786386.1_2492	lcl|CP000036.1_prot_ABB66672.1_1940	lcl|CP000038.1_prot_AAZ88918.1_2121	lcl|NC_017635.1_prot_WP_000710375.1_2389
9	9	0.839	lcl|AP010960.1_prot_BAI36840.1_3014	lcl|AP010953.1_prot_BAI26461.1_3254	lcl|AP010958.1_prot_BAI31500.1_2730	lcl|CP000800.1_prot_ABV20817.1_2442	lcl|NC_011741.1_prot_WP_000600507.1_2276	lcl|NC_011415.1_prot_WP_000600492.1_2535	lcl|CP000036.1_prot_ABB66864.1_2132	lcl|CP000038.1_prot_AAZ88969.1_2172	lcl|NC_017635.1_prot_WP_000600494.1_2433
9	9	0.839	lcl|AP010960.1_prot_BAI36899.1_3074	lcl|AP010953.1_prot_BAI26521.1_3314	lcl|AP010958.1_prot_BAI31558.1_2791	lcl|CP000800.1_prot_ABV18096.1_2502	lcl|NC_011741.1_prot_WP_001089235.1_2335	lcl|NC_011415.1_prot_WP_001089231.1_2649	lcl|CP000036.1_prot_ABB66926.1_2194	lcl|CP000038.1_prot_AAZ89027.1_2230	lcl|NC_017635.1_prot_WP_001089235.1_2492
9	9	0.839	lcl|AP010960.1_prot_BAI36910.1_3085	lcl|AP010953.1_prot_BAI26532.1_3325	lcl|AP010958.1_prot_BAI31569.1_2802	lcl|CP000800.1_prot_ABV19443.1_2514	lcl|NC_011741.1_prot_WP_001112828.1_2347	lcl|NC_011415.1_prot_WP_001617103.1_2661	lcl|CP000036.1_prot_ABB66939.1_2207	lcl|CP000038.1_prot_AAZ89037.1_2240	lcl|NC_017635.1_prot_WP_001112828.1_2503
9	9	0.839	lcl|AP010960.1_prot_BAI37062.1_3246	lcl|AP010953.1_prot_BAI26767.1_3569	lcl|AP010958.1_prot_BAI31796.1_3039	lcl|CP000800.1_prot_ABV20042.1_2675	lcl|NC_011741.1_prot_WP_001297328.1_2505	lcl|NC_011415.1_prot_WP_001299505.1_2823	lcl|CP000036.1_prot_ABB67090.1_2358	lcl|CP000038.1_prot_AAZ89232.1_2435	lcl|NC_017635.1_prot_WP_001298978.1_2719
9	9	0.839	lcl|AP010960.1_prot_BAI37070.1_3254	lcl|AP010953.1_prot_BAI26775.1_3577	lcl|AP010958.1_prot_BAI31804.1_3047	lcl|CP000800.1_prot_ABV17712.1_2684	lcl|NC_011741.1_prot_WP_001295373.1_2513	lcl|NC_011415.1_prot_WP_001295373.1_2831	lcl|CP000036.1_prot_ABB67098.1_2366	lcl|CP000038.1_prot_AAZ89240.1_2443	lcl|NC_017635.1_prot_WP_001295373.1_2727
9	9	0.839	lcl|AP010960.1_prot_BAI37075.1_3259	lcl|AP010953.1_prot_BAI26780.1_3582	lcl|AP010958.1_prot_BAI31809.1_3052	lcl|CP000800.1_prot_ABV18117.1_2689	lcl|NC_011741.1_prot_WP_000983006.1_2518	lcl|NC_011415.1_prot_WP_000983004.1_2836	lcl|CP000036.1_prot_ABB67103.1_2371	lcl|CP000038.1_prot_AAZ89245.1_2448	lcl|NC_017635.1_prot_WP_000983009.1_2732
9	9	0.839	lcl|AP010960.1_prot_BAI37120.1_3309	lcl|AP010953.1_prot_BAI26828.1_3630	lcl|AP010958.1_prot_BAI31913.1_3162	lcl|CP000800.1_prot_ABV19322.1_2738	lcl|NC_011741.1_prot_WP_001343689.1_2619	lcl|NC_011415.1_prot_WP_001307345.1_2886	lcl|CP000036.1_prot_ABB67157.1_2425	lcl|CP000038.1_prot_AAZ89330.1_2533	lcl|NC_017635.1_prot_WP_000138184.1_2782
9	9	0.839	lcl|AP010960.1_prot_BAI37258.1_3452	lcl|AP010953.1_prot_BAI26990.1_3797	lcl|AP010958.1_prot_BAI32019.1_3270	lcl|CP000800.1_prot_ABV19685.1_2875	lcl|NC_011741.1_prot_WP_000015499.1_2728	lcl|NC_011415.1_prot_WP_000015498.1_2992	lcl|CP000036.1_prot_ABB67314.1_2582	lcl|CP000038.1_prot_AAZ89482.1_2685	lcl|NC_017635.1_prot_WP_000015498.1_2891
9	9	0.839	lcl|AP010960.1_prot_BAI37396.1_3606	lcl|AP010953.1_prot_BAI27142.1_3957	lcl|AP010958.1_prot_BAI32180.1_3443	lcl|CP000800.1_prot_ABV21173.1_3036	lcl|NC_011741.1_prot_WP_001016606.1_2874	lcl|NC_011415.1_prot_WP_001016606.1_3138	lcl|CP000036.1_prot_ABB67620.1_2888	lcl|CP000038.1_prot_AAZ89611.1_2814	lcl|NC_017635.1_prot_WP_001016606.1_3066
9	9	0.839	lcl|AP010960.1_prot_BAI37750.1_3971	lcl|AP010953.1_prot_BAI27426.1_4252	lcl|AP010958.1_prot_BAI32606.1_3896	lcl|CP000800.1_prot_ABV18040.1_3453	lcl|NC_011741.1_prot_WP_000249157.1_3180	lcl|NC_011415.1_prot_WP_000249160.1_3437	lcl|CP000036.1_prot_ABB67732.1_3000	lcl|CP000038.1_prot_AAZ89868.1_3071	lcl|NC_017635.1_prot_WP_000249157.1_3365
9	9	0.839	lcl|AP010960.1_prot_BAI37819.1_4044	lcl|AP010953.1_prot_BAI27495.1_4323	lcl|AP010958.1_prot_BAI32675.1_3965	lcl|CP000800.1_prot_ABV19413.1_3527	lcl|NC_011741.1_prot_WP_000108459.1_3250	lcl|NC_011415.1_prot_WP_000108473.1_3507	lcl|CP000036.1_prot_ABB67665.1_2933	lcl|CP000038.1_prot_AAZ89938.1_3141	lcl|NC_017635.1_prot_WP_000108459.1_3435
9	9	0.839	lcl|AP010960.1_prot_BAI37887.1_4114	lcl|AP010953.1_prot_BAI27565.1_4395	lcl|AP010958.1_prot_BAI32735.1_4025	lcl|CP000800.1_prot_ABV20507.1_3592	lcl|NC_011741.1_prot_WP_000266492.1_3310	lcl|NC_011415.1_prot_WP_000266480.1_3567	lcl|CP000036.1_prot_ABB67775.1_3043	lcl|CP000038.1_prot_AAZ89996.1_3199	lcl|NC_017635.1_prot_WP_000266488.1_3495
9	9	0.839	lcl|AP010960.1_prot_BAI37925.1_4153	lcl|AP010953.1_prot_BAI27604.1_4434	lcl|AP010958.1_prot_BAI32774.1_4064	lcl|CP000800.1_prot_ABV20862.1_3631	lcl|NC_011741.1_prot_WP_000091466.1_3349	lcl|NC_011415.1_prot_WP_000091466.1_3606	lcl|CP000036.1_prot_ABB67814.1_3082	lcl|CP000038.1_prot_AAZ90036.1_3239	lcl|NC_017635.1_prot_WP_000091466.1_3534
9	9	0.839	lcl|AP010960.1_prot_BAI37962.1_4194	lcl|AP010953.1_prot_BAI27643.1_4473	lcl|AP010958.1_prot_BAI32813.1_4103	lcl|CP000800.1_prot_ABV20416.1_3670	lcl|NC_011741.1_prot_WP_001031706.1_3388	lcl|NC_011415.1_prot_WP_000032687.1_3645	lcl|CP000036.1_prot_ABB67859.1_3127	lcl|CP000038.1_prot_AAZ90074.1_3277	lcl|NC_017635.1_prot_WP_000032689.1_3573
9	9	0.839	lcl|AP010960.1_prot_BAI37972.1_4204	lcl|AP010953.1_prot_BAI27653.1_4483	lcl|AP010958.1_prot_BAI32823.1_4113	lcl|CP000800.1_prot_ABV20318.1_3680	lcl|NC_011741.1_prot_WP_001297394.1_3398	lcl|NC_011415.1_prot_WP_001315880.1_3655	lcl|CP000036.1_prot_ABB67869.1_3137	lcl|CP000038.1_prot_AAZ90083.1_3286	lcl|NC_017635.1_prot_WP_001349954.1_3583
9	9	0.839	lcl|AP010960.1_prot_BAI38438.1_4691	lcl|AP010953.1_prot_BAI27882.1_4719	lcl|AP010958.1_prot_BAI33005.1_4300	lcl|CP000800.1_prot_ABV18912.1_4186	lcl|NC_011741.1_prot_WP_000570668.1_3890	lcl|NC_011415.1_prot_WP_000570668.1_4146	lcl|CP000036.1_prot_ABB68334.1_3602	lcl|CP000038.1_prot_AAZ90560.1_3763	lcl|NC_017635.1_prot_WP_000570668.1_4090
9	9	0.839	lcl|AP010960.1_prot_BAI38765.1_5036	lcl|AP010953.1_prot_BAI28482.1_5344	lcl|AP010958.1_prot_BAI33652.1_4971	lcl|CP000800.1_prot_ABV17664.1_4508	lcl|NC_011741.1_prot_WP_001177644.1_4191	lcl|NC_011415.1_prot_WP_001177644.1_4454	lcl|CP000036.1_prot_ABB68700.1_3969	lcl|CP000038.1_prot_AAZ90847.1_4050	lcl|NC_017635.1_prot_WP_001177644.1_4432
9	9	0.838	lcl|AP010960.1_prot_BAI34407.1_426	lcl|AP010953.1_prot_BAI23768.1_429	lcl|AP010958.1_prot_BAI29239.1_371	lcl|CP000800.1_prot_ABV16923.1_406	lcl|NC_011741.1_prot_WP_000698907.1_377	lcl|NC_011415.1_prot_WP_000698907.1_417	lcl|CP000036.1_prot_ABB65005.1_269	lcl|CP000038.1_prot_AAZ87150.1_352	lcl|NC_017635.1_prot_WP_000698920.1_464
9	9	0.838	lcl|AP010960.1_prot_BAI34602.1_630	lcl|AP010953.1_prot_BAI24004.1_675	lcl|AP010958.1_prot_BAI29472.1_608	lcl|CP000800.1_prot_ABV17996.1_594	lcl|NC_011741.1_prot_WP_001120435.1_562	lcl|NC_011415.1_prot_WP_001120432.1_672	lcl|CP000036.1_prot_ABB65165.1_429	lcl|CP000038.1_prot_AAZ87319.1_521	lcl|NC_017635.1_prot_WP_001120461.1_652
9	9	0.838	lcl|AP010960.1_prot_BAI34967.1_1012	lcl|AP010953.1_prot_BAI24387.1_1071	lcl|AP010958.1_prot_BAI29837.1_990	lcl|CP000800.1_prot_ABV19309.1_1008	lcl|NC_011741.1_prot_WP_001111470.1_963	lcl|NC_011415.1_prot_WP_001111470.1_1003	lcl|CP000036.1_prot_ABB66851.1_2119	lcl|CP000038.1_prot_AAZ87685.1_887	lcl|NC_017635.1_prot_WP_001111459.1_1036
9	9	0.838	lcl|AP010960.1_prot_BAI36047.1_2176	lcl|AP010953.1_prot_BAI25680.1_2435	lcl|AP010958.1_prot_BAI30655.1_1850	lcl|CP000800.1_prot_ABV18445.1_1833	lcl|NC_011741.1_prot_ECIAI1_RS08930_1726	lcl|NC_011415.1_prot_WP_000175617.1_1829	lcl|CP000036.1_prot_ABB66045.1_1312	lcl|CP000038.1_prot_AAZ88159.1_1362	lcl|NC_017635.1_prot_WP_000175625.1_1854
9	9	0.838	lcl|AP010960.1_prot_BAI36048.1_2177	lcl|AP010953.1_prot_BAI25681.1_2436	lcl|AP010958.1_prot_BAI30656.1_1851	lcl|CP000800.1_prot_ABV16466.1_1835	lcl|NC_011741.1_prot_WP_001326034.1_1727	lcl|NC_011415.1_prot_WP_001299130.1_1830	lcl|CP000036.1_prot_ABB66044.1_1311	lcl|CP000038.1_prot_AAZ88158.1_1361	lcl|NC_017635.1_prot_WP_001299130.1_1855
9	9	0.838	lcl|AP010960.1_prot_BAI36148.1_2283	lcl|AP010953.1_prot_BAI25788.1_2547	lcl|AP010958.1_prot_BAI30765.1_1966	lcl|CP000800.1_prot_ABV16530.1_1910	lcl|NC_011741.1_prot_WP_001299317.1_1800	lcl|NC_011415.1_prot_WP_001299317.1_1951	lcl|CP000036.1_prot_ABB65940.1_1207	lcl|CP000038.1_prot_AAZ88093.1_1296	lcl|NC_017635.1_prot_WP_000591742.1_1928
9	9	0.838	lcl|AP010960.1_prot_BAI36169.1_2305	lcl|AP010953.1_prot_BAI25809.1_2568	lcl|AP010958.1_prot_BAI30787.1_1988	lcl|CP000800.1_prot_ABV21075.1_1930	lcl|NC_011741.1_prot_WP_001061578.1_1823	lcl|NC_011415.1_prot_WP_001331207.1_1974	lcl|CP000036.1_prot_ABB65917.1_1183	lcl|CP000038.1_prot_AAZ88073.1_1276	lcl|NC_017635.1_prot_WP_001061578.1_1951
9	9	0.838	lcl|AP010960.1_prot_BAI36596.1_2748	lcl|AP010953.1_prot_BAI26158.1_2935	lcl|AP010958.1_prot_BAI31279.1_2503	lcl|CP000800.1_prot_ABV19223.1_2206	lcl|NC_011741.1_prot_WP_000586462.1_2040	lcl|NC_011415.1_prot_WP_000586462.1_2304	lcl|CP000036.1_prot_ABB65520.1_784	lcl|CP000038.1_prot_AAZ88751.1_1954	lcl|NC_017635.1_prot_WP_000586449.1_2158
