# Species	Genes	Alg.-Conn.	AC30.fasta	ATCC17978.fasta	ATCC19606.fasta	BJAB0715.fasta	D1279779.fasta	MDR-TJ.fasta	NCGM237.fasta	PKAB07.fasta	TYTH-1.fasta
9	9	0.888	lcl|CP007577.1_prot_AHX66075.1_2409	lcl|NZ_CP033110.1_prot_WP_000100964.1_2817	lcl|NZ_CP058289.1_prot_WP_000100975.1_2605	lcl|NC_021733.1_prot_WP_000100976.1_852	lcl|NC_020547.2_prot_WP_000100973.1_842	lcl|NC_017847.1_prot_WP_000100965.1_2847	lcl|NZ_AP013357.1_prot_WP_000100965.1_2954	lcl|CP006963.1_prot_AHJ92281.1_820	lcl|NC_018706.1_prot_WP_000100965.1_1081
9	9	0.888	lcl|CP007577.1_prot_AHX66121.1_2455	lcl|NZ_CP033110.1_prot_WP_000786785.1_1729	lcl|NZ_CP058289.1_prot_WP_000786782.1_1421	lcl|NC_021733.1_prot_WP_020753176.1_2033	lcl|NC_020547.2_prot_WP_000786781.1_1868	lcl|NC_017847.1_prot_WP_000786788.1_1727	lcl|NZ_AP013357.1_prot_WP_000786788.1_1823	lcl|CP006963.1_prot_AHJ93416.1_1960	lcl|NC_018706.1_prot_WP_000786788.1_2263
9	9	0.888	lcl|CP007577.1_prot_AHX66126.1_2460	lcl|NZ_CP033110.1_prot_WP_000053789.1_1734	lcl|NZ_CP058289.1_prot_WP_000053789.1_1426	lcl|NC_021733.1_prot_WP_000053789.1_2028	lcl|NC_020547.2_prot_WP_000053789.1_1863	lcl|NC_017847.1_prot_WP_000053782.1_1732	lcl|NZ_AP013357.1_prot_WP_000053782.1_1828	lcl|CP006963.1_prot_AHJ93411.1_1955	lcl|NC_018706.1_prot_WP_000053782.1_2258
9	9	0.888	lcl|CP007577.1_prot_AHX66182.1_2516	lcl|NZ_CP033110.1_prot_WP_000157981.1_1434	lcl|NZ_CP058289.1_prot_WP_000157981.1_1202	lcl|NC_021733.1_prot_WP_020753224.1_2253	lcl|NC_020547.2_prot_WP_000157984.1_2090	lcl|NC_017847.1_prot_WP_000157985.1_1433	lcl|NZ_AP013357.1_prot_WP_000157985.1_1474	lcl|CP006963.1_prot_AHJ93688.1_2236	lcl|NC_018706.1_prot_WP_000157985.1_2494
9	9	0.888	lcl|CP007577.1_prot_AHX66184.1_2518	lcl|NZ_CP033110.1_prot_WP_001127151.1_1432	lcl|NZ_CP058289.1_prot_WP_001127151.1_1200	lcl|NC_021733.1_prot_WP_020753225.1_2257	lcl|NC_020547.2_prot_WP_001127149.1_2092	lcl|NC_017847.1_prot_WP_001127152.1_1431	lcl|NZ_AP013357.1_prot_WP_001127152.1_1472	lcl|CP006963.1_prot_AHJ93690.1_2238	lcl|NC_018706.1_prot_WP_001127152.1_2496
9	9	0.888	lcl|CP007577.1_prot_AHX66185.1_2519	lcl|NZ_CP033110.1_prot_WP_001166918.1_1431	lcl|NZ_CP058289.1_prot_WP_002134661.1_1199	lcl|NC_021733.1_prot_WP_005119988.1_2258	lcl|NC_020547.2_prot_WP_001166923.1_2093	lcl|NC_017847.1_prot_WP_001166918.1_1430	lcl|NZ_AP013357.1_prot_WP_001166918.1_1471	lcl|CP006963.1_prot_AHJ93691.1_2239	lcl|NC_018706.1_prot_WP_001166918.1_2497
9	9	0.888	lcl|CP007577.1_prot_AHX66195.1_2529	lcl|NZ_CP033110.1_prot_WP_001097350.1_1421	lcl|NZ_CP058289.1_prot_WP_001097356.1_1188	lcl|NC_021733.1_prot_WP_001097350.1_2270	lcl|NC_020547.2_prot_WP_001097359.1_2104	lcl|NC_017847.1_prot_WP_001097352.1_1420	lcl|NZ_AP013357.1_prot_WP_001097352.1_1461	lcl|CP006963.1_prot_AHJ93702.1_2250	lcl|NC_018706.1_prot_WP_001097352.1_2507
9	9	0.888	lcl|CP007577.1_prot_AHX66196.1_2530	lcl|NZ_CP033110.1_prot_WP_000132118.1_1420	lcl|NZ_CP058289.1_prot_WP_000132122.1_1187	lcl|NC_021733.1_prot_WP_000132116.1_2271	lcl|NC_020547.2_prot_WP_000132125.1_2105	lcl|NC_017847.1_prot_WP_000132121.1_1419	lcl|NZ_AP013357.1_prot_WP_000132121.1_1460	lcl|CP006963.1_prot_AHJ93703.1_2251	lcl|NC_018706.1_prot_WP_000132121.1_2508
9	9	0.888	lcl|CP007577.1_prot_AHX66200.1_2534	lcl|NZ_CP033110.1_prot_WP_000149846.1_1416	lcl|NZ_CP058289.1_prot_WP_000149851.1_1183	lcl|NC_021733.1_prot_WP_000149846.1_2275	lcl|NC_020547.2_prot_WP_000149844.1_2109	lcl|NC_017847.1_prot_WP_000149851.1_1415	lcl|NZ_AP013357.1_prot_WP_000149851.1_1456	lcl|CP006963.1_prot_AHJ93707.1_2255	lcl|NC_018706.1_prot_WP_000149851.1_2512
9	9	0.888	lcl|CP007577.1_prot_AHX66299.1_2633	lcl|NZ_CP033110.1_prot_WP_000071881.1_747	lcl|NZ_CP058289.1_prot_WP_000071875.1_494	lcl|NC_021733.1_prot_WP_000071875.1_3054	lcl|NC_020547.2_prot_WP_000071881.1_2732	lcl|NC_017847.1_prot_WP_000071875.1_699	lcl|NZ_AP013357.1_prot_WP_000071875.1_714	lcl|CP006963.1_prot_AHJ94404.1_2956	lcl|NC_018706.1_prot_WP_000071875.1_3207
9	9	0.888	lcl|CP007577.1_prot_AHX66304.1_2638	lcl|NZ_CP033110.1_prot_WP_001177767.1_742	lcl|NZ_CP058289.1_prot_WP_001177773.1_489	lcl|NC_021733.1_prot_WP_001177773.1_3059	lcl|NC_020547.2_prot_WP_001177773.1_2737	lcl|NC_017847.1_prot_WP_001177768.1_694	lcl|NZ_AP013357.1_prot_WP_001177768.1_709	lcl|CP006963.1_prot_AHJ94409.1_2961	lcl|NC_018706.1_prot_WP_001177768.1_3212
9	9	0.888	lcl|CP007577.1_prot_AHX66320.1_2654	lcl|NZ_CP033110.1_prot_WP_049594805.1_726	lcl|NZ_CP058289.1_prot_WP_000128722.1_473	lcl|NC_021733.1_prot_WP_000128716.1_3074	lcl|NC_020547.2_prot_WP_000128728.1_2753	lcl|NC_017847.1_prot_WP_000128713.1_678	lcl|NZ_AP013357.1_prot_WP_000128713.1_693	lcl|CP006963.1_prot_AHJ94425.1_2977	lcl|NC_018706.1_prot_WP_000128713.1_3228
9	9	0.888	lcl|CP007577.1_prot_AHX66343.1_2677	lcl|NZ_CP033110.1_prot_WP_001295018.1_1297	lcl|NZ_CP058289.1_prot_WP_001295018.1_1063	lcl|NC_021733.1_prot_WP_020753306.1_2528	lcl|NC_020547.2_prot_WP_001295012.1_2231	lcl|NC_017847.1_prot_WP_001295011.1_1295	lcl|NZ_AP013357.1_prot_WP_001295011.1_1334	lcl|CP006963.1_prot_AHJ93829.1_2378	lcl|NC_018706.1_prot_WP_001295011.1_2632
9	9	0.888	lcl|CP007577.1_prot_AHX66363.1_2697	lcl|NZ_CP033110.1_prot_WP_000786639.1_1317	lcl|NZ_CP058289.1_prot_WP_000786636.1_1083	lcl|NC_021733.1_prot_WP_000786639.1_2508	lcl|NC_020547.2_prot_WP_000786881.1_2211	lcl|NC_017847.1_prot_WP_000786639.1_1315	lcl|NZ_AP013357.1_prot_WP_000786639.1_1354	lcl|CP006963.1_prot_AHJ93809.1_2358	lcl|NC_018706.1_prot_WP_000786639.1_2612
9	9	0.888	lcl|CP007577.1_prot_AHX66391.1_2725	lcl|NZ_CP033110.1_prot_WP_000977590.1_1343	lcl|NZ_CP058289.1_prot_WP_000977588.1_1109	lcl|NC_021733.1_prot_WP_000977590.1_2480	lcl|NC_020547.2_prot_WP_000977585.1_2185	lcl|NC_017847.1_prot_WP_000977584.1_1343	lcl|NZ_AP013357.1_prot_WP_000977584.1_1383	lcl|CP006963.1_prot_AHJ93781.1_2330	lcl|NC_018706.1_prot_WP_000977584.1_2584
9	9	0.888	lcl|CP007577.1_prot_AHX66422.1_2756	lcl|NZ_CP033110.1_prot_WP_001269055.1_1374	lcl|NZ_CP058289.1_prot_WP_001269059.1_1140	lcl|NC_021733.1_prot_WP_002059395.1_2371	lcl|NC_020547.2_prot_WP_001269055.1_2154	lcl|NC_017847.1_prot_WP_001269054.1_1374	lcl|NZ_AP013357.1_prot_WP_001269054.1_1415	lcl|CP006963.1_prot_AHJ93750.1_2299	lcl|NC_018706.1_prot_WP_001269054.1_2553
9	9	0.888	lcl|CP007577.1_prot_AHX66442.1_2776	lcl|NZ_CP033110.1_prot_WP_000077963.1_2634	lcl|NZ_CP058289.1_prot_WP_000077973.1_2391	lcl|NC_021733.1_prot_WP_000077961.1_1227	lcl|NC_020547.2_prot_WP_000077966.1_1096	lcl|NC_017847.1_prot_WP_000077974.1_2539	lcl|NZ_AP013357.1_prot_WP_000077974.1_2677	lcl|CP006963.1_prot_AHJ92656.1_1195	lcl|NC_018706.1_prot_WP_000077974.1_1487
9	9	0.888	lcl|CP007577.1_prot_AHX66451.1_2785	lcl|NZ_CP033110.1_prot_WP_001048902.1_2643	lcl|NZ_CP058289.1_prot_WP_001048902.1_2400	lcl|NC_021733.1_prot_WP_001048903.1_1218	lcl|NC_020547.2_prot_WP_001048903.1_1087	lcl|NC_017847.1_prot_WP_001048900.1_2548	lcl|NZ_AP013357.1_prot_WP_001048900.1_2686	lcl|CP006963.1_prot_AHJ92647.1_1186	lcl|NC_018706.1_prot_WP_001048900.1_1478
9	9	0.888	lcl|CP007577.1_prot_AHX66453.1_2787	lcl|NZ_CP033110.1_prot_WP_000959396.1_2645	lcl|NZ_CP058289.1_prot_WP_000959396.1_2402	lcl|NC_021733.1_prot_WP_000959396.1_1216	lcl|NC_020547.2_prot_WP_000959396.1_1085	lcl|NC_017847.1_prot_WP_000959396.1_2550	lcl|NZ_AP013357.1_prot_WP_000959396.1_2688	lcl|CP006963.1_prot_AHJ92645.1_1184	lcl|NC_018706.1_prot_WP_000959396.1_1476
9	9	0.888	lcl|CP007577.1_prot_AHX66459.1_2793	lcl|NZ_CP033110.1_prot_WP_000058923.1_2651	lcl|NZ_CP058289.1_prot_WP_000058923.1_2408	lcl|NC_021733.1_prot_WP_000058917.1_1210	lcl|NC_020547.2_prot_WP_000058923.1_1079	lcl|NC_017847.1_prot_WP_000058923.1_2556	lcl|NZ_AP013357.1_prot_WP_000058923.1_2694	lcl|CP006963.1_prot_AHJ92639.1_1178	lcl|NC_018706.1_prot_WP_000058923.1_1470
9	9	0.888	lcl|CP007577.1_prot_AHX66484.1_2818	lcl|NZ_CP033110.1_prot_WP_000717760.1_1097	lcl|NZ_CP058289.1_prot_WP_000717764.1_781	lcl|NC_021733.1_prot_WP_000717757.1_2745	lcl|NC_020547.2_prot_WP_000717753.1_2431	lcl|NC_017847.1_prot_WP_000717759.1_1077	lcl|NZ_AP013357.1_prot_WP_000717759.1_1086	lcl|CP006963.1_prot_AHJ94039.1_2589	lcl|NC_018706.1_prot_WP_000717759.1_2849
9	9	0.888	lcl|CP007577.1_prot_AHX66532.1_2866	lcl|NZ_CP033110.1_prot_WP_000428311.1_1054	lcl|NZ_CP058289.1_prot_WP_000428307.1_756	lcl|NC_021733.1_prot_WP_000428309.1_2773	lcl|NC_020547.2_prot_WP_000428299.1_2470	lcl|NC_017847.1_prot_WP_000428302.1_1026	lcl|NZ_AP013357.1_prot_WP_000428302.1_979	lcl|CP006963.1_prot_AHJ94090.1_2640	lcl|NC_018706.1_prot_WP_000428302.1_2939
9	9	0.888	lcl|CP007577.1_prot_AHX66540.1_2874	lcl|NZ_CP033110.1_prot_WP_001107199.1_1046	lcl|NZ_CP058289.1_prot_WP_001107199.1_748	lcl|NC_021733.1_prot_WP_001107199.1_2781	lcl|NC_020547.2_prot_WP_001107199.1_2478	lcl|NC_017847.1_prot_WP_001107201.1_1018	lcl|NZ_AP013357.1_prot_WP_001107201.1_969	lcl|CP006963.1_prot_AHJ94098.1_2648	lcl|NC_018706.1_prot_WP_001107201.1_2947
9	9	0.888	lcl|CP007577.1_prot_AHX66556.1_2890	lcl|NZ_CP033110.1_prot_WP_000780326.1_3400	lcl|NZ_CP058289.1_prot_WP_000780326.1_3175	lcl|NC_021733.1_prot_WP_000780326.1_258	lcl|NC_020547.2_prot_WP_000780326.1_211	lcl|NC_017847.1_prot_WP_000780326.1_3447	lcl|NZ_AP013357.1_prot_WP_000780326.1_3593	lcl|CP006963.1_prot_AHJ91717.1_251	lcl|NC_018706.1_prot_WP_000780326.1_481
9	9	0.888	lcl|CP007577.1_prot_AHX66565.1_2899	lcl|NZ_CP033110.1_prot_WP_000673449.1_3391	lcl|NZ_CP058289.1_prot_WP_000673448.1_3166	lcl|NC_021733.1_prot_WP_000673452.1_267	lcl|NC_020547.2_prot_WP_000673445.1_220	lcl|NC_017847.1_prot_WP_000673449.1_3438	lcl|NZ_AP013357.1_prot_WP_000673449.1_3584	lcl|CP006963.1_prot_AHJ91726.1_260	lcl|NC_018706.1_prot_WP_000673449.1_490
9	9	0.888	lcl|CP007577.1_prot_AHX66568.1_2902	lcl|NZ_CP033110.1_prot_WP_000128747.1_3388	lcl|NZ_CP058289.1_prot_WP_000128749.1_3163	lcl|NC_021733.1_prot_WP_000128747.1_270	lcl|NC_020547.2_prot_WP_000128749.1_223	lcl|NC_017847.1_prot_WP_000128749.1_3435	lcl|NZ_AP013357.1_prot_WP_000128749.1_3581	lcl|CP006963.1_prot_AHJ91729.1_263	lcl|NC_018706.1_prot_WP_000128749.1_493
9	9	0.888	lcl|CP007577.1_prot_AHX66576.1_2910	lcl|NZ_CP033110.1_prot_WP_000011166.1_3380	lcl|NZ_CP058289.1_prot_WP_000011163.1_3155	lcl|NC_021733.1_prot_WP_005120616.1_278	lcl|NC_020547.2_prot_WP_000011163.1_231	lcl|NC_017847.1_prot_WP_000011159.1_3427	lcl|NZ_AP013357.1_prot_WP_000011159.1_3573	lcl|CP006963.1_prot_AHJ91737.1_271	lcl|NC_018706.1_prot_WP_000011159.1_501
9	9	0.888	lcl|CP007577.1_prot_AHX66581.1_2915	lcl|NZ_CP033110.1_prot_WP_000908237.1_3375	lcl|NZ_CP058289.1_prot_WP_000908241.1_3150	lcl|NC_021733.1_prot_WP_020752733.1_283	lcl|NC_020547.2_prot_WP_000908246.1_236	lcl|NC_017847.1_prot_WP_000908243.1_3422	lcl|NZ_AP013357.1_prot_WP_000908243.1_3568	lcl|CP006963.1_prot_AHJ91742.1_276	lcl|NC_018706.1_prot_WP_000908243.1_506
9	9	0.888	lcl|CP007577.1_prot_AHX66590.1_2924	lcl|NZ_CP033110.1_prot_WP_000624467.1_3366	lcl|NZ_CP058289.1_prot_WP_000624464.1_3141	lcl|NC_021733.1_prot_WP_020752737.1_292	lcl|NC_020547.2_prot_WP_000624462.1_245	lcl|NC_017847.1_prot_WP_000624470.1_3413	lcl|NZ_AP013357.1_prot_WP_000624470.1_3559	lcl|CP006963.1_prot_AHJ91751.1_285	lcl|NC_018706.1_prot_WP_000624470.1_515
9	9	0.888	lcl|CP007577.1_prot_AHX66593.1_2927	lcl|NZ_CP033110.1_prot_WP_000089996.1_3363	lcl|NZ_CP058289.1_prot_WP_000089996.1_3138	lcl|NC_021733.1_prot_WP_000089996.1_296	lcl|NC_020547.2_prot_WP_000089996.1_248	lcl|NC_017847.1_prot_WP_000089996.1_3410	lcl|NZ_AP013357.1_prot_WP_000089996.1_3556	lcl|CP006963.1_prot_AHJ91754.1_288	lcl|NC_018706.1_prot_WP_000089996.1_518
9	9	0.888	lcl|CP007577.1_prot_AHX66597.1_2931	lcl|NZ_CP033110.1_prot_WP_002159654.1_3359	lcl|NZ_CP058289.1_prot_WP_002159654.1_3134	lcl|NC_021733.1_prot_WP_031945328.1_300	lcl|NC_020547.2_prot_WP_002159654.1_252	lcl|NC_017847.1_prot_WP_031944971.1_3406	lcl|NZ_AP013357.1_prot_WP_031944971.1_3552	lcl|CP006963.1_prot_AHJ91758.1_292	lcl|NC_018706.1_prot_WP_031944971.1_522
9	9	0.888	lcl|CP007577.1_prot_AHX66603.1_2937	lcl|NZ_CP033110.1_prot_WP_000730345.1_3353	lcl|NZ_CP058289.1_prot_WP_000730343.1_3128	lcl|NC_021733.1_prot_WP_020752739.1_307	lcl|NC_020547.2_prot_WP_000730343.1_258	lcl|NC_017847.1_prot_WP_000730343.1_3400	lcl|NZ_AP013357.1_prot_WP_000730343.1_3545	lcl|CP006963.1_prot_AHJ91764.1_298	lcl|NC_018706.1_prot_WP_000730343.1_528
9	9	0.888	lcl|CP007577.1_prot_AHX66607.1_2941	lcl|NZ_CP033110.1_prot_WP_000109463.1_3349	lcl|NZ_CP058289.1_prot_WP_000109461.1_3124	lcl|NC_021733.1_prot_WP_000109463.1_311	lcl|NC_020547.2_prot_WP_000109463.1_262	lcl|NC_017847.1_prot_WP_000109464.1_3396	lcl|NZ_AP013357.1_prot_WP_000109464.1_3541	lcl|CP006963.1_prot_AHJ91768.1_302	lcl|NC_018706.1_prot_WP_000109464.1_532
9	9	0.888	lcl|CP007577.1_prot_AHX66608.1_2942	lcl|NZ_CP033110.1_prot_WP_000209086.1_3348	lcl|NZ_CP058289.1_prot_WP_000209091.1_3123	lcl|NC_021733.1_prot_WP_000209085.1_312	lcl|NC_020547.2_prot_WP_000209079.1_263	lcl|NC_017847.1_prot_WP_000209084.1_3395	lcl|NZ_AP013357.1_prot_WP_000209084.1_3540	lcl|CP006963.1_prot_AHJ91769.1_303	lcl|NC_018706.1_prot_WP_000209084.1_533
9	9	0.888	lcl|CP007577.1_prot_AHX66620.1_2954	lcl|NZ_CP033110.1_prot_WP_001209544.1_2121	lcl|NZ_CP058289.1_prot_WP_001209544.1_1743	lcl|NC_021733.1_prot_WP_020753076.1_1714	lcl|NC_020547.2_prot_WP_001209544.1_1553	lcl|NC_017847.1_prot_WP_001209544.1_2067	lcl|NZ_AP013357.1_prot_WP_001209544.1_2230	lcl|CP006963.1_prot_AHJ93072.1_1616	lcl|NC_018706.1_prot_WP_001209544.1_1922
9	9	0.888	lcl|CP007577.1_prot_AHX66630.1_2964	lcl|NZ_CP033110.1_prot_WP_000175360.1_2131	lcl|NZ_CP058289.1_prot_WP_000175362.1_1753	lcl|NC_021733.1_prot_WP_020753075.1_1704	lcl|NC_020547.2_prot_WP_000175362.1_1543	lcl|NC_017847.1_prot_WP_000175360.1_2077	lcl|NZ_AP013357.1_prot_WP_000175360.1_2240	lcl|CP006963.1_prot_AHJ93062.1_1606	lcl|NC_018706.1_prot_WP_000175360.1_1912
9	9	0.888	lcl|CP007577.1_prot_AHX66701.1_3035	lcl|NZ_CP033110.1_prot_WP_000201544.1_454	lcl|NZ_CP058289.1_prot_WP_000201548.1_245	lcl|NC_021733.1_prot_WP_000201549.1_3325	lcl|NC_020547.2_prot_WP_000201542.1_2987	lcl|NC_017847.1_prot_WP_000201548.1_445	lcl|NZ_AP013357.1_prot_WP_000201548.1_462	lcl|CP006963.1_prot_AHJ94654.1_3207	lcl|NC_018706.1_prot_WP_000201548.1_3463
9	9	0.888	lcl|CP007577.1_prot_AHX66716.1_3050	lcl|NZ_CP033110.1_prot_WP_001143941.1_711	lcl|NZ_CP058289.1_prot_WP_001143942.1_457	lcl|NC_021733.1_prot_WP_001143942.1_3089	lcl|NC_020547.2_prot_WP_001143942.1_2768	lcl|NC_017847.1_prot_WP_001143941.1_663	lcl|NZ_AP013357.1_prot_WP_001143941.1_678	lcl|CP006963.1_prot_AHJ94440.1_2992	lcl|NC_018706.1_prot_WP_001143941.1_3243
9	9	0.888	lcl|CP007577.1_prot_AHX66738.1_3072	lcl|NZ_CP033110.1_prot_WP_000107699.1_688	lcl|NZ_CP058289.1_prot_WP_000107699.1_434	lcl|NC_021733.1_prot_WP_000107699.1_3136	lcl|NC_020547.2_prot_WP_000107699.1_2796	lcl|NC_017847.1_prot_WP_000107699.1_640	lcl|NZ_AP013357.1_prot_WP_000107699.1_655	lcl|CP006963.1_prot_AHJ94464.1_3016	lcl|NC_018706.1_prot_WP_000107699.1_3266
9	9	0.888	lcl|CP007577.1_prot_AHX66832.1_3166	lcl|NZ_CP033110.1_prot_WP_000357904.1_489	lcl|NZ_CP058289.1_prot_WP_000357904.1_280	lcl|NC_021733.1_prot_WP_000357903.1_3290	lcl|NC_020547.2_prot_WP_000357904.1_2951	lcl|NC_017847.1_prot_WP_000357904.1_480	lcl|NZ_AP013357.1_prot_WP_000357904.1_497	lcl|CP006963.1_prot_AHJ94619.1_3172	lcl|NC_018706.1_prot_WP_000357904.1_3428
9	9	0.888	lcl|CP007577.1_prot_AHX66875.1_3209	lcl|NZ_CP033110.1_prot_WP_000122443.1_3422	lcl|NZ_CP058289.1_prot_WP_000122443.1_3183	lcl|NC_021733.1_prot_WP_000122444.1_235	lcl|NC_020547.2_prot_WP_000122443.1_202	lcl|NC_017847.1_prot_WP_000122443.1_3497	lcl|NZ_AP013357.1_prot_WP_000122443.1_3619	lcl|CP006963.1_prot_AHJ91692.1_224	lcl|NC_018706.1_prot_WP_000122443.1_431
9	9	0.888	lcl|CP007577.1_prot_AHX66891.1_3225	lcl|NZ_CP033110.1_prot_WP_000216417.1_2987	lcl|NZ_CP058289.1_prot_WP_000216420.1_2774	lcl|NC_021733.1_prot_WP_000216417.1_681	lcl|NC_020547.2_prot_WP_000216422.1_669	lcl|NC_017847.1_prot_WP_000216425.1_3035	lcl|NZ_AP013357.1_prot_WP_000216425.1_3176	lcl|CP006963.1_prot_AHJ92135.1_671	lcl|NC_018706.1_prot_WP_000216425.1_893
9	9	0.888	lcl|CP007577.1_prot_AHX66922.1_3256	lcl|NZ_CP033110.1_prot_WP_000548477.1_1830	lcl|NZ_CP058289.1_prot_WP_000548477.1_1516	lcl|NC_021733.1_prot_WP_020753126.1_1946	lcl|NC_020547.2_prot_WP_000548476.1_1784	lcl|NC_017847.1_prot_WP_000548482.1_1835	lcl|NZ_AP013357.1_prot_WP_000548482.1_1938	lcl|CP006963.1_prot_AHJ93306.1_1850	lcl|NC_018706.1_prot_WP_000548482.1_2155
9	9	0.888	lcl|CP007577.1_prot_AHX66925.1_3259	lcl|NZ_CP033110.1_prot_WP_000026862.1_1835	lcl|NZ_CP058289.1_prot_WP_000026861.1_1521	lcl|NC_021733.1_prot_WP_000026858.1_1940	lcl|NC_020547.2_prot_WP_000026872.1_1779	lcl|NC_017847.1_prot_WP_000026862.1_1840	lcl|NZ_AP013357.1_prot_WP_000026862.1_1943	lcl|CP006963.1_prot_AHJ93302.1_1846	lcl|NC_018706.1_prot_WP_000026862.1_2150
9	9	0.888	lcl|CP007577.1_prot_AHX66955.1_3289	lcl|NZ_CP033110.1_prot_WP_000020860.1_2466	lcl|NZ_CP058289.1_prot_WP_000020861.1_2194	lcl|NC_021733.1_prot_WP_000020860.1_1331	lcl|NC_020547.2_prot_WP_000020860.1_1227	lcl|NC_017847.1_prot_WP_000020858.1_2447	lcl|NZ_AP013357.1_prot_WP_000020858.1_2614	lcl|CP006963.1_prot_AHJ92701.1_1241	lcl|NC_018706.1_prot_WP_000020858.1_1560
9	9	0.888	lcl|CP007577.1_prot_AHX66962.1_3296	lcl|NZ_CP033110.1_prot_WP_001247645.1_804	lcl|NZ_CP058289.1_prot_WP_001247651.1_547	lcl|NC_021733.1_prot_WP_001247641.1_2998	lcl|NC_020547.2_prot_WP_001247651.1_2679	lcl|NC_017847.1_prot_WP_001247650.1_753	lcl|NZ_AP013357.1_prot_WP_001247650.1_768	lcl|CP006963.1_prot_AHJ94352.1_2904	lcl|NC_018706.1_prot_WP_001247650.1_3144
9	9	0.888	lcl|CP007577.1_prot_AHX66965.1_3299	lcl|NZ_CP033110.1_prot_WP_000063783.1_801	lcl|NZ_CP058289.1_prot_WP_000063772.1_544	lcl|NC_021733.1_prot_WP_000063780.1_3002	lcl|NC_020547.2_prot_WP_000063781.1_2682	lcl|NC_017847.1_prot_WP_000063779.1_750	lcl|NZ_AP013357.1_prot_WP_000063779.1_765	lcl|CP006963.1_prot_AHJ94355.1_2907	lcl|NC_018706.1_prot_WP_000063779.1_3147
9	9	0.888	lcl|CP007577.1_prot_AHX67049.1_3383	lcl|NZ_CP033110.1_prot_WP_000708726.1_2681	lcl|NZ_CP058289.1_prot_WP_000708728.1_2438	lcl|NC_021733.1_prot_WP_000708728.1_1109	lcl|NC_020547.2_prot_WP_000708730.1_980	lcl|NC_017847.1_prot_WP_000708729.1_2715	lcl|NZ_AP013357.1_prot_WP_000708729.1_2796	lcl|CP006963.1_prot_AHJ92540.1_1079	lcl|NC_018706.1_prot_WP_000708729.1_1315
9	9	0.888	lcl|CP007577.1_prot_AHX67050.1_3384	lcl|NZ_CP033110.1_prot_WP_000103638.1_2680	lcl|NZ_CP058289.1_prot_WP_000103635.1_2437	lcl|NC_021733.1_prot_WP_000103635.1_1110	lcl|NC_020547.2_prot_WP_000103642.1_981	lcl|NC_017847.1_prot_WP_000103637.1_2714	lcl|NZ_AP013357.1_prot_WP_000103637.1_2795	lcl|CP006963.1_prot_AHJ92541.1_1080	lcl|NC_018706.1_prot_WP_000103637.1_1316
9	9	0.888	lcl|CP007577.1_prot_AHX67114.1_3448	lcl|NZ_CP033110.1_prot_WP_001159807.1_2482	lcl|NZ_CP058289.1_prot_WP_001159810.1_2213	lcl|NC_021733.1_prot_WP_001159800.1_1315	lcl|NC_020547.2_prot_WP_001159801.1_1211	lcl|NC_017847.1_prot_WP_001159802.1_2464	lcl|NZ_AP013357.1_prot_WP_001159802.1_2631	lcl|CP006963.1_prot_AHJ92684.1_1224	lcl|NC_018706.1_prot_WP_001159802.1_1543
9	9	0.888	lcl|CP007577.1_prot_AHX67174.1_3508	lcl|NZ_CP033110.1_prot_WP_001187844.1_1113	lcl|NZ_CP058289.1_prot_WP_001187842.1_797	lcl|NC_021733.1_prot_WP_001187844.1_2728	lcl|NC_020547.2_prot_WP_001187844.1_2415	lcl|NC_017847.1_prot_WP_001187844.1_1095	lcl|NZ_AP013357.1_prot_WP_001187844.1_1104	lcl|CP006963.1_prot_AHJ94019.1_2569	lcl|NC_018706.1_prot_WP_001187844.1_2831
9	9	0.887	lcl|CP007577.1_prot_AHX63727.1_60	lcl|NZ_CP033110.1_prot_WP_001016890.1_76	lcl|NZ_CP058289.1_prot_WP_001016896.1_3519	lcl|NC_021733.1_prot_WP_020753557.1_3718	lcl|NC_020547.2_prot_WP_001016881.1_3384	lcl|NC_017847.1_prot_WP_001016895.1_76	lcl|NZ_AP013357.1_prot_WP_001016889.1_80	lcl|CP006963.1_prot_AHJ95195.1_3749	lcl|NC_018706.1_prot_WP_001016891.1_138
9	9	0.887	lcl|CP007577.1_prot_AHX63743.1_76	lcl|NZ_CP033110.1_prot_WP_000074557.1_97	lcl|NZ_CP058289.1_prot_WP_000074557.1_3537	lcl|NC_021733.1_prot_WP_038346624.1_3702	lcl|NC_020547.2_prot_WP_000074557.1_3361	lcl|NC_017847.1_prot_WP_000074561.1_92	lcl|NZ_AP013357.1_prot_WP_000074561.1_111	lcl|CP006963.1_prot_AHJ95179.1_3733	lcl|NC_018706.1_prot_WP_000074562.1_122
9	9	0.887	lcl|CP007577.1_prot_AHX63758.1_91	lcl|NZ_CP033110.1_prot_WP_000999594.1_109	lcl|NZ_CP058289.1_prot_WP_000999596.1_3549	lcl|NC_021733.1_prot_WP_000999587.1_3690	lcl|NC_020547.2_prot_WP_000999589.1_3349	lcl|NC_017847.1_prot_WP_000999594.1_107	lcl|NZ_AP013357.1_prot_WP_000999587.1_127	lcl|CP006963.1_prot_AHJ95162.1_3715	lcl|NC_018706.1_prot_WP_000999587.1_110
