# Species	Genes	Alg.-Conn.	A:5291.fasta	B_TZ1A828_OT.fasta	E:SW3.fasta	F:SW5.fasta	G:11222.fasta	L1:115.fasta	L1:440:LN.fasta	L2b:UCH-2.fasta
8	8	0.988	lcl|NC_020939.1_prot_WP_009873832.1_478	lcl|NC_012687.1_prot_WP_009873832.1_480	lcl|NC_017952.1_prot_WP_009872680.1_481	lcl|NC_017953.1_prot_WP_009872680.1_482	lcl|CP001888.1_prot_ADH19090.1_482	lcl|NC_020929.1_prot_WP_009873832.1_477	lcl|NC_020937.1_prot_WP_009873832.1_477	lcl|NC_020931.1_prot_WP_009873832.1_477
8	8	0.988	lcl|NC_020939.1_prot_WP_010725142.1_259	lcl|NC_012687.1_prot_WP_010725142.1_261	lcl|NC_017952.1_prot_WP_009872507.1_261	lcl|NC_017953.1_prot_WP_009872507.1_262	lcl|CP001888.1_prot_ADH18867.1_259	lcl|NC_020929.1_prot_WP_009873678.1_259	lcl|NC_020937.1_prot_WP_009873678.1_258	lcl|NC_020931.1_prot_WP_009873678.1_259
8	8	0.988	lcl|NC_020939.1_prot_WP_010725188.1_418	lcl|NC_012687.1_prot_WP_010725188.1_420	lcl|NC_017952.1_prot_WP_009872636.1_421	lcl|NC_017953.1_prot_WP_009872636.1_422	lcl|CP001888.1_prot_ADH19027.1_419	lcl|NC_020929.1_prot_WP_009873789.1_417	lcl|NC_020937.1_prot_WP_015505888.1_417	lcl|NC_020931.1_prot_WP_009873789.1_417
8	8	0.988	lcl|NC_020939.1_prot_WP_010725208.1_488	lcl|NC_012687.1_prot_WP_010725208.1_490	lcl|NC_017952.1_prot_WP_009872689.1_491	lcl|NC_017953.1_prot_WP_009872689.1_492	lcl|CP001888.1_prot_ADH19101.1_493	lcl|NC_020929.1_prot_WP_015505710.1_487	lcl|NC_020937.1_prot_WP_015505898.1_487	lcl|NC_020931.1_prot_WP_009873839.1_487
8	8	0.988	lcl|NC_020939.1_prot_WP_010725280.1_642	lcl|NC_012687.1_prot_WP_010725280.1_644	lcl|NC_017952.1_prot_WP_009873177.1_644	lcl|NC_017953.1_prot_WP_009873177.1_645	lcl|CP001888.1_prot_ADH19258.1_650	lcl|NC_020929.1_prot_WP_009873955.1_641	lcl|NC_020937.1_prot_WP_009873955.1_640	lcl|NC_020931.1_prot_WP_015505783.1_641
8	8	0.988	lcl|NC_020939.1_prot_WP_011324904.1_883	lcl|NC_012687.1_prot_WP_011324904.1_886	lcl|NC_017952.1_prot_WP_009873236.1_885	lcl|NC_017953.1_prot_WP_009873236.1_886	lcl|CP001888.1_prot_ADH19518.1_910	lcl|NC_020929.1_prot_WP_009873464.1_882	lcl|NC_020937.1_prot_WP_009873464.1_881	lcl|NC_020931.1_prot_WP_012263570.1_882
8	8	0.988	lcl|NC_020939.1_prot_WP_012727972.1_703	lcl|NC_012687.1_prot_WP_012727972.1_705	lcl|NC_017952.1_prot_WP_009872848.1_705	lcl|NC_017953.1_prot_WP_009872848.1_706	lcl|CP001888.1_prot_ADH19327.1_719	lcl|NC_020929.1_prot_WP_009873296.1_702	lcl|NC_020937.1_prot_WP_009873296.1_701	lcl|NC_020931.1_prot_WP_012263538.1_702
8	8	0.988	lcl|NC_020939.1_prot_WP_012728031.1_18	lcl|NC_012687.1_prot_WP_012728031.1_18	lcl|NC_017952.1_prot_WP_010724985.1_18	lcl|NC_017953.1_prot_WP_009872317.1_18	lcl|CP001888.1_prot_ADH18626.1_18	lcl|NC_020929.1_prot_WP_009873494.1_18	lcl|NC_020937.1_prot_WP_009873494.1_18	lcl|NC_020931.1_prot_WP_009873494.1_18
8	8	0.988	lcl|NC_020939.1_prot_WP_012728045.1_87	lcl|NC_012687.1_prot_WP_012728045.1_87	lcl|NC_017952.1_prot_WP_009871433.1_87	lcl|NC_017953.1_prot_WP_009871433.1_87	lcl|CP001888.1_prot_ADH18696.1_88	lcl|NC_020929.1_prot_WP_012263594.1_87	lcl|NC_020937.1_prot_WP_015505859.1_87	lcl|NC_020931.1_prot_WP_012263594.1_87
8	8	0.988	lcl|NC_020939.1_prot_WP_012728060.1_150	lcl|NC_012687.1_prot_WP_012728060.1_151	lcl|NC_017952.1_prot_WP_009872413.1_150	lcl|NC_017953.1_prot_WP_009872413.1_150	lcl|CP001888.1_prot_ADH18757.1_149	lcl|NC_020929.1_prot_WP_015505666.1_150	lcl|NC_020937.1_prot_WP_009873596.1_150	lcl|NC_020931.1_prot_WP_009873596.1_150
8	8	0.988	lcl|NC_020939.1_prot_WP_012728071.1_176	lcl|NC_012687.1_prot_WP_012728071.1_178	lcl|NC_017952.1_prot_WP_009872432.1_178	lcl|NC_017953.1_prot_WP_009871521.1_179	lcl|CP001888.1_prot_ADH18784.1_176	lcl|NC_020929.1_prot_WP_009873616.1_176	lcl|NC_020937.1_prot_WP_009873616.1_175	lcl|NC_020931.1_prot_WP_009873616.1_176
8	8	0.988	lcl|NC_020939.1_prot_WP_012728078.1_210	lcl|NC_012687.1_prot_WP_012728078.1_212	lcl|NC_017952.1_prot_WP_009871555.1_212	lcl|NC_017953.1_prot_WP_009871555.1_213	lcl|CP001888.1_prot_ADH18818.1_210	lcl|NC_020929.1_prot_WP_009873640.1_210	lcl|NC_020937.1_prot_WP_009873640.1_209	lcl|NC_020931.1_prot_WP_009873640.1_210
8	8	0.988	lcl|NC_020939.1_prot_WP_012728098.1_303	lcl|NC_012687.1_prot_WP_012728098.1_305	lcl|NC_017952.1_prot_WP_014541246.1_305	lcl|NC_017953.1_prot_WP_014736665.1_306	lcl|CP001888.1_prot_ADH18912.1_304	lcl|NC_020929.1_prot_WP_009873709.1_303	lcl|NC_020937.1_prot_WP_009873709.1_302	lcl|NC_020931.1_prot_WP_009873709.1_303
8	8	0.988	lcl|NC_020939.1_prot_WP_012728142.1_521	lcl|NC_012687.1_prot_WP_012728142.1_523	lcl|NC_017952.1_prot_WP_009872710.1_524	lcl|NC_017953.1_prot_WP_009872710.1_525	lcl|CP001888.1_prot_ADH19136.1_528	lcl|NC_020929.1_prot_WP_009873863.1_520	lcl|NC_020937.1_prot_WP_009873863.1_520	lcl|NC_020931.1_prot_WP_009873863.1_520
8	8	0.988	lcl|NC_020939.1_prot_WP_012728147.1_548	lcl|NC_012687.1_prot_WP_012728147.1_550	lcl|NC_017952.1_prot_WP_009871896.1_551	lcl|NC_017953.1_prot_WP_009871896.1_552	lcl|CP001888.1_prot_ADH19163.1_555	lcl|NC_020929.1_prot_WP_009871896.1_547	lcl|NC_020937.1_prot_WP_009871896.1_547	lcl|NC_020931.1_prot_WP_009871896.1_547
8	8	0.988	lcl|NC_020939.1_prot_WP_012728188.1_792	lcl|NC_012687.1_prot_WP_012728188.1_795	lcl|NC_017952.1_prot_WP_009872918.1_794	lcl|NC_017953.1_prot_WP_009872918.1_795	lcl|CP001888.1_prot_ADH19422.1_814	lcl|NC_020929.1_prot_WP_009873392.1_791	lcl|NC_020937.1_prot_WP_015505921.1_790	lcl|NC_020931.1_prot_WP_009873392.1_791
8	8	0.988	lcl|NC_020939.1_prot_WP_012728198.1_843	lcl|NC_012687.1_prot_WP_012728198.1_846	lcl|NC_017952.1_prot_WP_009873231.1_845	lcl|NC_017953.1_prot_WP_009873231.1_846	lcl|CP001888.1_prot_ADH19476.1_868	lcl|NC_020929.1_prot_WP_009873432.1_842	lcl|NC_020937.1_prot_WP_009873432.1_841	lcl|NC_020931.1_prot_WP_009873432.1_842
8	8	0.988	lcl|NC_020939.1_prot_WP_012728200.1_846	lcl|NC_012687.1_prot_WP_012728200.1_849	lcl|NC_017952.1_prot_WP_009872960.1_848	lcl|NC_017953.1_prot_WP_009872960.1_849	lcl|CP001888.1_prot_ADH19479.1_871	lcl|NC_020929.1_prot_WP_009873435.1_845	lcl|NC_020937.1_prot_WP_009873435.1_844	lcl|NC_020931.1_prot_WP_009873435.1_845
8	8	0.988	lcl|NC_020939.1_prot_WP_014315986.1_131	lcl|NC_012687.1_prot_WP_009872399.1_132	lcl|NC_017952.1_prot_WP_009872399.1_131	lcl|NC_017953.1_prot_WP_009872399.1_131	lcl|CP001888.1_prot_ADH18738.1_130	lcl|NC_020929.1_prot_WP_009872399.1_131	lcl|NC_020937.1_prot_WP_009872399.1_131	lcl|NC_020931.1_prot_WP_009872399.1_131
8	8	0.988	lcl|NC_020939.1_prot_WP_014315999.1_236	lcl|NC_012687.1_prot_WP_012728084.1_238	lcl|NC_017952.1_prot_WP_014541756.1_238	lcl|NC_017953.1_prot_WP_009872486.1_239	lcl|CP001888.1_prot_ADH18844.1_236	lcl|NC_020929.1_prot_WP_009873661.1_236	lcl|NC_020937.1_prot_WP_009873661.1_235	lcl|NC_020931.1_prot_WP_009873661.1_236
8	8	0.988	lcl|NC_020939.1_prot_WP_014316003.1_253	lcl|NC_012687.1_prot_WP_012728088.1_255	lcl|NC_017952.1_prot_WP_009873000.1_255	lcl|NC_017953.1_prot_WP_009873000.1_256	lcl|CP001888.1_prot_ADH18861.1_253	lcl|NC_020929.1_prot_WP_012263631.1_253	lcl|NC_020937.1_prot_WP_012263631.1_252	lcl|NC_020931.1_prot_WP_012263631.1_253
8	8	0.988	lcl|NC_020939.1_prot_WP_024067230.1_596	lcl|NC_012687.1_prot_WP_024067230.1_598	lcl|NC_017952.1_prot_WP_032139847.1_599	lcl|NC_017953.1_prot_WP_032139847.1_600	lcl|CP001888.1_prot_ADH19212.1_604	lcl|NC_020929.1_prot_WP_013984862.1_595	lcl|NC_020937.1_prot_WP_013984862.1_595	lcl|NC_020931.1_prot_WP_013984862.1_595
8	8	0.987	lcl|NC_020939.1_prot_WP_009871379.1_33	lcl|NC_012687.1_prot_WP_009871379.1_33	lcl|NC_017952.1_prot_WP_014541746.1_33	lcl|NC_017953.1_prot_WP_009873016.1_33	lcl|CP001888.1_prot_ADH18642.1_34	lcl|NC_020929.1_prot_WP_009873506.1_33	lcl|NC_020937.1_prot_WP_015505853.1_33	lcl|NC_020931.1_prot_WP_009873506.1_33
8	8	0.987	lcl|NC_020939.1_prot_WP_009871434.1_88	lcl|NC_012687.1_prot_WP_009871434.1_88	lcl|NC_017952.1_prot_WP_009871434.1_88	lcl|NC_017953.1_prot_WP_009871434.1_88	lcl|CP001888.1_prot_ADH18697.1_89	lcl|NC_020929.1_prot_WP_009871434.1_88	lcl|NC_020937.1_prot_WP_009871434.1_88	lcl|NC_020931.1_prot_WP_009871434.1_88
8	8	0.987	lcl|NC_020939.1_prot_WP_009871451.1_106	lcl|NC_012687.1_prot_WP_009871451.1_106	lcl|NC_017952.1_prot_WP_009871451.1_106	lcl|NC_017953.1_prot_WP_009871451.1_106	lcl|CP001888.1_prot_ADH18713.1_105	lcl|NC_020929.1_prot_WP_009873559.1_106	lcl|NC_020937.1_prot_WP_009873559.1_106	lcl|NC_020931.1_prot_WP_009873559.1_106
8	8	0.987	lcl|NC_020939.1_prot_WP_009871577.1_232	lcl|NC_012687.1_prot_WP_009871577.1_234	lcl|NC_017952.1_prot_WP_009871577.1_234	lcl|NC_017953.1_prot_WP_009871577.1_235	lcl|CP001888.1_prot_ADH18840.1_232	lcl|NC_020929.1_prot_WP_015505678.1_232	lcl|NC_020937.1_prot_WP_009873658.1_231	lcl|NC_020931.1_prot_WP_012263626.1_232
8	8	0.987	lcl|NC_020939.1_prot_WP_009871585.1_240	lcl|NC_012687.1_prot_WP_009871585.1_242	lcl|NC_017952.1_prot_WP_009873082.1_242	lcl|NC_017953.1_prot_WP_009873082.1_243	lcl|CP001888.1_prot_ADH18848.1_240	lcl|NC_020929.1_prot_WP_009873664.1_240	lcl|NC_020937.1_prot_WP_009873664.1_239	lcl|NC_020931.1_prot_WP_009873664.1_240
8	8	0.987	lcl|NC_020939.1_prot_WP_009871590.1_245	lcl|NC_012687.1_prot_WP_009871590.1_247	lcl|NC_017952.1_prot_WP_009871590.1_247	lcl|NC_017953.1_prot_WP_009871590.1_248	lcl|CP001888.1_prot_ADH18853.1_245	lcl|NC_020929.1_prot_WP_009873666.1_245	lcl|NC_020937.1_prot_WP_009873666.1_244	lcl|NC_020931.1_prot_WP_012263629.1_245
8	8	0.987	lcl|NC_020939.1_prot_WP_009871670.1_325	lcl|NC_012687.1_prot_WP_009871670.1_327	lcl|NC_017952.1_prot_WP_009871670.1_327	lcl|NC_017953.1_prot_WP_009871670.1_328	lcl|CP001888.1_prot_ADH18934.1_326	lcl|NC_020929.1_prot_WP_009871670.1_325	lcl|NC_020937.1_prot_WP_009871670.1_324	lcl|NC_020931.1_prot_WP_009871670.1_325
8	8	0.987	lcl|NC_020939.1_prot_WP_009871687.1_342	lcl|NC_012687.1_prot_WP_009871687.1_344	lcl|NC_017952.1_prot_WP_009872573.1_345	lcl|NC_017953.1_prot_WP_009872573.1_346	lcl|CP001888.1_prot_ADH18951.1_343	lcl|NC_020929.1_prot_WP_009873737.1_341	lcl|NC_020937.1_prot_WP_009873737.1_341	lcl|NC_020931.1_prot_WP_009873737.1_341
8	8	0.987	lcl|NC_020939.1_prot_WP_009871757.1_414	lcl|NC_012687.1_prot_WP_009871757.1_416	lcl|NC_017952.1_prot_WP_009871757.1_417	lcl|NC_017953.1_prot_WP_009871757.1_418	lcl|CP001888.1_prot_ADH19023.1_415	lcl|NC_020929.1_prot_WP_009871757.1_413	lcl|NC_020937.1_prot_WP_009871757.1_413	lcl|NC_020931.1_prot_WP_009871757.1_413
8	8	0.987	lcl|NC_020939.1_prot_WP_009871769.1_426	lcl|NC_012687.1_prot_WP_009871769.1_428	lcl|NC_017952.1_prot_WP_009872642.1_429	lcl|NC_017953.1_prot_WP_009872642.1_430	lcl|CP001888.1_prot_ADH19035.1_427	lcl|NC_020929.1_prot_WP_009873796.1_425	lcl|NC_020937.1_prot_WP_051008531.1_425	lcl|NC_020931.1_prot_WP_009873796.1_425
8	8	0.987	lcl|NC_020939.1_prot_WP_009871788.1_445	lcl|NC_012687.1_prot_WP_009871788.1_447	lcl|NC_017952.1_prot_WP_009873132.1_448	lcl|NC_017953.1_prot_WP_009873132.1_449	lcl|CP001888.1_prot_ADH19054.1_446	lcl|NC_020929.1_prot_WP_009873808.1_444	lcl|NC_020937.1_prot_WP_009873808.1_444	lcl|NC_020931.1_prot_WP_009873808.1_444
8	8	0.987	lcl|NC_020939.1_prot_WP_009871820.1_475	lcl|NC_012687.1_prot_WP_009871820.1_477	lcl|NC_017952.1_prot_WP_009871820.1_478	lcl|NC_017953.1_prot_WP_009871820.1_479	lcl|CP001888.1_prot_ADH19087.1_479	lcl|NC_020929.1_prot_WP_009873830.1_474	lcl|NC_020937.1_prot_WP_009873830.1_474	lcl|NC_020931.1_prot_WP_009873830.1_474
8	8	0.987	lcl|NC_020939.1_prot_WP_009871892.1_544	lcl|NC_012687.1_prot_WP_009871892.1_546	lcl|NC_017952.1_prot_WP_009872727.1_547	lcl|NC_017953.1_prot_WP_009872727.1_548	lcl|CP001888.1_prot_ADH19159.1_551	lcl|NC_020929.1_prot_WP_009873876.1_543	lcl|NC_020937.1_prot_WP_009873876.1_543	lcl|NC_020931.1_prot_WP_009873876.1_543
8	8	0.987	lcl|NC_020939.1_prot_WP_009871928.1_579	lcl|NC_012687.1_prot_WP_009871928.1_581	lcl|NC_017952.1_prot_WP_009871928.1_582	lcl|NC_017953.1_prot_WP_009871928.1_583	lcl|CP001888.1_prot_ADH19195.1_587	lcl|NC_020929.1_prot_WP_009871928.1_578	lcl|NC_020937.1_prot_WP_009871928.1_578	lcl|NC_020931.1_prot_WP_009871928.1_578
8	8	0.987	lcl|NC_020939.1_prot_WP_009871979.1_629	lcl|NC_012687.1_prot_WP_009871979.1_631	lcl|NC_017952.1_prot_WP_009873172.1_631	lcl|NC_017953.1_prot_WP_009873172.1_632	lcl|CP001888.1_prot_ADH19245.1_637	lcl|NC_020929.1_prot_WP_009873943.1_628	lcl|NC_020937.1_prot_WP_009873943.1_627	lcl|NC_020931.1_prot_WP_009873943.1_628
8	8	0.987	lcl|NC_020939.1_prot_WP_009872026.1_673	lcl|NC_012687.1_prot_WP_009872026.1_675	lcl|NC_017952.1_prot_WP_009872821.1_675	lcl|NC_017953.1_prot_WP_009872821.1_676	lcl|CP001888.1_prot_ADH19293.1_685	lcl|NC_020929.1_prot_WP_015505728.1_672	lcl|NC_020937.1_prot_WP_009873270.1_671	lcl|NC_020931.1_prot_WP_012263529.1_672
8	8	0.987	lcl|NC_020939.1_prot_WP_009872103.1_745	lcl|NC_012687.1_prot_WP_009872103.1_747	lcl|NC_017952.1_prot_WP_009872880.1_747	lcl|NC_017953.1_prot_WP_009872880.1_748	lcl|CP001888.1_prot_ADH19371.1_763	lcl|NC_020929.1_prot_WP_009873329.1_744	lcl|NC_020937.1_prot_WP_009873329.1_743	lcl|NC_020931.1_prot_WP_009873329.1_744
8	8	0.987	lcl|NC_020939.1_prot_WP_009872240.1_875	lcl|NC_012687.1_prot_WP_009872240.1_878	lcl|NC_017952.1_prot_WP_009872977.1_877	lcl|NC_017953.1_prot_WP_009872977.1_878	lcl|CP001888.1_prot_ADH19510.1_902	lcl|NC_020929.1_prot_WP_009872240.1_874	lcl|NC_020937.1_prot_WP_009872240.1_873	lcl|NC_020931.1_prot_WP_009872240.1_874
8	8	0.987	lcl|NC_020939.1_prot_WP_009872377.1_105	lcl|NC_012687.1_prot_WP_009872377.1_105	lcl|NC_017952.1_prot_WP_009872377.1_105	lcl|NC_017953.1_prot_WP_009872377.1_105	lcl|CP001888.1_prot_ADH18712.1_104	lcl|NC_020929.1_prot_WP_009873558.1_105	lcl|NC_020937.1_prot_WP_009873558.1_105	lcl|NC_020931.1_prot_WP_009873558.1_105
8	8	0.987	lcl|NC_020939.1_prot_WP_009872985.1_890	lcl|NC_012687.1_prot_WP_009872985.1_893	lcl|NC_017952.1_prot_WP_014541783.1_892	lcl|NC_017953.1_prot_WP_009873242.1_893	lcl|CP001888.1_prot_ADH19525.1_917	lcl|NC_020929.1_prot_WP_012263573.1_889	lcl|NC_020937.1_prot_WP_012263573.1_888	lcl|NC_020931.1_prot_WP_012263573.1_889
8	8	0.987	lcl|NC_020939.1_prot_WP_009873404.1_808	lcl|NC_012687.1_prot_WP_009873404.1_811	lcl|NC_017952.1_prot_WP_009873404.1_810	lcl|NC_017953.1_prot_WP_009873404.1_811	lcl|CP001888.1_prot_ADH19439.1_831	lcl|NC_020929.1_prot_WP_009873404.1_807	lcl|NC_020937.1_prot_WP_009873404.1_806	lcl|NC_020931.1_prot_WP_009873404.1_807
8	8	0.987	lcl|NC_020939.1_prot_WP_010725002.1_44	lcl|NC_012687.1_prot_WP_010725002.1_44	lcl|NC_017952.1_prot_WP_009872340.1_44	lcl|NC_017953.1_prot_WP_009872340.1_44	lcl|CP001888.1_prot_ADH18653.1_45	lcl|NC_020929.1_prot_WP_015505643.1_44	lcl|NC_020937.1_prot_WP_009873514.1_44	lcl|NC_020931.1_prot_WP_012263587.1_44
8	8	0.987	lcl|NC_020939.1_prot_WP_010725324.1_750	lcl|NC_012687.1_prot_WP_010725324.1_752	lcl|NC_017952.1_prot_WP_009872884.1_752	lcl|NC_017953.1_prot_WP_009872884.1_753	lcl|CP001888.1_prot_ADH19376.1_768	lcl|NC_020929.1_prot_WP_009873334.1_749	lcl|NC_020937.1_prot_WP_009873334.1_748	lcl|NC_020931.1_prot_WP_009873334.1_749
8	8	0.987	lcl|NC_020939.1_prot_WP_010725340.1_796	lcl|NC_012687.1_prot_WP_010725340.1_799	lcl|NC_017952.1_prot_WP_009872922.1_798	lcl|NC_017953.1_prot_WP_009872922.1_799	lcl|CP001888.1_prot_ADH19426.1_818	lcl|NC_020929.1_prot_WP_015505745.1_795	lcl|NC_020937.1_prot_WP_015505745.1_794	lcl|NC_020931.1_prot_WP_009873395.1_795
8	8	0.987	lcl|NC_020939.1_prot_WP_011324520.1_15	lcl|NC_012687.1_prot_WP_011324520.1_15	lcl|NC_017952.1_prot_WP_009871360.1_15	lcl|NC_017953.1_prot_WP_009872314.1_15	lcl|CP001888.1_prot_ADH18623.1_15	lcl|NC_020929.1_prot_WP_009873491.1_15	lcl|NC_020937.1_prot_WP_009873491.1_15	lcl|NC_020931.1_prot_WP_009873491.1_15
8	8	0.987	lcl|NC_020939.1_prot_WP_011324550.1_67	lcl|NC_012687.1_prot_WP_011324550.1_67	lcl|NC_017952.1_prot_WP_014541221.1_67	lcl|NC_017953.1_prot_WP_009873033.1_67	lcl|CP001888.1_prot_ADH18676.1_68	lcl|NC_020929.1_prot_WP_009873532.1_67	lcl|NC_020937.1_prot_WP_009873532.1_67	lcl|NC_020931.1_prot_WP_009873532.1_67
8	8	0.987	lcl|NC_020939.1_prot_WP_011324729.1_427	lcl|NC_012687.1_prot_WP_011324729.1_429	lcl|NC_017952.1_prot_WP_009872643.1_430	lcl|NC_017953.1_prot_WP_009872643.1_431	lcl|CP001888.1_prot_ADH19036.1_428	lcl|NC_020929.1_prot_WP_009873797.1_426	lcl|NC_020937.1_prot_WP_009873797.1_426	lcl|NC_020931.1_prot_WP_009873797.1_426
8	8	0.987	lcl|NC_020939.1_prot_WP_012727810.1_114	lcl|NC_012687.1_prot_WP_012727810.1_114	lcl|NC_017952.1_prot_WP_009872383.1_114	lcl|NC_017953.1_prot_WP_009872383.1_114	lcl|CP001888.1_prot_ADH18721.1_113	lcl|NC_020929.1_prot_WP_009873567.1_114	lcl|NC_020937.1_prot_WP_009873567.1_114	lcl|NC_020931.1_prot_WP_009873567.1_114
8	8	0.987	lcl|NC_020939.1_prot_WP_012727931.1_517	lcl|NC_012687.1_prot_WP_012727931.1_519	lcl|NC_017952.1_prot_WP_009872707.1_520	lcl|NC_017953.1_prot_WP_009872707.1_521	lcl|CP001888.1_prot_ADH19132.1_524	lcl|NC_020929.1_prot_WP_009873862.1_516	lcl|NC_020937.1_prot_WP_009873862.1_516	lcl|NC_020931.1_prot_WP_009873862.1_516
8	8	0.987	lcl|NC_020939.1_prot_WP_012728118.1_376	lcl|NC_012687.1_prot_WP_012728118.1_378	lcl|NC_017952.1_prot_WP_009872603.1_379	lcl|NC_017953.1_prot_WP_009873119.1_380	lcl|CP001888.1_prot_ADH18985.1_377	lcl|NC_020929.1_prot_WP_009873760.1_375	lcl|NC_020937.1_prot_WP_009873760.1_375	lcl|NC_020931.1_prot_WP_009873760.1_375
8	8	0.987	lcl|NC_020939.1_prot_WP_012728123.1_419	lcl|NC_012687.1_prot_WP_012728123.1_421	lcl|NC_017952.1_prot_WP_009872637.1_422	lcl|NC_017953.1_prot_WP_009872637.1_423	lcl|CP001888.1_prot_ADH19028.1_420	lcl|NC_020929.1_prot_WP_009873790.1_418	lcl|NC_020937.1_prot_WP_009873790.1_418	lcl|NC_020931.1_prot_WP_009873790.1_418
8	8	0.987	lcl|NC_020939.1_prot_WP_012728137.1_481	lcl|NC_012687.1_prot_WP_012728137.1_483	lcl|NC_017952.1_prot_WP_009872683.1_484	lcl|NC_017953.1_prot_WP_009872683.1_485	lcl|CP001888.1_prot_ADH19093.1_485	lcl|NC_020929.1_prot_WP_009871826.1_480	lcl|NC_020937.1_prot_WP_009871826.1_480	lcl|NC_020931.1_prot_WP_009871826.1_480
8	8	0.987	lcl|NC_020939.1_prot_WP_014316004.1_258	lcl|NC_012687.1_prot_WP_009871603.1_260	lcl|NC_017952.1_prot_WP_009872506.1_260	lcl|NC_017953.1_prot_WP_009872506.1_261	lcl|CP001888.1_prot_ADH18866.1_258	lcl|NC_020929.1_prot_WP_009873677.1_258	lcl|NC_020937.1_prot_WP_009873677.1_257	lcl|NC_020931.1_prot_WP_009873677.1_258
8	8	0.987	lcl|NC_020939.1_prot_WP_014316039.1_560	lcl|NC_012687.1_prot_WP_009871908.1_562	lcl|NC_017952.1_prot_WP_009871908.1_563	lcl|NC_017953.1_prot_WP_009871908.1_564	lcl|CP001888.1_prot_ADH19175.1_567	lcl|NC_020929.1_prot_WP_009873888.1_559	lcl|NC_020937.1_prot_WP_009873888.1_559	lcl|NC_020931.1_prot_WP_009873888.1_559
8	8	0.987	lcl|NC_020939.1_prot_WP_014316047.1_648	lcl|NC_012687.1_prot_WP_012728167.1_650	lcl|NC_017952.1_prot_WP_009872804.1_650	lcl|NC_017953.1_prot_WP_009872804.1_651	lcl|CP001888.1_prot_ADH19265.1_657	lcl|NC_020929.1_prot_WP_009873961.1_647	lcl|NC_020937.1_prot_WP_009873961.1_646	lcl|NC_020931.1_prot_WP_009873961.1_647
8	8	0.987	lcl|NC_020939.1_prot_WP_014316053.1_696	lcl|NC_012687.1_prot_WP_012728173.1_698	lcl|NC_017952.1_prot_WP_009873197.1_698	lcl|NC_017953.1_prot_WP_009872839.1_699	lcl|CP001888.1_prot_ADH19317.1_709	lcl|NC_020929.1_prot_WP_015505732.1_695	lcl|NC_020937.1_prot_WP_009873288.1_694	lcl|NC_020931.1_prot_WP_009873288.1_695
8	8	0.986	lcl|NC_020939.1_prot_WP_009871354.1_9	lcl|NC_012687.1_prot_WP_009871354.1_9	lcl|NC_017952.1_prot_WP_009871354.1_9	lcl|NC_017953.1_prot_WP_009872309.1_9	lcl|CP001888.1_prot_ADH18617.1_9	lcl|NC_020929.1_prot_WP_009872309.1_9	lcl|NC_020937.1_prot_WP_009872309.1_9	lcl|NC_020931.1_prot_WP_009872309.1_9
8	8	0.986	lcl|NC_020939.1_prot_WP_009871546.1_201	lcl|NC_012687.1_prot_WP_009871546.1_203	lcl|NC_017952.1_prot_WP_009872455.1_203	lcl|NC_017953.1_prot_WP_009872455.1_204	lcl|CP001888.1_prot_ADH18809.1_201	lcl|NC_020929.1_prot_WP_009873633.1_201	lcl|NC_020937.1_prot_WP_009873633.1_200	lcl|NC_020931.1_prot_WP_009873633.1_201
8	8	0.986	lcl|NC_020939.1_prot_WP_009871623.1_278	lcl|NC_012687.1_prot_WP_009871623.1_280	lcl|NC_017952.1_prot_WP_009871623.1_280	lcl|NC_017953.1_prot_WP_009871623.1_281	lcl|CP001888.1_prot_ADH18887.1_279	lcl|NC_020929.1_prot_WP_009873692.1_278	lcl|NC_020937.1_prot_WP_009873692.1_277	lcl|NC_020931.1_prot_WP_009873692.1_278
8	8	0.986	lcl|NC_020939.1_prot_WP_009871675.1_330	lcl|NC_012687.1_prot_WP_009871675.1_332	lcl|NC_017952.1_prot_WP_009871675.1_333	lcl|NC_017953.1_prot_WP_009871675.1_334	lcl|CP001888.1_prot_ADH18939.1_331	lcl|NC_020929.1_prot_WP_009871675.1_329	lcl|NC_020937.1_prot_WP_009871675.1_329	lcl|NC_020931.1_prot_WP_009871675.1_329
8	8	0.986	lcl|NC_020939.1_prot_WP_009871700.1_355	lcl|NC_012687.1_prot_WP_009871700.1_357	lcl|NC_017952.1_prot_WP_009872583.1_358	lcl|NC_017953.1_prot_WP_009872583.1_359	lcl|CP001888.1_prot_ADH18964.1_356	lcl|NC_020929.1_prot_WP_009873746.1_354	lcl|NC_020937.1_prot_WP_009873746.1_354	lcl|NC_020931.1_prot_WP_009873746.1_354
8	8	0.986	lcl|NC_020939.1_prot_WP_009871741.1_398	lcl|NC_012687.1_prot_WP_009871741.1_400	lcl|NC_017952.1_prot_WP_014541273.1_401	lcl|NC_017953.1_prot_WP_009872620.1_402	lcl|CP001888.1_prot_ADH19006.1_398	lcl|NC_020929.1_prot_WP_009873776.1_397	lcl|NC_020937.1_prot_WP_009873776.1_397	lcl|NC_020931.1_prot_WP_009873776.1_397
