# Species	Genes	Alg.-Conn.	A:363.fasta	D:SotonD1.fasta	D:SotonD5.fasta	E:150.fasta	L1:224.fasta	L2b:Ams5.fasta	L3:404:LN.fasta
7	7	0.985	lcl|NC_020966.1_prot_WP_009871821.1_477	lcl|NC_020967.1_prot_WP_009873144.1_480	lcl|NC_020943.1_prot_WP_010725204.1_479	lcl|CP001886.1_prot_ADH17242.1_481	lcl|NC_020973.1_prot_WP_009873831.1_476	lcl|NC_020936.1_prot_WP_009873831.1_475	lcl|NC_020974.1_prot_WP_009873831.1_476
7	7	0.985	lcl|NC_020966.1_prot_WP_009871822.1_478	lcl|NC_020967.1_prot_WP_009872679.1_481	lcl|NC_020943.1_prot_WP_010725205.1_480	lcl|CP001886.1_prot_ADH17243.1_482	lcl|NC_020973.1_prot_WP_009872679.1_477	lcl|NC_020936.1_prot_WP_009872679.1_476	lcl|NC_020974.1_prot_WP_009872679.1_477
7	7	0.985	lcl|NC_020966.1_prot_WP_009871835.1_490	lcl|NC_020967.1_prot_WP_009871835.1_493	lcl|NC_020943.1_prot_WP_009871835.1_492	lcl|CP001886.1_prot_ADH17255.1_494	lcl|NC_020973.1_prot_WP_009873840.1_489	lcl|NC_020936.1_prot_WP_009873840.1_488	lcl|NC_020974.1_prot_WP_009873840.1_489
7	7	0.985	lcl|NC_020966.1_prot_WP_009871870.1_523	lcl|NC_020967.1_prot_WP_009872711.1_526	lcl|NC_020943.1_prot_WP_009871870.1_525	lcl|CP001886.1_prot_ADH17289.1_528	lcl|NC_020973.1_prot_WP_009871870.1_522	lcl|NC_020936.1_prot_WP_009871870.1_521	lcl|NC_020974.1_prot_WP_009871870.1_522
7	7	0.985	lcl|NC_020966.1_prot_WP_009871879.1_532	lcl|NC_020967.1_prot_WP_009872717.1_535	lcl|NC_020943.1_prot_WP_009871879.1_534	lcl|CP001886.1_prot_ADH17298.1_537	lcl|NC_020973.1_prot_WP_009872717.1_531	lcl|NC_020936.1_prot_WP_009872717.1_530	lcl|NC_020974.1_prot_WP_009872717.1_531
7	7	0.985	lcl|NC_020966.1_prot_WP_009871888.1_541	lcl|NC_020967.1_prot_WP_009871888.1_544	lcl|NC_020943.1_prot_WP_009871888.1_543	lcl|CP001886.1_prot_ADH17307.1_546	lcl|NC_020973.1_prot_WP_009871888.1_540	lcl|NC_020936.1_prot_WP_009871888.1_539	lcl|NC_020974.1_prot_WP_009871888.1_540
7	7	0.985	lcl|NC_020966.1_prot_WP_009871906.1_559	lcl|NC_020967.1_prot_WP_009873150.1_562	lcl|NC_020943.1_prot_WP_009871906.1_561	lcl|CP001886.1_prot_ADH17325.1_564	lcl|NC_020973.1_prot_WP_015505713.1_558	lcl|NC_020936.1_prot_WP_009873886.1_557	lcl|NC_020974.1_prot_WP_009873886.1_558
7	7	0.985	lcl|NC_020966.1_prot_WP_009871961.1_612	lcl|NC_020967.1_prot_WP_009872775.1_614	lcl|NC_020943.1_prot_WP_009871961.1_614	lcl|CP001886.1_prot_ADH17378.1_617	lcl|NC_020973.1_prot_WP_009873928.1_611	lcl|NC_020936.1_prot_WP_009873928.1_610	lcl|NC_020974.1_prot_WP_009873928.1_610
7	7	0.985	lcl|NC_020966.1_prot_WP_009872031.1_679	lcl|NC_020967.1_prot_WP_009872031.1_681	lcl|NC_020943.1_prot_WP_009872031.1_681	lcl|CP001886.1_prot_ADH17450.1_689	lcl|NC_020973.1_prot_WP_009872031.1_678	lcl|NC_020936.1_prot_WP_009872031.1_677	lcl|NC_020974.1_prot_WP_009872031.1_677
7	7	0.985	lcl|NC_020966.1_prot_WP_009872166.1_806	lcl|NC_020967.1_prot_WP_009872166.1_808	lcl|NC_020943.1_prot_WP_009872166.1_808	lcl|CP001886.1_prot_ADH17587.1_826	lcl|NC_020973.1_prot_WP_009872166.1_807	lcl|NC_020936.1_prot_WP_009872166.1_804	lcl|NC_020974.1_prot_WP_009872166.1_804
7	7	0.985	lcl|NC_020966.1_prot_WP_009872341.1_46	lcl|NC_020967.1_prot_WP_009872341.1_46	lcl|NC_020943.1_prot_WP_015506286.1_46	lcl|CP001886.1_prot_ADH16808.1_47	lcl|NC_020973.1_prot_WP_009872341.1_46	lcl|NC_020936.1_prot_WP_009872341.1_46	lcl|NC_020974.1_prot_WP_009872341.1_46
7	7	0.985	lcl|NC_020966.1_prot_WP_009872854.1_710	lcl|NC_020967.1_prot_WP_009872854.1_712	lcl|NC_020943.1_prot_WP_009872065.1_712	lcl|CP001886.1_prot_ADH17483.1_722	lcl|NC_020973.1_prot_WP_012263541.1_709	lcl|NC_020936.1_prot_WP_012263541.1_708	lcl|NC_020974.1_prot_WP_012263541.1_708
7	7	0.985	lcl|NC_020966.1_prot_WP_009873049.1_138	lcl|NC_020967.1_prot_WP_009873049.1_138	lcl|NC_020943.1_prot_WP_009873049.1_138	lcl|CP001886.1_prot_ADH16903.1_142	lcl|NC_020973.1_prot_WP_009873586.1_138	lcl|NC_020936.1_prot_WP_009873586.1_138	lcl|NC_020974.1_prot_WP_009873586.1_138
7	7	0.985	lcl|NC_020966.1_prot_WP_009873404.1_809	lcl|NC_020967.1_prot_WP_009873404.1_811	lcl|NC_020943.1_prot_WP_009873404.1_811	lcl|CP001886.1_prot_ADH17591.1_830	lcl|NC_020973.1_prot_WP_009873404.1_810	lcl|NC_020936.1_prot_WP_009873404.1_807	lcl|NC_020974.1_prot_WP_009873404.1_807
7	7	0.985	lcl|NC_020966.1_prot_WP_009873832.1_479	lcl|NC_020967.1_prot_WP_009872680.1_482	lcl|NC_020943.1_prot_WP_009871823.1_481	lcl|CP001886.1_prot_ADH17244.1_483	lcl|NC_020973.1_prot_WP_009873832.1_478	lcl|NC_020936.1_prot_WP_009873832.1_477	lcl|NC_020974.1_prot_WP_009873832.1_478
7	7	0.985	lcl|NC_020966.1_prot_WP_010725002.1_44	lcl|NC_020967.1_prot_WP_009872340.1_44	lcl|NC_020943.1_prot_WP_010725002.1_44	lcl|CP001886.1_prot_ADH16806.1_45	lcl|NC_020973.1_prot_WP_015506584.1_44	lcl|NC_020936.1_prot_WP_012263587.1_44	lcl|NC_020974.1_prot_WP_009873514.1_44
7	7	0.985	lcl|NC_020966.1_prot_WP_010725188.1_419	lcl|NC_020967.1_prot_WP_009872636.1_422	lcl|NC_020943.1_prot_WP_010725188.1_420	lcl|CP001886.1_prot_ADH17181.1_420	lcl|NC_020973.1_prot_WP_009873789.1_418	lcl|NC_020936.1_prot_WP_009873789.1_417	lcl|NC_020974.1_prot_WP_009873789.1_418
7	7	0.985	lcl|NC_020966.1_prot_WP_010725208.1_489	lcl|NC_020967.1_prot_WP_009872689.1_492	lcl|NC_020943.1_prot_WP_010725208.1_491	lcl|CP001886.1_prot_ADH17254.1_493	lcl|NC_020973.1_prot_WP_015506589.1_488	lcl|NC_020936.1_prot_WP_009873839.1_487	lcl|NC_020974.1_prot_WP_015505898.1_488
7	7	0.985	lcl|NC_020966.1_prot_WP_010725280.1_643	lcl|NC_020967.1_prot_WP_009873177.1_645	lcl|NC_020943.1_prot_WP_010725280.1_645	lcl|CP001886.1_prot_ADH17411.1_650	lcl|NC_020973.1_prot_WP_009873955.1_642	lcl|NC_020936.1_prot_WP_015505783.1_641	lcl|NC_020974.1_prot_WP_009873955.1_641
7	7	0.985	lcl|NC_020966.1_prot_WP_011324516.1_8	lcl|NC_020967.1_prot_WP_009872308.1_8	lcl|NC_020943.1_prot_WP_010724979.1_8	lcl|CP001886.1_prot_ADH16769.1_8	lcl|NC_020973.1_prot_WP_009873486.1_8	lcl|NC_020936.1_prot_WP_012263582.1_8	lcl|NC_020974.1_prot_WP_012263582.1_8
7	7	0.985	lcl|NC_020966.1_prot_WP_011324600.1_155	lcl|NC_020967.1_prot_WP_009872416.1_155	lcl|NC_020943.1_prot_WP_010725096.1_155	lcl|CP001886.1_prot_ADH16920.1_159	lcl|NC_020973.1_prot_WP_009873600.1_155	lcl|NC_020936.1_prot_WP_009873600.1_155	lcl|NC_020974.1_prot_WP_015506605.1_155
7	7	0.985	lcl|NC_020966.1_prot_WP_011324635.1_203	lcl|NC_020967.1_prot_WP_009872456.1_205	lcl|NC_020943.1_prot_WP_009871547.1_204	lcl|CP001886.1_prot_ADH16965.1_204	lcl|NC_020973.1_prot_WP_009873634.1_202	lcl|NC_020936.1_prot_WP_009873634.1_202	lcl|NC_020974.1_prot_WP_009873634.1_202
7	7	0.985	lcl|NC_020966.1_prot_WP_011324704.1_379	lcl|NC_020967.1_prot_WP_009871723.1_382	lcl|NC_020943.1_prot_WP_015506300.1_380	lcl|CP001886.1_prot_ADH17143.1_382	lcl|NC_020973.1_prot_WP_009873762.1_378	lcl|NC_020936.1_prot_WP_009873762.1_377	lcl|NC_020974.1_prot_WP_009873762.1_378
7	7	0.985	lcl|NC_020966.1_prot_WP_011324784.1_607	lcl|NC_020967.1_prot_WP_009872772.1_610	lcl|NC_020943.1_prot_WP_010725263.1_609	lcl|CP001886.1_prot_ADH17375.1_614	lcl|NC_020973.1_prot_WP_009873923.1_606	lcl|NC_020936.1_prot_WP_009873923.1_605	lcl|NC_020974.1_prot_WP_009873923.1_606
7	7	0.985	lcl|NC_020966.1_prot_WP_011324877.1_833	lcl|NC_020967.1_prot_WP_009873226.1_835	lcl|NC_020943.1_prot_WP_009872947.1_835	lcl|CP001886.1_prot_ADH17617.1_856	lcl|NC_020973.1_prot_WP_009872947.1_834	lcl|NC_020936.1_prot_WP_009872947.1_831	lcl|NC_020974.1_prot_WP_009872947.1_831
7	7	0.985	lcl|NC_020966.1_prot_WP_011324885.1_851	lcl|NC_020967.1_prot_WP_009873233.1_854	lcl|NC_020943.1_prot_WP_009872213.1_853	lcl|CP001886.1_prot_ADH17636.1_875	lcl|NC_020973.1_prot_WP_009873439.1_852	lcl|NC_020936.1_prot_WP_009873439.1_849	lcl|NC_020974.1_prot_WP_015505927.1_849
7	7	0.985	lcl|NC_020966.1_prot_WP_011324898.1_878	lcl|NC_020967.1_prot_WP_009872979.1_881	lcl|NC_020943.1_prot_WP_009872242.1_880	lcl|CP001886.1_prot_ADH17665.1_904	lcl|NC_020973.1_prot_WP_009873459.1_879	lcl|NC_020936.1_prot_WP_009873459.1_876	lcl|NC_020974.1_prot_WP_009873459.1_876
7	7	0.985	lcl|NC_020966.1_prot_WP_012727810.1_114	lcl|NC_020967.1_prot_WP_009872383.1_114	lcl|NC_020943.1_prot_WP_010725063.1_114	lcl|CP001886.1_prot_ADH16877.1_116	lcl|NC_020973.1_prot_WP_009873567.1_114	lcl|NC_020936.1_prot_WP_009873567.1_114	lcl|NC_020974.1_prot_WP_009873567.1_114
7	7	0.985	lcl|NC_020966.1_prot_WP_012727969.1_684	lcl|NC_020967.1_prot_WP_009873193.1_686	lcl|NC_020943.1_prot_WP_015506190.1_686	lcl|CP001886.1_prot_ADH17456.1_695	lcl|NC_020973.1_prot_WP_012263531.1_683	lcl|NC_020936.1_prot_WP_012263531.1_682	lcl|NC_020974.1_prot_WP_009873279.1_682
7	7	0.985	lcl|NC_020966.1_prot_WP_012728060.1_150	lcl|NC_020967.1_prot_WP_009872413.1_150	lcl|NC_020943.1_prot_WP_010725094.1_150	lcl|CP001886.1_prot_ADH16915.1_154	lcl|NC_020973.1_prot_WP_015505666.1_150	lcl|NC_020936.1_prot_WP_009873596.1_150	lcl|NC_020974.1_prot_WP_009873596.1_150
7	7	0.985	lcl|NC_020966.1_prot_WP_012728134.1_472	lcl|NC_020967.1_prot_WP_009871816.1_475	lcl|NC_020943.1_prot_WP_009871816.1_474	lcl|CP001886.1_prot_ADH17237.1_476	lcl|NC_020973.1_prot_WP_009871816.1_471	lcl|NC_020936.1_prot_WP_009871816.1_470	lcl|NC_020974.1_prot_WP_009871816.1_471
7	7	0.985	lcl|NC_020966.1_prot_WP_012728194.1_834	lcl|NC_020967.1_prot_WP_009872948.1_836	lcl|NC_020943.1_prot_WP_010725352.1_836	lcl|CP001886.1_prot_ADH17618.1_857	lcl|NC_020973.1_prot_WP_015505752.1_835	lcl|NC_020936.1_prot_WP_009873422.1_832	lcl|NC_020974.1_prot_WP_009873422.1_832
7	7	0.985	lcl|NC_020966.1_prot_WP_012728195.1_839	lcl|NC_020967.1_prot_WP_009873228.1_841	lcl|NC_020943.1_prot_WP_010725356.1_841	lcl|CP001886.1_prot_ADH17624.1_863	lcl|NC_020973.1_prot_WP_009873428.1_840	lcl|NC_020936.1_prot_WP_012263565.1_837	lcl|NC_020974.1_prot_WP_012263565.1_837
7	7	0.985	lcl|NC_020966.1_prot_WP_012728196.1_840	lcl|NC_020967.1_prot_WP_009873229.1_842	lcl|NC_020943.1_prot_WP_009872202.1_842	lcl|CP001886.1_prot_ADH17625.1_864	lcl|NC_020973.1_prot_WP_009873429.1_841	lcl|NC_020936.1_prot_WP_009873429.1_838	lcl|NC_020974.1_prot_WP_009873429.1_838
7	7	0.985	lcl|NC_020966.1_prot_WP_014316014.1_308	lcl|NC_020967.1_prot_WP_009873097.1_310	lcl|NC_020943.1_prot_WP_010725153.1_309	lcl|CP001886.1_prot_ADH17072.1_311	lcl|NC_020973.1_prot_WP_009873711.1_307	lcl|NC_020936.1_prot_WP_009873711.1_307	lcl|NC_020974.1_prot_WP_009873711.1_307
7	7	0.985	lcl|NC_020966.1_prot_WP_014316020.1_358	lcl|NC_020967.1_prot_WP_009872585.1_361	lcl|NC_020943.1_prot_WP_009871702.1_359	lcl|CP001886.1_prot_ADH17122.1_361	lcl|NC_020973.1_prot_WP_015505689.1_357	lcl|NC_020936.1_prot_WP_009873748.1_356	lcl|NC_020974.1_prot_WP_015505689.1_357
7	7	0.985	lcl|NC_020966.1_prot_WP_014316022.1_363	lcl|NC_020967.1_prot_WP_009872590.1_366	lcl|NC_020943.1_prot_WP_009871707.1_364	lcl|CP001886.1_prot_ADH17127.1_366	lcl|NC_020973.1_prot_WP_009873750.1_362	lcl|NC_020936.1_prot_WP_009873750.1_361	lcl|NC_020974.1_prot_WP_009873750.1_362
7	7	0.985	lcl|NC_020966.1_prot_WP_014316032.1_485	lcl|NC_020967.1_prot_WP_009872685.1_488	lcl|NC_020943.1_prot_WP_010725206.1_487	lcl|CP001886.1_prot_ADH17250.1_489	lcl|NC_020973.1_prot_WP_041199503.1_484	lcl|NC_020936.1_prot_WP_009873836.1_483	lcl|NC_020974.1_prot_WP_041198425.1_484
7	7	0.985	lcl|NC_020966.1_prot_WP_014316060.1_706	lcl|NC_020967.1_prot_WP_009872850.1_708	lcl|NC_020943.1_prot_WP_010725303.1_708	lcl|CP001886.1_prot_ADH17479.1_718	lcl|NC_020973.1_prot_WP_009873298.1_705	lcl|NC_020936.1_prot_WP_009873298.1_704	lcl|NC_020974.1_prot_WP_009873298.1_704
7	7	0.985	lcl|NC_020966.1_prot_WP_014316066.1_743	lcl|NC_020967.1_prot_WP_009872100.1_745	lcl|NC_020943.1_prot_WP_009872100.1_745	lcl|CP001886.1_prot_ADH17520.1_759	lcl|NC_020973.1_prot_WP_009873326.1_742	lcl|NC_020936.1_prot_WP_012263549.1_741	lcl|NC_020974.1_prot_WP_009873326.1_741
7	7	0.985	lcl|NC_020966.1_prot_WP_015506329.1_509	lcl|NC_020967.1_prot_WP_009872701.1_512	lcl|NC_020943.1_prot_WP_009871855.1_511	lcl|CP001886.1_prot_ADH17274.1_513	lcl|NC_020973.1_prot_WP_015505711.1_508	lcl|NC_020936.1_prot_WP_009873854.1_507	lcl|NC_020974.1_prot_WP_009873854.1_508
7	7	0.985	lcl|NC_020966.1_prot_WP_032139808.1_101	lcl|NC_020967.1_prot_WP_032139808.1_101	lcl|NC_020943.1_prot_WP_032139808.1_101	lcl|CP001886.1_prot_ADH16865.1_104	lcl|NC_020973.1_prot_WP_013984896.1_101	lcl|NC_020936.1_prot_WP_013984896.1_101	lcl|NC_020974.1_prot_WP_013984896.1_101
7	7	0.984	lcl|NC_020966.1_prot_WP_009871420.1_73	lcl|NC_020967.1_prot_WP_009873037.1_73	lcl|NC_020943.1_prot_WP_009871420.1_73	lcl|CP001886.1_prot_ADH16838.1_77	lcl|NC_020973.1_prot_WP_009873537.1_73	lcl|NC_020936.1_prot_WP_009873537.1_73	lcl|NC_020974.1_prot_WP_009873537.1_73
7	7	0.984	lcl|NC_020966.1_prot_WP_009871528.1_184	lcl|NC_020967.1_prot_WP_009871528.1_186	lcl|NC_020943.1_prot_WP_009871528.1_185	lcl|CP001886.1_prot_ADH16946.1_185	lcl|NC_020973.1_prot_WP_009873621.1_183	lcl|NC_020936.1_prot_WP_009873621.1_183	lcl|NC_020974.1_prot_WP_009873621.1_183
7	7	0.984	lcl|NC_020966.1_prot_WP_009871534.1_190	lcl|NC_020967.1_prot_WP_009872444.1_192	lcl|NC_020943.1_prot_WP_010725115.1_191	lcl|CP001886.1_prot_ADH16952.1_191	lcl|NC_020973.1_prot_WP_009873625.1_189	lcl|NC_020936.1_prot_WP_009873625.1_189	lcl|NC_020974.1_prot_WP_015506606.1_189
7	7	0.984	lcl|NC_020966.1_prot_WP_009871556.1_212	lcl|NC_020967.1_prot_WP_009871556.1_214	lcl|NC_020943.1_prot_WP_009871556.1_213	lcl|CP001886.1_prot_ADH16974.1_213	lcl|NC_020973.1_prot_WP_009873641.1_211	lcl|NC_020936.1_prot_WP_009873641.1_211	lcl|NC_020974.1_prot_WP_009873641.1_211
7	7	0.984	lcl|NC_020966.1_prot_WP_009871600.1_256	lcl|NC_020967.1_prot_WP_009871600.1_258	lcl|NC_020943.1_prot_WP_009871600.1_257	lcl|CP001886.1_prot_ADH17019.1_258	lcl|NC_020973.1_prot_WP_009871600.1_255	lcl|NC_020936.1_prot_WP_009871600.1_255	lcl|NC_020974.1_prot_WP_009871600.1_255
7	7	0.984	lcl|NC_020966.1_prot_WP_009871610.1_266	lcl|NC_020967.1_prot_WP_009872512.1_268	lcl|NC_020943.1_prot_WP_009871610.1_267	lcl|CP001886.1_prot_ADH17030.1_269	lcl|NC_020973.1_prot_WP_009873683.1_265	lcl|NC_020936.1_prot_WP_009873683.1_265	lcl|NC_020974.1_prot_WP_009873683.1_265
7	7	0.984	lcl|NC_020966.1_prot_WP_009871621.1_277	lcl|NC_020967.1_prot_WP_009871621.1_279	lcl|NC_020943.1_prot_WP_009871621.1_278	lcl|CP001886.1_prot_ADH17041.1_280	lcl|NC_020973.1_prot_WP_009871621.1_276	lcl|NC_020936.1_prot_WP_009871621.1_276	lcl|NC_020974.1_prot_WP_009871621.1_276
7	7	0.984	lcl|NC_020966.1_prot_WP_009871623.1_279	lcl|NC_020967.1_prot_WP_009871623.1_281	lcl|NC_020943.1_prot_WP_009871623.1_280	lcl|CP001886.1_prot_ADH17043.1_282	lcl|NC_020973.1_prot_WP_009873692.1_278	lcl|NC_020936.1_prot_WP_009873692.1_278	lcl|NC_020974.1_prot_WP_009873692.1_278
7	7	0.984	lcl|NC_020966.1_prot_WP_009871626.1_282	lcl|NC_020967.1_prot_WP_009872521.1_284	lcl|NC_020943.1_prot_WP_009871626.1_283	lcl|CP001886.1_prot_ADH17046.1_285	lcl|NC_020973.1_prot_WP_009871626.1_281	lcl|NC_020936.1_prot_WP_009871626.1_281	lcl|NC_020974.1_prot_WP_009871626.1_281
7	7	0.984	lcl|NC_020966.1_prot_WP_009871641.1_296	lcl|NC_020967.1_prot_WP_009873092.1_298	lcl|NC_020943.1_prot_WP_009871641.1_297	lcl|CP001886.1_prot_ADH17061.1_300	lcl|NC_020973.1_prot_WP_009873705.1_295	lcl|NC_020936.1_prot_WP_009873705.1_295	lcl|NC_020974.1_prot_WP_009873705.1_295
7	7	0.984	lcl|NC_020966.1_prot_WP_009871687.1_343	lcl|NC_020967.1_prot_WP_009872573.1_346	lcl|NC_020943.1_prot_WP_009871687.1_344	lcl|CP001886.1_prot_ADH17107.1_346	lcl|NC_020973.1_prot_WP_009873737.1_342	lcl|NC_020936.1_prot_WP_009873737.1_341	lcl|NC_020974.1_prot_WP_009873737.1_342
7	7	0.984	lcl|NC_020966.1_prot_WP_009871700.1_356	lcl|NC_020967.1_prot_WP_009872583.1_359	lcl|NC_020943.1_prot_WP_009871700.1_357	lcl|CP001886.1_prot_ADH17120.1_359	lcl|NC_020973.1_prot_WP_009873746.1_355	lcl|NC_020936.1_prot_WP_009873746.1_354	lcl|NC_020974.1_prot_WP_009873746.1_355
7	7	0.984	lcl|NC_020966.1_prot_WP_009871768.1_426	lcl|NC_020967.1_prot_WP_009871768.1_429	lcl|NC_020943.1_prot_WP_009871768.1_427	lcl|CP001886.1_prot_ADH17188.1_427	lcl|NC_020973.1_prot_WP_009873795.1_425	lcl|NC_020936.1_prot_WP_009873795.1_424	lcl|NC_020974.1_prot_WP_009873795.1_425
7	7	0.984	lcl|NC_020966.1_prot_WP_009871806.1_463	lcl|NC_020967.1_prot_WP_009872667.1_466	lcl|NC_020943.1_prot_WP_009871806.1_464	lcl|CP001886.1_prot_ADH17227.1_466	lcl|NC_020973.1_prot_WP_009873818.1_462	lcl|NC_020936.1_prot_WP_009873818.1_461	lcl|NC_020974.1_prot_WP_009873818.1_462
7	7	0.984	lcl|NC_020966.1_prot_WP_009871872.1_525	lcl|NC_020967.1_prot_WP_009871872.1_528	lcl|NC_020943.1_prot_WP_009871872.1_527	lcl|CP001886.1_prot_ADH17291.1_530	lcl|NC_020973.1_prot_WP_009873865.1_524	lcl|NC_020936.1_prot_WP_009873865.1_523	lcl|NC_020974.1_prot_WP_009873865.1_524
7	7	0.984	lcl|NC_020966.1_prot_WP_009871907.1_560	lcl|NC_020967.1_prot_WP_009872737.1_563	lcl|NC_020943.1_prot_WP_009871907.1_562	lcl|CP001886.1_prot_ADH17326.1_565	lcl|NC_020973.1_prot_WP_009873887.1_559	lcl|NC_020936.1_prot_WP_009873887.1_558	lcl|NC_020974.1_prot_WP_009873887.1_559
7	7	0.984	lcl|NC_020966.1_prot_WP_009872000.1_650	lcl|NC_020967.1_prot_WP_009872000.1_652	lcl|NC_020943.1_prot_WP_009872000.1_652	lcl|CP001886.1_prot_ADH17419.1_658	lcl|NC_020973.1_prot_WP_009872000.1_649	lcl|NC_020936.1_prot_WP_009872000.1_648	lcl|NC_020974.1_prot_WP_009872000.1_648
7	7	0.984	lcl|NC_020966.1_prot_WP_009872098.1_742	lcl|NC_020967.1_prot_WP_009872878.1_744	lcl|NC_020943.1_prot_WP_009872098.1_744	lcl|CP001886.1_prot_ADH17518.1_757	lcl|NC_020973.1_prot_WP_015505737.1_741	lcl|NC_020936.1_prot_WP_012263548.1_740	lcl|NC_020974.1_prot_WP_009873325.1_740
7	7	0.984	lcl|NC_020966.1_prot_WP_009872133.1_773	lcl|NC_020967.1_prot_WP_009872133.1_775	lcl|NC_020943.1_prot_WP_009872133.1_775	lcl|CP001886.1_prot_ADH17553.1_792	lcl|NC_020973.1_prot_WP_009872133.1_774	lcl|NC_020936.1_prot_WP_009872133.1_771	lcl|NC_020974.1_prot_WP_009872133.1_771
7	7	0.984	lcl|NC_020966.1_prot_WP_009872167.1_807	lcl|NC_020967.1_prot_WP_009872930.1_809	lcl|NC_020943.1_prot_WP_009872167.1_809	lcl|CP001886.1_prot_ADH17588.1_827	lcl|NC_020973.1_prot_WP_009872167.1_808	lcl|NC_020936.1_prot_WP_009872167.1_805	lcl|NC_020974.1_prot_WP_009872167.1_805
7	7	0.984	lcl|NC_020966.1_prot_WP_009872187.1_826	lcl|NC_020967.1_prot_WP_009872187.1_828	lcl|NC_020943.1_prot_WP_009872187.1_828	lcl|CP001886.1_prot_ADH17610.1_849	lcl|NC_020973.1_prot_WP_009872187.1_827	lcl|NC_020936.1_prot_WP_009872187.1_824	lcl|NC_020974.1_prot_WP_009872187.1_824
7	7	0.984	lcl|NC_020966.1_prot_WP_009872271.1_128	lcl|NC_020967.1_prot_WP_009872271.1_128	lcl|NC_020943.1_prot_WP_009872271.1_128	lcl|CP001886.1_prot_ADH16893.1_132	lcl|NC_020973.1_prot_WP_009873578.1_128	lcl|NC_020936.1_prot_WP_009873578.1_128	lcl|NC_020974.1_prot_WP_009873578.1_128
7	7	0.984	lcl|NC_020966.1_prot_WP_009872371.1_96	lcl|NC_020967.1_prot_WP_009872371.1_96	lcl|NC_020943.1_prot_WP_009872371.1_96	lcl|CP001886.1_prot_ADH16860.1_99	lcl|NC_020973.1_prot_WP_009873551.1_96	lcl|NC_020936.1_prot_WP_009873551.1_96	lcl|NC_020974.1_prot_WP_009873551.1_96
7	7	0.984	lcl|NC_020966.1_prot_WP_009872586.1_359	lcl|NC_020967.1_prot_WP_009872586.1_362	lcl|NC_020943.1_prot_WP_009871703.1_360	lcl|CP001886.1_prot_ADH17123.1_362	lcl|NC_020973.1_prot_WP_009872586.1_358	lcl|NC_020936.1_prot_WP_009872586.1_357	lcl|NC_020974.1_prot_WP_009872586.1_358
7	7	0.984	lcl|NC_020966.1_prot_WP_009872920.1_795	lcl|NC_020967.1_prot_WP_009872920.1_797	lcl|NC_020943.1_prot_WP_010725339.1_797	lcl|CP001886.1_prot_ADH17576.1_815	lcl|NC_020973.1_prot_WP_009873393.1_796	lcl|NC_020936.1_prot_WP_009873393.1_793	lcl|NC_020974.1_prot_WP_009873393.1_793
7	7	0.984	lcl|NC_020966.1_prot_WP_010724983.1_16	lcl|NC_020967.1_prot_WP_009872315.1_16	lcl|NC_020943.1_prot_WP_010724983.1_16	lcl|CP001886.1_prot_ADH16777.1_16	lcl|NC_020973.1_prot_WP_009873492.1_16	lcl|NC_020936.1_prot_WP_009873492.1_16	lcl|NC_020974.1_prot_WP_009873492.1_16
7	7	0.984	lcl|NC_020966.1_prot_WP_010725089.1_142	lcl|NC_020967.1_prot_WP_009872406.1_142	lcl|NC_020943.1_prot_WP_010725089.1_142	lcl|CP001886.1_prot_ADH16907.1_146	lcl|NC_020973.1_prot_WP_009873589.1_142	lcl|NC_020936.1_prot_WP_009873589.1_142	lcl|NC_020974.1_prot_WP_009873589.1_142
7	7	0.984	lcl|NC_020966.1_prot_WP_010725340.1_797	lcl|NC_020967.1_prot_WP_009872922.1_799	lcl|NC_020943.1_prot_WP_010725340.1_799	lcl|CP001886.1_prot_ADH17578.1_817	lcl|NC_020973.1_prot_WP_015505745.1_798	lcl|NC_020936.1_prot_WP_009873395.1_795	lcl|NC_020974.1_prot_WP_015505745.1_795
7	7	0.984	lcl|NC_020966.1_prot_WP_011324535.1_49	lcl|NC_020967.1_prot_WP_009871395.1_49	lcl|NC_020943.1_prot_WP_009871395.1_49	lcl|CP001886.1_prot_ADH16811.1_50	lcl|NC_020973.1_prot_WP_009873518.1_49	lcl|NC_020936.1_prot_WP_009873518.1_49	lcl|NC_020974.1_prot_WP_009873518.1_49
7	7	0.984	lcl|NC_020966.1_prot_WP_011324565.1_97	lcl|NC_020967.1_prot_WP_009871443.1_97	lcl|NC_020943.1_prot_WP_009871443.1_97	lcl|CP001886.1_prot_ADH16861.1_100	lcl|NC_020973.1_prot_WP_009871443.1_97	lcl|NC_020936.1_prot_WP_009871443.1_97	lcl|NC_020974.1_prot_WP_009871443.1_97
7	7	0.984	lcl|NC_020966.1_prot_WP_011324651.1_228	lcl|NC_020967.1_prot_WP_009871572.1_230	lcl|NC_020943.1_prot_WP_009871572.1_229	lcl|CP001886.1_prot_ADH16990.1_229	lcl|NC_020973.1_prot_WP_009871572.1_227	lcl|NC_020936.1_prot_WP_009871572.1_227	lcl|NC_020974.1_prot_WP_009871572.1_227
