# Species	Genes	Alg.-Conn.	A:363.fasta	A:5291.fasta	A:HAR-13.fasta	B_TZ1A828_OT.fasta	D:SotonD5.fasta	D:SotonD6.fasta	G:11074.fasta	G:11222.fasta	G:9301.fasta	G:9768.fasta	G:SotonG1.fasta	K:SotonK1.fasta
12	12	0.962	lcl|NC_020966.1_prot_WP_009871356.1_11	lcl|NC_020939.1_prot_WP_009871356.1_11	lcl|NC_007429.1_prot_WP_009871356.1_11	lcl|NC_012687.1_prot_WP_009871356.1_11	lcl|NC_020943.1_prot_WP_010724981.1_11	lcl|NC_020968.1_prot_WP_010724981.1_11	lcl|CP001889.1_prot_ADH19546.1_11	lcl|CP001888.1_prot_ADH18619.1_11	lcl|CP001930.1_prot_ADH96642.1_11	lcl|CP001887.1_prot_ADH17699.1_11	lcl|HE601807.1_prot_CCP57576.1_11	lcl|NC_020965.1_prot_WP_010724981.1_11
12	12	0.962	lcl|NC_020966.1_prot_WP_009871357.1_12	lcl|NC_020939.1_prot_WP_009871357.1_12	lcl|NC_007429.1_prot_WP_011324517.1_12	lcl|NC_012687.1_prot_WP_009871357.1_12	lcl|NC_020943.1_prot_WP_009871357.1_12	lcl|NC_020968.1_prot_WP_009871357.1_12	lcl|CP001889.1_prot_ADH19547.1_12	lcl|CP001888.1_prot_ADH18620.1_12	lcl|CP001930.1_prot_ADH96643.1_12	lcl|CP001887.1_prot_ADH17700.1_12	lcl|HE601807.1_prot_CCP57577.1_12	lcl|NC_020965.1_prot_WP_009871357.1_12
12	12	0.962	lcl|NC_020966.1_prot_WP_009871427.1_80	lcl|NC_020939.1_prot_WP_009871427.1_80	lcl|NC_007429.1_prot_WP_009871427.1_80	lcl|NC_012687.1_prot_WP_009871427.1_80	lcl|NC_020943.1_prot_WP_009871427.1_80	lcl|NC_020968.1_prot_WP_009871427.1_80	lcl|CP001889.1_prot_ADH19617.1_82	lcl|CP001888.1_prot_ADH18690.1_82	lcl|CP001930.1_prot_ADH96713.1_82	lcl|CP001887.1_prot_ADH17770.1_82	lcl|HE601807.1_prot_CCP57643.1_78	lcl|NC_020965.1_prot_WP_009871427.1_80
12	12	0.962	lcl|NC_020966.1_prot_WP_009871432.1_86	lcl|NC_020939.1_prot_WP_009871432.1_86	lcl|NC_007429.1_prot_WP_011324558.1_86	lcl|NC_012687.1_prot_WP_009871432.1_86	lcl|NC_020943.1_prot_WP_009871432.1_86	lcl|NC_020968.1_prot_WP_009871432.1_87	lcl|CP001889.1_prot_ADH19622.1_87	lcl|CP001888.1_prot_ADH18695.1_87	lcl|CP001930.1_prot_ADH96718.1_87	lcl|CP001887.1_prot_ADH17775.1_87	lcl|HE601807.1_prot_CCP57647.1_82	lcl|NC_020965.1_prot_WP_009871432.1_86
12	12	0.962	lcl|NC_020966.1_prot_WP_009871479.1_134	lcl|NC_020939.1_prot_WP_009871479.1_134	lcl|NC_007429.1_prot_WP_009871479.1_135	lcl|NC_012687.1_prot_WP_009871479.1_135	lcl|NC_020943.1_prot_WP_009871479.1_134	lcl|NC_020968.1_prot_WP_009871479.1_135	lcl|CP001889.1_prot_ADH19669.1_134	lcl|CP001888.1_prot_ADH18741.1_133	lcl|CP001930.1_prot_ADH96765.1_134	lcl|CP001887.1_prot_ADH17822.1_134	lcl|HE601807.1_prot_CCP57695.1_130	lcl|NC_020965.1_prot_WP_009871479.1_134
12	12	0.962	lcl|NC_020966.1_prot_WP_009871489.1_145	lcl|NC_020939.1_prot_WP_009871489.1_145	lcl|NC_007429.1_prot_WP_009871489.1_146	lcl|NC_012687.1_prot_WP_009871489.1_146	lcl|NC_020943.1_prot_WP_009871489.1_145	lcl|NC_020968.1_prot_WP_009871489.1_146	lcl|CP001889.1_prot_ADH19680.1_145	lcl|CP001888.1_prot_ADH18752.1_144	lcl|CP001930.1_prot_ADH96776.1_145	lcl|CP001887.1_prot_ADH17833.1_145	lcl|HE601807.1_prot_CCP57706.1_141	lcl|NC_020965.1_prot_WP_015506383.1_145
12	12	0.962	lcl|NC_020966.1_prot_WP_009871548.1_204	lcl|NC_020939.1_prot_WP_009871548.1_203	lcl|NC_007429.1_prot_WP_011324636.1_207	lcl|NC_012687.1_prot_WP_009871548.1_205	lcl|NC_020943.1_prot_WP_009871548.1_205	lcl|NC_020968.1_prot_WP_009871548.1_206	lcl|CP001889.1_prot_ADH19738.1_203	lcl|CP001888.1_prot_ADH18811.1_203	lcl|CP001930.1_prot_ADH96834.1_203	lcl|CP001887.1_prot_ADH17891.1_203	lcl|HE601807.1_prot_CCP57765.1_200	lcl|NC_020965.1_prot_WP_009871548.1_205
12	12	0.962	lcl|NC_020966.1_prot_WP_009871578.1_234	lcl|NC_020939.1_prot_WP_015505953.1_233	lcl|NC_007429.1_prot_WP_009871578.1_237	lcl|NC_012687.1_prot_WP_009871578.1_235	lcl|NC_020943.1_prot_WP_009871578.1_235	lcl|NC_020968.1_prot_WP_009871578.1_236	lcl|CP001889.1_prot_ADH19768.1_233	lcl|CP001888.1_prot_ADH18841.1_233	lcl|CP001930.1_prot_ADH96864.1_233	lcl|CP001887.1_prot_ADH17921.1_233	lcl|HE601807.1_prot_CCP57794.1_229	lcl|NC_020965.1_prot_WP_009871578.1_235
12	12	0.962	lcl|NC_020966.1_prot_WP_009871582.1_238	lcl|NC_020939.1_prot_WP_009871582.1_237	lcl|NC_007429.1_prot_WP_009871582.1_241	lcl|NC_012687.1_prot_WP_009871582.1_239	lcl|NC_020943.1_prot_WP_009871582.1_239	lcl|NC_020968.1_prot_WP_009871582.1_240	lcl|CP001889.1_prot_ADH19772.1_237	lcl|CP001888.1_prot_ADH18845.1_237	lcl|CP001930.1_prot_ADH96868.1_237	lcl|CP001887.1_prot_ADH17925.1_237	lcl|HE601807.1_prot_CCP57798.1_233	lcl|NC_020965.1_prot_WP_009871582.1_239
12	12	0.962	lcl|NC_020966.1_prot_WP_009871587.1_243	lcl|NC_020939.1_prot_WP_009871587.1_242	lcl|NC_007429.1_prot_WP_009871587.1_246	lcl|NC_012687.1_prot_WP_009871587.1_244	lcl|NC_020943.1_prot_WP_009871587.1_244	lcl|NC_020968.1_prot_WP_009871587.1_245	lcl|CP001889.1_prot_ADH19777.1_242	lcl|CP001888.1_prot_ADH18850.1_242	lcl|CP001930.1_prot_ADH96873.1_242	lcl|CP001887.1_prot_ADH17930.1_242	lcl|HE601807.1_prot_CCP57803.1_238	lcl|NC_020965.1_prot_WP_009871587.1_244
12	12	0.962	lcl|NC_020966.1_prot_WP_009871601.1_257	lcl|NC_020939.1_prot_WP_009871601.1_256	lcl|NC_007429.1_prot_WP_011324666.1_260	lcl|NC_012687.1_prot_WP_009871601.1_258	lcl|NC_020943.1_prot_WP_009871601.1_258	lcl|NC_020968.1_prot_WP_009871601.1_259	lcl|CP001889.1_prot_ADH19791.1_256	lcl|CP001888.1_prot_ADH18864.1_256	lcl|CP001930.1_prot_ADH96887.1_256	lcl|CP001887.1_prot_ADH17944.1_256	lcl|HE601807.1_prot_CCP57817.1_252	lcl|NC_020965.1_prot_WP_009871601.1_258
12	12	0.962	lcl|NC_020966.1_prot_WP_009871620.1_276	lcl|NC_020939.1_prot_WP_009871620.1_275	lcl|NC_007429.1_prot_WP_009871620.1_279	lcl|NC_012687.1_prot_WP_012728094.1_277	lcl|NC_020943.1_prot_WP_015506161.1_277	lcl|NC_020968.1_prot_WP_009871620.1_278	lcl|CP001889.1_prot_ADH19810.1_275	lcl|CP001888.1_prot_ADH18884.1_276	lcl|CP001930.1_prot_ADH96906.1_275	lcl|CP001887.1_prot_ADH17963.1_275	lcl|HE601807.1_prot_CCP57836.1_271	lcl|NC_020965.1_prot_WP_009871620.1_277
12	12	0.962	lcl|NC_020966.1_prot_WP_009871629.1_285	lcl|NC_020939.1_prot_WP_009871629.1_284	lcl|NC_007429.1_prot_WP_009871629.1_288	lcl|NC_012687.1_prot_WP_009871629.1_286	lcl|NC_020943.1_prot_WP_009871629.1_286	lcl|NC_020968.1_prot_WP_009871629.1_287	lcl|CP001889.1_prot_ADH19819.1_284	lcl|CP001888.1_prot_ADH18893.1_285	lcl|CP001930.1_prot_ADH96915.1_284	lcl|CP001887.1_prot_ADH17972.1_284	lcl|HE601807.1_prot_CCP57845.1_280	lcl|NC_020965.1_prot_WP_009871629.1_286
12	12	0.962	lcl|NC_020966.1_prot_WP_009871654.1_310	lcl|NC_020939.1_prot_WP_009871654.1_309	lcl|NC_007429.1_prot_WP_011324676.1_313	lcl|NC_012687.1_prot_WP_009871654.1_311	lcl|NC_020943.1_prot_WP_009871654.1_311	lcl|NC_020968.1_prot_WP_009871654.1_312	lcl|CP001889.1_prot_ADH19844.1_309	lcl|CP001888.1_prot_ADH18918.1_310	lcl|CP001930.1_prot_ADH96940.1_309	lcl|CP001887.1_prot_ADH17997.1_309	lcl|HE601807.1_prot_CCP57870.1_305	lcl|NC_020965.1_prot_WP_009871654.1_311
12	12	0.962	lcl|NC_020966.1_prot_WP_009871656.1_312	lcl|NC_020939.1_prot_WP_009871656.1_311	lcl|NC_007429.1_prot_WP_009871656.1_315	lcl|NC_012687.1_prot_WP_009871656.1_313	lcl|NC_020943.1_prot_WP_009871656.1_313	lcl|NC_020968.1_prot_WP_009871656.1_314	lcl|CP001889.1_prot_ADH19846.1_311	lcl|CP001888.1_prot_ADH18920.1_312	lcl|CP001930.1_prot_ADH96942.1_311	lcl|CP001887.1_prot_ADH17999.1_311	lcl|HE601807.1_prot_CCP57872.1_307	lcl|NC_020965.1_prot_WP_009871656.1_313
12	12	0.962	lcl|NC_020966.1_prot_WP_009871665.1_321	lcl|NC_020939.1_prot_WP_009871665.1_320	lcl|NC_007429.1_prot_WP_009871665.1_324	lcl|NC_012687.1_prot_WP_009871665.1_322	lcl|NC_020943.1_prot_WP_009871665.1_322	lcl|NC_020968.1_prot_WP_009871665.1_323	lcl|CP001889.1_prot_ADH19855.1_320	lcl|CP001888.1_prot_ADH18929.1_321	lcl|CP001930.1_prot_ADH96951.1_320	lcl|CP001887.1_prot_ADH18008.1_320	lcl|HE601807.1_prot_CCP57881.1_316	lcl|NC_020965.1_prot_WP_009871665.1_322
12	12	0.962	lcl|NC_020966.1_prot_WP_009871668.1_324	lcl|NC_020939.1_prot_WP_009871668.1_323	lcl|NC_007429.1_prot_WP_009871668.1_327	lcl|NC_012687.1_prot_WP_009871668.1_325	lcl|NC_020943.1_prot_WP_009871668.1_325	lcl|NC_020968.1_prot_WP_009871668.1_326	lcl|CP001889.1_prot_ADH19858.1_323	lcl|CP001888.1_prot_ADH18932.1_324	lcl|CP001930.1_prot_ADH96954.1_323	lcl|CP001887.1_prot_ADH18011.1_323	lcl|HE601807.1_prot_CCP57884.1_319	lcl|NC_020965.1_prot_WP_009871668.1_325
12	12	0.962	lcl|NC_020966.1_prot_WP_009871693.1_349	lcl|NC_020939.1_prot_WP_009871693.1_348	lcl|NC_007429.1_prot_WP_009871693.1_352	lcl|NC_012687.1_prot_WP_009871693.1_350	lcl|NC_020943.1_prot_WP_009871693.1_350	lcl|NC_020968.1_prot_WP_009871693.1_351	lcl|CP001889.1_prot_ADH19882.1_347	lcl|CP001888.1_prot_ADH18957.1_349	lcl|CP001930.1_prot_ADH96978.1_347	lcl|CP001887.1_prot_ADH18035.1_347	lcl|HE601807.1_prot_CCP57910.1_345	lcl|NC_020965.1_prot_WP_009871693.1_350
12	12	0.962	lcl|NC_020966.1_prot_WP_009871715.1_371	lcl|NC_020939.1_prot_WP_009871715.1_370	lcl|NC_007429.1_prot_WP_011324701.1_374	lcl|NC_012687.1_prot_WP_009871715.1_372	lcl|NC_020943.1_prot_WP_010725171.1_372	lcl|NC_020968.1_prot_WP_010725171.1_373	lcl|CP001889.1_prot_ADH19904.1_369	lcl|CP001888.1_prot_ADH18979.1_371	lcl|CP001930.1_prot_ADH97000.1_369	lcl|CP001887.1_prot_ADH18057.1_369	lcl|HE601807.1_prot_CCP57931.1_366	lcl|NC_020965.1_prot_WP_010725171.1_372
12	12	0.962	lcl|NC_020966.1_prot_WP_009871741.1_399	lcl|NC_020939.1_prot_WP_009871741.1_398	lcl|NC_007429.1_prot_WP_009871741.1_402	lcl|NC_012687.1_prot_WP_009871741.1_400	lcl|NC_020943.1_prot_WP_009871741.1_400	lcl|NC_020968.1_prot_WP_009871741.1_401	lcl|CP001889.1_prot_ADH19931.1_396	lcl|CP001888.1_prot_ADH19006.1_398	lcl|CP001930.1_prot_ADH97028.1_397	lcl|CP001887.1_prot_ADH18084.1_396	lcl|HE601807.1_prot_CCP57959.1_394	lcl|NC_020965.1_prot_WP_015505965.1_400
12	12	0.962	lcl|NC_020966.1_prot_WP_009871759.1_417	lcl|NC_020939.1_prot_WP_009871759.1_416	lcl|NC_007429.1_prot_WP_009871759.1_420	lcl|NC_012687.1_prot_WP_009871759.1_418	lcl|NC_020943.1_prot_WP_009871759.1_418	lcl|NC_020968.1_prot_WP_009871759.1_419	lcl|CP001889.1_prot_ADH19950.1_415	lcl|CP001888.1_prot_ADH19025.1_417	lcl|CP001930.1_prot_ADH97047.1_416	lcl|CP001887.1_prot_ADH18102.1_414	lcl|HE601807.1_prot_CCP57977.1_412	lcl|NC_020965.1_prot_WP_009871759.1_418
12	12	0.962	lcl|NC_020966.1_prot_WP_009871774.1_432	lcl|NC_020939.1_prot_WP_009871774.1_431	lcl|NC_007429.1_prot_WP_009871774.1_435	lcl|NC_012687.1_prot_WP_009871774.1_433	lcl|NC_020943.1_prot_WP_009871774.1_433	lcl|NC_020968.1_prot_WP_009871774.1_434	lcl|CP001889.1_prot_ADH19965.1_430	lcl|CP001888.1_prot_ADH19040.1_432	lcl|CP001930.1_prot_ADH97062.1_431	lcl|CP001887.1_prot_ADH18117.1_429	lcl|HE601807.1_prot_CCP57992.1_427	lcl|NC_020965.1_prot_WP_009871774.1_433
12	12	0.962	lcl|NC_020966.1_prot_WP_009871790.1_448	lcl|NC_020939.1_prot_WP_009871790.1_447	lcl|NC_007429.1_prot_WP_009871790.1_451	lcl|NC_012687.1_prot_WP_009871790.1_449	lcl|NC_020943.1_prot_WP_009871790.1_449	lcl|NC_020968.1_prot_WP_009871790.1_450	lcl|CP001889.1_prot_ADH19981.1_446	lcl|CP001888.1_prot_ADH19056.1_448	lcl|CP001930.1_prot_ADH97078.1_447	lcl|CP001887.1_prot_ADH18133.1_445	lcl|HE601807.1_prot_CCP58008.1_443	lcl|NC_020965.1_prot_WP_009871790.1_449
12	12	0.962	lcl|NC_020966.1_prot_WP_009871795.1_453	lcl|NC_020939.1_prot_WP_009871795.1_452	lcl|NC_007429.1_prot_WP_009871795.1_456	lcl|NC_012687.1_prot_WP_009871795.1_454	lcl|NC_020943.1_prot_WP_009871795.1_454	lcl|NC_020968.1_prot_WP_009871795.1_455	lcl|CP001889.1_prot_ADH19986.1_451	lcl|CP001888.1_prot_ADH19061.1_453	lcl|CP001930.1_prot_ADH97083.1_452	lcl|CP001887.1_prot_ADH18138.1_450	lcl|HE601807.1_prot_CCP58013.1_448	lcl|NC_020965.1_prot_WP_009871795.1_454
12	12	0.962	lcl|NC_020966.1_prot_WP_009871801.1_459	lcl|NC_020939.1_prot_WP_009871801.1_458	lcl|NC_007429.1_prot_WP_009871801.1_462	lcl|NC_012687.1_prot_WP_009871801.1_460	lcl|NC_020943.1_prot_WP_009871801.1_460	lcl|NC_020968.1_prot_WP_009871801.1_461	lcl|CP001889.1_prot_ADH19993.1_458	lcl|CP001888.1_prot_ADH19068.1_460	lcl|CP001930.1_prot_ADH97090.1_459	lcl|CP001887.1_prot_ADH18145.1_457	lcl|HE601807.1_prot_CCP58019.1_454	lcl|NC_020965.1_prot_WP_009871801.1_460
12	12	0.962	lcl|NC_020966.1_prot_WP_009871807.1_464	lcl|NC_020939.1_prot_WP_009871807.1_463	lcl|NC_007429.1_prot_WP_009871807.1_467	lcl|NC_012687.1_prot_WP_009871807.1_465	lcl|NC_020943.1_prot_WP_009871807.1_465	lcl|NC_020968.1_prot_WP_009871807.1_466	lcl|CP001889.1_prot_ADH19999.1_464	lcl|CP001888.1_prot_ADH19074.1_466	lcl|CP001930.1_prot_ADH97096.1_465	lcl|CP001887.1_prot_ADH18151.1_463	lcl|HE601807.1_prot_CCP58024.1_459	lcl|NC_020965.1_prot_WP_009871807.1_465
12	12	0.962	lcl|NC_020966.1_prot_WP_009871836.1_491	lcl|NC_020939.1_prot_WP_009871836.1_490	lcl|NC_007429.1_prot_WP_011324748.1_494	lcl|NC_012687.1_prot_WP_009871836.1_492	lcl|NC_020943.1_prot_WP_010725209.1_493	lcl|NC_020968.1_prot_WP_015506474.1_493	lcl|CP001889.1_prot_ADH20028.1_493	lcl|CP001888.1_prot_ADH19103.1_495	lcl|CP001930.1_prot_ADH97125.1_494	lcl|CP001887.1_prot_ADH18180.1_492	lcl|HE601807.1_prot_CCP58050.1_485	lcl|NC_020965.1_prot_WP_010725209.1_493
12	12	0.962	lcl|NC_020966.1_prot_WP_009871861.1_514	lcl|NC_020939.1_prot_WP_009871861.1_513	lcl|NC_007429.1_prot_WP_009871861.1_517	lcl|NC_012687.1_prot_WP_009871861.1_515	lcl|NC_020943.1_prot_WP_010725213.1_516	lcl|NC_020968.1_prot_WP_010725213.1_516	lcl|CP001889.1_prot_ADH20052.1_517	lcl|CP001888.1_prot_ADH19128.1_520	lcl|CP001930.1_prot_ADH97149.1_518	lcl|CP001887.1_prot_ADH18204.1_516	lcl|HE601807.1_prot_CCP58072.1_507	lcl|NC_020965.1_prot_WP_010725213.1_516
12	12	0.962	lcl|NC_020966.1_prot_WP_009871868.1_521	lcl|NC_020939.1_prot_WP_009871868.1_520	lcl|NC_007429.1_prot_WP_011324757.1_524	lcl|NC_012687.1_prot_WP_009871868.1_522	lcl|NC_020943.1_prot_WP_009871868.1_523	lcl|NC_020968.1_prot_WP_009871868.1_523	lcl|CP001889.1_prot_ADH20059.1_524	lcl|CP001888.1_prot_ADH19135.1_527	lcl|CP001930.1_prot_ADH97156.1_525	lcl|CP001887.1_prot_ADH18211.1_523	lcl|HE601807.1_prot_CCP58079.1_514	lcl|NC_020965.1_prot_WP_009871868.1_523
12	12	0.962	lcl|NC_020966.1_prot_WP_009871879.1_532	lcl|NC_020939.1_prot_WP_009871879.1_531	lcl|NC_007429.1_prot_WP_009871879.1_535	lcl|NC_012687.1_prot_WP_009871879.1_533	lcl|NC_020943.1_prot_WP_009871879.1_534	lcl|NC_020968.1_prot_WP_009871879.1_534	lcl|CP001889.1_prot_ADH20070.1_535	lcl|CP001888.1_prot_ADH19146.1_538	lcl|CP001930.1_prot_ADH97167.1_536	lcl|CP001887.1_prot_ADH18222.1_534	lcl|HE601807.1_prot_CCP58090.1_525	lcl|NC_020965.1_prot_WP_009871879.1_534
12	12	0.962	lcl|NC_020966.1_prot_WP_009871881.1_534	lcl|NC_020939.1_prot_WP_009871881.1_533	lcl|NC_007429.1_prot_WP_009871881.1_537	lcl|NC_012687.1_prot_WP_009871881.1_535	lcl|NC_020943.1_prot_WP_009871881.1_536	lcl|NC_020968.1_prot_WP_009871881.1_536	lcl|CP001889.1_prot_ADH20072.1_537	lcl|CP001888.1_prot_ADH19148.1_540	lcl|CP001930.1_prot_ADH97169.1_538	lcl|CP001887.1_prot_ADH18224.1_536	lcl|HE601807.1_prot_CCP58092.1_527	lcl|NC_020965.1_prot_WP_009871881.1_536
12	12	0.962	lcl|NC_020966.1_prot_WP_009871901.1_554	lcl|NC_020939.1_prot_WP_009871901.1_553	lcl|NC_007429.1_prot_WP_009871901.1_557	lcl|NC_012687.1_prot_WP_009871901.1_555	lcl|NC_020943.1_prot_WP_009871901.1_556	lcl|NC_020968.1_prot_WP_009871901.1_556	lcl|CP001889.1_prot_ADH20092.1_557	lcl|CP001888.1_prot_ADH19168.1_560	lcl|CP001930.1_prot_ADH97189.1_558	lcl|CP001887.1_prot_ADH18244.1_556	lcl|HE601807.1_prot_CCP58112.1_547	lcl|NC_020965.1_prot_WP_009871901.1_556
12	12	0.962	lcl|NC_020966.1_prot_WP_009871902.1_555	lcl|NC_020939.1_prot_WP_009871902.1_554	lcl|NC_007429.1_prot_WP_009871902.1_558	lcl|NC_012687.1_prot_WP_009871902.1_556	lcl|NC_020943.1_prot_WP_009871902.1_557	lcl|NC_020968.1_prot_WP_009871902.1_557	lcl|CP001889.1_prot_ADH20093.1_558	lcl|CP001888.1_prot_ADH19169.1_561	lcl|CP001930.1_prot_ADH97190.1_559	lcl|CP001887.1_prot_ADH18245.1_557	lcl|HE601807.1_prot_CCP58113.1_548	lcl|NC_020965.1_prot_WP_009871902.1_557
12	12	0.962	lcl|NC_020966.1_prot_WP_009871953.1_604	lcl|NC_020939.1_prot_WP_009871953.1_603	lcl|NC_007429.1_prot_WP_009871953.1_607	lcl|NC_012687.1_prot_WP_009871953.1_605	lcl|NC_020943.1_prot_WP_009871953.1_606	lcl|NC_020968.1_prot_WP_009871953.1_607	lcl|CP001889.1_prot_ADH20142.1_607	lcl|CP001888.1_prot_ADH19220.1_612	lcl|CP001930.1_prot_ADH97241.1_610	lcl|CP001887.1_prot_ADH18295.1_607	lcl|HE601807.1_prot_CCP58163.1_598	lcl|NC_020965.1_prot_WP_009871953.1_606
12	12	0.962	lcl|NC_020966.1_prot_WP_009871963.1_614	lcl|NC_020939.1_prot_WP_009871963.1_613	lcl|NC_007429.1_prot_WP_009871963.1_617	lcl|NC_012687.1_prot_WP_009871963.1_615	lcl|NC_020943.1_prot_WP_009871963.1_616	lcl|NC_020968.1_prot_WP_009871963.1_617	lcl|CP001889.1_prot_ADH20152.1_617	lcl|CP001888.1_prot_ADH19229.1_621	lcl|CP001930.1_prot_ADH97251.1_620	lcl|CP001887.1_prot_ADH18305.1_617	lcl|HE601807.1_prot_CCP58172.1_607	lcl|NC_020965.1_prot_WP_009871963.1_616
12	12	0.962	lcl|NC_020966.1_prot_WP_009872014.1_663	lcl|NC_020939.1_prot_WP_009872014.1_662	lcl|NC_007429.1_prot_WP_009872014.1_666	lcl|NC_012687.1_prot_WP_009872014.1_664	lcl|NC_020943.1_prot_WP_009872014.1_665	lcl|NC_020968.1_prot_WP_009872014.1_666	lcl|CP001889.1_prot_ADH20203.1_668	lcl|CP001888.1_prot_ADH19281.1_673	lcl|CP001930.1_prot_ADH97302.1_671	lcl|CP001887.1_prot_ADH18356.1_668	lcl|HE601807.1_prot_CCP58221.1_656	lcl|NC_020965.1_prot_WP_009872014.1_665
12	12	0.962	lcl|NC_020966.1_prot_WP_009872033.1_681	lcl|NC_020939.1_prot_WP_009872033.1_680	lcl|NC_007429.1_prot_WP_009872033.1_684	lcl|NC_012687.1_prot_WP_009872033.1_682	lcl|NC_020943.1_prot_WP_009872033.1_683	lcl|NC_020968.1_prot_WP_015506488.1_684	lcl|CP001889.1_prot_ADH20222.1_687	lcl|CP001888.1_prot_ADH19300.1_692	lcl|CP001930.1_prot_ADH97321.1_690	lcl|CP001887.1_prot_ADH18375.1_687	lcl|HE601807.1_prot_CCP58239.1_674	lcl|NC_020965.1_prot_WP_009872033.1_683
12	12	0.962	lcl|NC_020966.1_prot_WP_009872038.1_686	lcl|NC_020939.1_prot_WP_009872038.1_685	lcl|NC_007429.1_prot_WP_009872038.1_689	lcl|NC_012687.1_prot_WP_009872038.1_687	lcl|NC_020943.1_prot_WP_009872038.1_688	lcl|NC_020968.1_prot_WP_009872038.1_689	lcl|CP001889.1_prot_ADH20228.1_693	lcl|CP001888.1_prot_ADH19305.1_697	lcl|CP001930.1_prot_ADH97326.1_695	lcl|CP001887.1_prot_ADH18381.1_693	lcl|HE601807.1_prot_CCP58244.1_679	lcl|NC_020965.1_prot_WP_009872038.1_688
12	12	0.962	lcl|NC_020966.1_prot_WP_009872081.1_726	lcl|NC_020939.1_prot_WP_009872081.1_725	lcl|NC_007429.1_prot_WP_009872081.1_729	lcl|NC_012687.1_prot_WP_009872081.1_727	lcl|NC_020943.1_prot_WP_009872081.1_728	lcl|NC_020968.1_prot_WP_009872081.1_729	lcl|CP001889.1_prot_ADH20271.1_736	lcl|CP001888.1_prot_ADH19349.1_741	lcl|CP001930.1_prot_ADH97369.1_738	lcl|CP001887.1_prot_ADH18424.1_736	lcl|HE601807.1_prot_CCP58285.1_720	lcl|NC_020965.1_prot_WP_009872081.1_728
12	12	0.962	lcl|NC_020966.1_prot_WP_009872085.1_729	lcl|NC_020939.1_prot_WP_009872085.1_728	lcl|NC_007429.1_prot_WP_009872085.1_732	lcl|NC_012687.1_prot_WP_009872085.1_730	lcl|NC_020943.1_prot_WP_009872085.1_731	lcl|NC_020968.1_prot_WP_009872085.1_732	lcl|CP001889.1_prot_ADH20275.1_740	lcl|CP001888.1_prot_ADH19353.1_745	lcl|CP001930.1_prot_ADH97373.1_742	lcl|CP001887.1_prot_ADH18428.1_740	lcl|HE601807.1_prot_CCP58288.1_723	lcl|NC_020965.1_prot_WP_009872085.1_731
12	12	0.962	lcl|NC_020966.1_prot_WP_009872113.1_756	lcl|NC_020939.1_prot_WP_009872113.1_755	lcl|NC_007429.1_prot_WP_009872113.1_759	lcl|NC_012687.1_prot_WP_009872113.1_757	lcl|NC_020943.1_prot_WP_009872113.1_758	lcl|NC_020968.1_prot_WP_009872113.1_759	lcl|CP001889.1_prot_ADH20303.1_768	lcl|CP001888.1_prot_ADH19381.1_773	lcl|CP001930.1_prot_ADH97401.1_770	lcl|CP001887.1_prot_ADH18456.1_768	lcl|HE601807.1_prot_CCP58315.1_750	lcl|NC_020965.1_prot_WP_009872113.1_758
12	12	0.962	lcl|NC_020966.1_prot_WP_009872119.1_761	lcl|NC_020939.1_prot_WP_009872119.1_760	lcl|NC_007429.1_prot_WP_009872119.1_765	lcl|NC_012687.1_prot_WP_009872119.1_763	lcl|NC_020943.1_prot_WP_009872119.1_763	lcl|NC_020968.1_prot_WP_009872119.1_764	lcl|CP001889.1_prot_ADH20308.1_773	lcl|CP001888.1_prot_ADH19387.1_779	lcl|CP001930.1_prot_ADH97406.1_775	lcl|CP001887.1_prot_ADH18462.1_774	lcl|HE601807.1_prot_CCP58320.1_755	lcl|NC_020965.1_prot_WP_009872119.1_763
12	12	0.962	lcl|NC_020966.1_prot_WP_009872124.1_766	lcl|NC_020939.1_prot_WP_009872124.1_765	lcl|NC_007429.1_prot_WP_009872124.1_770	lcl|NC_012687.1_prot_WP_009872124.1_768	lcl|NC_020943.1_prot_WP_009872124.1_768	lcl|NC_020968.1_prot_WP_009872124.1_769	lcl|CP001889.1_prot_ADH20313.1_778	lcl|CP001888.1_prot_ADH19392.1_784	lcl|CP001930.1_prot_ADH97411.1_780	lcl|CP001887.1_prot_ADH18467.1_779	lcl|HE601807.1_prot_CCP58325.1_760	lcl|NC_020965.1_prot_WP_009872124.1_768
12	12	0.962	lcl|NC_020966.1_prot_WP_009872137.1_777	lcl|NC_020939.1_prot_WP_009872137.1_776	lcl|NC_007429.1_prot_WP_009872137.1_782	lcl|NC_012687.1_prot_WP_009872137.1_779	lcl|NC_020943.1_prot_WP_009872137.1_779	lcl|NC_020968.1_prot_WP_009872137.1_780	lcl|CP001889.1_prot_ADH20326.1_791	lcl|CP001888.1_prot_ADH19405.1_797	lcl|CP001930.1_prot_ADH97424.1_793	lcl|CP001887.1_prot_ADH18480.1_792	lcl|HE601807.1_prot_CCP58336.1_771	lcl|NC_020965.1_prot_WP_009872137.1_779
