# Species	Genes	Alg.-Conn.	L1:115.fasta	L1:1322:p2.fasta	L1:224.fasta	L1:440:LN.fasta	L2:25667R.fasta	L2:434:Bu.fasta	L2b:8200:07.fasta	L2b:Ams1.fasta	L2b:Ams2.fasta	L2b:Ams3.fasta	L2b:Ams4.fasta	L2b:Ams5.fasta	L2b:CV204.fasta	L2b:Canada1.fasta	L2b:Canada2.fasta	L2b:LST.fasta	L2b:UCH-2.fasta	L3:404:LN.fasta
18	18	0.991	lcl|NC_020929.1_prot_WP_009873897.1_572	lcl|NC_020972.1_prot_WP_009873897.1_572	lcl|NC_020973.1_prot_WP_009873897.1_573	lcl|NC_020937.1_prot_WP_009873897.1_572	lcl|NC_020930.1_prot_WP_009873897.1_573	lcl|NC_010287.1_prot_WP_009873897.1_823	lcl|NC_020945.1_prot_WP_009873897.1_572	lcl|NC_020933.1_prot_WP_009873897.1_572	lcl|NC_020934.1_prot_WP_009873897.1_573	lcl|NC_020977.1_prot_WP_009873897.1_571	lcl|NC_020978.1_prot_WP_009873897.1_573	lcl|NC_020936.1_prot_WP_009873897.1_572	lcl|NC_020976.1_prot_WP_009873897.1_573	lcl|NC_020935.1_prot_WP_009873897.1_572	lcl|NC_020932.1_prot_WP_009873897.1_571	lcl|NC_020975.1_prot_WP_009873897.1_573	lcl|NC_020931.1_prot_WP_009873897.1_572	lcl|NC_020974.1_prot_WP_009873897.1_573
18	18	0.991	lcl|NC_020929.1_prot_WP_009873909.1_589	lcl|NC_020972.1_prot_WP_009873909.1_589	lcl|NC_020973.1_prot_WP_009873909.1_590	lcl|NC_020937.1_prot_WP_009873909.1_589	lcl|NC_020930.1_prot_WP_009873909.1_590	lcl|NC_010287.1_prot_WP_009873909.1_840	lcl|NC_020945.1_prot_WP_009873909.1_589	lcl|NC_020933.1_prot_WP_009873909.1_589	lcl|NC_020934.1_prot_WP_009873909.1_590	lcl|NC_020977.1_prot_WP_009873909.1_588	lcl|NC_020978.1_prot_WP_009873909.1_590	lcl|NC_020936.1_prot_WP_009873909.1_589	lcl|NC_020976.1_prot_WP_009873909.1_590	lcl|NC_020935.1_prot_WP_009873909.1_589	lcl|NC_020932.1_prot_WP_009873909.1_588	lcl|NC_020975.1_prot_WP_009873909.1_590	lcl|NC_020931.1_prot_WP_009873909.1_589	lcl|NC_020974.1_prot_WP_009873909.1_590
18	18	0.991	lcl|NC_020929.1_prot_WP_009873910.1_590	lcl|NC_020972.1_prot_WP_015506565.1_590	lcl|NC_020973.1_prot_WP_009873910.1_591	lcl|NC_020937.1_prot_WP_009873910.1_590	lcl|NC_020930.1_prot_WP_009873910.1_591	lcl|NC_010287.1_prot_WP_009873910.1_841	lcl|NC_020945.1_prot_WP_009873910.1_590	lcl|NC_020933.1_prot_WP_009873910.1_590	lcl|NC_020934.1_prot_WP_009873910.1_591	lcl|NC_020977.1_prot_WP_009873910.1_589	lcl|NC_020978.1_prot_WP_009873910.1_591	lcl|NC_020936.1_prot_WP_009873910.1_590	lcl|NC_020976.1_prot_WP_009873910.1_591	lcl|NC_020935.1_prot_WP_009873910.1_590	lcl|NC_020932.1_prot_WP_009873910.1_589	lcl|NC_020975.1_prot_WP_009873910.1_591	lcl|NC_020931.1_prot_WP_009873910.1_590	lcl|NC_020974.1_prot_WP_015506565.1_591
18	18	0.991	lcl|NC_020929.1_prot_WP_009873918.1_600	lcl|NC_020972.1_prot_WP_009873918.1_600	lcl|NC_020973.1_prot_WP_009873918.1_601	lcl|NC_020937.1_prot_WP_009873918.1_600	lcl|NC_020930.1_prot_WP_009873918.1_601	lcl|NC_010287.1_prot_WP_009873918.1_851	lcl|NC_020945.1_prot_WP_009873918.1_600	lcl|NC_020933.1_prot_WP_009873918.1_600	lcl|NC_020934.1_prot_WP_009873918.1_601	lcl|NC_020977.1_prot_WP_009873918.1_599	lcl|NC_020978.1_prot_WP_009873918.1_601	lcl|NC_020936.1_prot_WP_009873918.1_600	lcl|NC_020976.1_prot_WP_009873918.1_601	lcl|NC_020935.1_prot_WP_009873918.1_600	lcl|NC_020932.1_prot_WP_009873918.1_599	lcl|NC_020975.1_prot_WP_009873918.1_601	lcl|NC_020931.1_prot_WP_009873918.1_600	lcl|NC_020974.1_prot_WP_009873918.1_601
18	18	0.991	lcl|NC_020929.1_prot_WP_009873922.1_604	lcl|NC_020972.1_prot_WP_009873922.1_604	lcl|NC_020973.1_prot_WP_009873922.1_605	lcl|NC_020937.1_prot_WP_009873922.1_604	lcl|NC_020930.1_prot_WP_009873922.1_605	lcl|NC_010287.1_prot_WP_009873922.1_855	lcl|NC_020945.1_prot_WP_009873922.1_604	lcl|NC_020933.1_prot_WP_009873922.1_604	lcl|NC_020934.1_prot_WP_009873922.1_605	lcl|NC_020977.1_prot_WP_009873922.1_603	lcl|NC_020978.1_prot_WP_009873922.1_605	lcl|NC_020936.1_prot_WP_009873922.1_604	lcl|NC_020976.1_prot_WP_009873922.1_605	lcl|NC_020935.1_prot_WP_009873922.1_604	lcl|NC_020932.1_prot_WP_009873922.1_603	lcl|NC_020975.1_prot_WP_009873922.1_605	lcl|NC_020931.1_prot_WP_009873922.1_604	lcl|NC_020974.1_prot_WP_009873922.1_605
18	18	0.991	lcl|NC_020929.1_prot_WP_009873929.1_611	lcl|NC_020972.1_prot_WP_009873929.1_611	lcl|NC_020973.1_prot_WP_009873929.1_612	lcl|NC_020937.1_prot_WP_009873929.1_610	lcl|NC_020930.1_prot_WP_009873929.1_612	lcl|NC_010287.1_prot_WP_009873929.1_862	lcl|NC_020945.1_prot_WP_009873929.1_611	lcl|NC_020933.1_prot_WP_009873929.1_611	lcl|NC_020934.1_prot_WP_009873929.1_612	lcl|NC_020977.1_prot_WP_009873929.1_610	lcl|NC_020978.1_prot_WP_009873929.1_612	lcl|NC_020936.1_prot_WP_009873929.1_611	lcl|NC_020976.1_prot_WP_009873929.1_612	lcl|NC_020935.1_prot_WP_009873929.1_611	lcl|NC_020932.1_prot_WP_009873929.1_610	lcl|NC_020975.1_prot_WP_009873929.1_612	lcl|NC_020931.1_prot_WP_009873929.1_611	lcl|NC_020974.1_prot_WP_009873929.1_611
18	18	0.991	lcl|NC_020929.1_prot_WP_009873930.1_612	lcl|NC_020972.1_prot_WP_009873930.1_612	lcl|NC_020973.1_prot_WP_009873930.1_613	lcl|NC_020937.1_prot_WP_009873930.1_611	lcl|NC_020930.1_prot_WP_009873930.1_613	lcl|NC_010287.1_prot_WP_009873930.1_863	lcl|NC_020945.1_prot_WP_009873930.1_612	lcl|NC_020933.1_prot_WP_009873930.1_612	lcl|NC_020934.1_prot_WP_009873930.1_613	lcl|NC_020977.1_prot_WP_009873930.1_611	lcl|NC_020978.1_prot_WP_009873930.1_613	lcl|NC_020936.1_prot_WP_009873930.1_612	lcl|NC_020976.1_prot_WP_009873930.1_613	lcl|NC_020935.1_prot_WP_009873930.1_612	lcl|NC_020932.1_prot_WP_009873930.1_611	lcl|NC_020975.1_prot_WP_009873930.1_613	lcl|NC_020931.1_prot_WP_009873930.1_612	lcl|NC_020974.1_prot_WP_009873930.1_612
18	18	0.991	lcl|NC_020929.1_prot_WP_009873942.1_627	lcl|NC_020972.1_prot_WP_009873942.1_627	lcl|NC_020973.1_prot_WP_009873942.1_628	lcl|NC_020937.1_prot_WP_009873942.1_626	lcl|NC_020930.1_prot_WP_009873942.1_628	lcl|NC_010287.1_prot_WP_009873942.1_878	lcl|NC_020945.1_prot_WP_009873942.1_627	lcl|NC_020933.1_prot_WP_009873942.1_627	lcl|NC_020934.1_prot_WP_009873942.1_628	lcl|NC_020977.1_prot_WP_009873942.1_626	lcl|NC_020978.1_prot_WP_009873942.1_628	lcl|NC_020936.1_prot_WP_009873942.1_627	lcl|NC_020976.1_prot_WP_009873942.1_628	lcl|NC_020935.1_prot_WP_009873942.1_627	lcl|NC_020932.1_prot_WP_009873942.1_626	lcl|NC_020975.1_prot_WP_009873942.1_628	lcl|NC_020931.1_prot_WP_009873942.1_627	lcl|NC_020974.1_prot_WP_009873942.1_627
18	18	0.991	lcl|NC_020929.1_prot_WP_009873959.1_644	lcl|NC_020972.1_prot_WP_009873959.1_644	lcl|NC_020973.1_prot_WP_009873959.1_645	lcl|NC_020937.1_prot_WP_009873959.1_643	lcl|NC_020930.1_prot_WP_009873959.1_645	lcl|NC_010287.1_prot_WP_009873959.1_895	lcl|NC_020945.1_prot_WP_009873959.1_644	lcl|NC_020933.1_prot_WP_009873959.1_644	lcl|NC_020934.1_prot_WP_009873959.1_645	lcl|NC_020977.1_prot_WP_009873959.1_643	lcl|NC_020978.1_prot_WP_009873959.1_645	lcl|NC_020936.1_prot_WP_009873959.1_644	lcl|NC_020976.1_prot_WP_009873959.1_645	lcl|NC_020935.1_prot_WP_009873959.1_644	lcl|NC_020932.1_prot_WP_009873959.1_643	lcl|NC_020975.1_prot_WP_009873959.1_645	lcl|NC_020931.1_prot_WP_009873959.1_644	lcl|NC_020974.1_prot_WP_009873959.1_644
18	18	0.991	lcl|NC_020929.1_prot_WP_009873961.1_647	lcl|NC_020972.1_prot_WP_009873961.1_647	lcl|NC_020973.1_prot_WP_009873961.1_648	lcl|NC_020937.1_prot_WP_009873961.1_646	lcl|NC_020930.1_prot_WP_009873961.1_648	lcl|NC_010287.1_prot_WP_009873961.1_898	lcl|NC_020945.1_prot_WP_009873961.1_647	lcl|NC_020933.1_prot_WP_009873961.1_647	lcl|NC_020934.1_prot_WP_009873961.1_648	lcl|NC_020977.1_prot_WP_009873961.1_646	lcl|NC_020978.1_prot_WP_009873961.1_648	lcl|NC_020936.1_prot_WP_009873961.1_647	lcl|NC_020976.1_prot_WP_009873961.1_648	lcl|NC_020935.1_prot_WP_009873961.1_647	lcl|NC_020932.1_prot_WP_009873961.1_646	lcl|NC_020975.1_prot_WP_009873961.1_648	lcl|NC_020931.1_prot_WP_009873961.1_647	lcl|NC_020974.1_prot_WP_009873961.1_647
18	18	0.991	lcl|NC_020929.1_prot_WP_012263617.1_191	lcl|NC_020972.1_prot_WP_012263617.1_191	lcl|NC_020973.1_prot_WP_012263617.1_191	lcl|NC_020937.1_prot_WP_012263617.1_190	lcl|NC_020930.1_prot_WP_012263617.1_191	lcl|NC_010287.1_prot_WP_012263617.1_441	lcl|NC_020945.1_prot_WP_012263617.1_191	lcl|NC_020933.1_prot_WP_012263617.1_191	lcl|NC_020934.1_prot_WP_012263617.1_191	lcl|NC_020977.1_prot_WP_012263617.1_190	lcl|NC_020978.1_prot_WP_012263617.1_191	lcl|NC_020936.1_prot_WP_012263617.1_191	lcl|NC_020976.1_prot_WP_012263617.1_192	lcl|NC_020935.1_prot_WP_012263617.1_191	lcl|NC_020932.1_prot_WP_012263617.1_190	lcl|NC_020975.1_prot_WP_012263617.1_192	lcl|NC_020931.1_prot_WP_012263617.1_191	lcl|NC_020974.1_prot_WP_012263617.1_191
18	18	0.991	lcl|NC_020929.1_prot_WP_012263639.1_317	lcl|NC_020972.1_prot_WP_012263639.1_317	lcl|NC_020973.1_prot_WP_012263639.1_317	lcl|NC_020937.1_prot_WP_012263639.1_316	lcl|NC_020930.1_prot_WP_012263639.1_317	lcl|NC_010287.1_prot_WP_012263639.1_567	lcl|NC_020945.1_prot_WP_012263639.1_317	lcl|NC_020933.1_prot_WP_012263639.1_317	lcl|NC_020934.1_prot_WP_012263639.1_317	lcl|NC_020977.1_prot_WP_012263639.1_316	lcl|NC_020978.1_prot_WP_012263639.1_317	lcl|NC_020936.1_prot_WP_012263639.1_317	lcl|NC_020976.1_prot_WP_012263639.1_318	lcl|NC_020935.1_prot_WP_012263639.1_317	lcl|NC_020932.1_prot_WP_012263639.1_316	lcl|NC_020975.1_prot_WP_012263639.1_318	lcl|NC_020931.1_prot_WP_012263639.1_317	lcl|NC_020974.1_prot_WP_012263639.1_317
18	18	0.991	lcl|NC_020929.1_prot_WP_012263664.1_556	lcl|NC_020972.1_prot_WP_009873885.1_556	lcl|NC_020973.1_prot_WP_012263664.1_557	lcl|NC_020937.1_prot_WP_009873885.1_556	lcl|NC_020930.1_prot_WP_009873885.1_557	lcl|NC_010287.1_prot_WP_009873885.1_807	lcl|NC_020945.1_prot_WP_012263664.1_556	lcl|NC_020933.1_prot_WP_012263664.1_556	lcl|NC_020934.1_prot_WP_012263664.1_557	lcl|NC_020977.1_prot_WP_012263664.1_555	lcl|NC_020978.1_prot_WP_012263664.1_557	lcl|NC_020936.1_prot_WP_012263664.1_556	lcl|NC_020976.1_prot_WP_012263664.1_557	lcl|NC_020935.1_prot_WP_012263664.1_556	lcl|NC_020932.1_prot_WP_012263664.1_555	lcl|NC_020975.1_prot_WP_012263664.1_557	lcl|NC_020931.1_prot_WP_012263664.1_556	lcl|NC_020974.1_prot_WP_009873885.1_557
18	18	0.991	lcl|NC_020929.1_prot_WP_013984810.1_584	lcl|NC_020972.1_prot_WP_013984810.1_584	lcl|NC_020973.1_prot_WP_013984810.1_585	lcl|NC_020937.1_prot_WP_013984810.1_584	lcl|NC_020930.1_prot_WP_013984810.1_585	lcl|NC_010287.1_prot_WP_013984810.1_835	lcl|NC_020945.1_prot_WP_013984810.1_584	lcl|NC_020933.1_prot_WP_013984810.1_584	lcl|NC_020934.1_prot_WP_013984810.1_585	lcl|NC_020977.1_prot_WP_013984810.1_583	lcl|NC_020978.1_prot_WP_013984810.1_585	lcl|NC_020936.1_prot_WP_013984810.1_584	lcl|NC_020976.1_prot_WP_013984810.1_585	lcl|NC_020935.1_prot_WP_013984810.1_584	lcl|NC_020932.1_prot_WP_013984810.1_583	lcl|NC_020975.1_prot_WP_013984810.1_585	lcl|NC_020931.1_prot_WP_013984810.1_584	lcl|NC_020974.1_prot_WP_013984810.1_585
18	18	0.991	lcl|NC_020929.1_prot_WP_015505715.1_587	lcl|NC_020972.1_prot_WP_015505715.1_587	lcl|NC_020973.1_prot_WP_015505715.1_588	lcl|NC_020937.1_prot_WP_009873907.1_587	lcl|NC_020930.1_prot_WP_009873907.1_588	lcl|NC_010287.1_prot_WP_009873907.1_838	lcl|NC_020945.1_prot_WP_009873907.1_587	lcl|NC_020933.1_prot_WP_009873907.1_587	lcl|NC_020934.1_prot_WP_009873907.1_588	lcl|NC_020977.1_prot_WP_009873907.1_586	lcl|NC_020978.1_prot_WP_009873907.1_588	lcl|NC_020936.1_prot_WP_009873907.1_587	lcl|NC_020976.1_prot_WP_009873907.1_588	lcl|NC_020935.1_prot_WP_009873907.1_587	lcl|NC_020932.1_prot_WP_009873907.1_586	lcl|NC_020975.1_prot_WP_009873907.1_588	lcl|NC_020931.1_prot_WP_009873907.1_587	lcl|NC_020974.1_prot_WP_009873907.1_588
18	18	0.991	lcl|NC_020929.1_prot_WP_015505724.1_656	lcl|NC_020972.1_prot_WP_009873256.1_656	lcl|NC_020973.1_prot_WP_015505724.1_657	lcl|NC_020937.1_prot_WP_015505724.1_655	lcl|NC_020930.1_prot_WP_009873256.1_657	lcl|NC_010287.1_prot_WP_009873256.1_7	lcl|NC_020945.1_prot_WP_009873256.1_656	lcl|NC_020933.1_prot_WP_009873256.1_656	lcl|NC_020934.1_prot_WP_009873256.1_657	lcl|NC_020977.1_prot_WP_009873256.1_655	lcl|NC_020978.1_prot_WP_009873256.1_657	lcl|NC_020936.1_prot_WP_009873256.1_656	lcl|NC_020976.1_prot_WP_009873256.1_657	lcl|NC_020935.1_prot_WP_009873256.1_656	lcl|NC_020932.1_prot_WP_009873256.1_655	lcl|NC_020975.1_prot_WP_009873256.1_657	lcl|NC_020931.1_prot_WP_009873256.1_656	lcl|NC_020974.1_prot_WP_009873256.1_656
18	18	0.991	lcl|NC_020929.1_prot_WP_015505760.1_898	lcl|NC_020972.1_prot_WP_009873481.1_900	lcl|NC_020973.1_prot_WP_009873481.1_901	lcl|NC_020937.1_prot_WP_009873481.1_897	lcl|NC_020930.1_prot_WP_009873481.1_899	lcl|NC_010287.1_prot_WP_009873481.1_250	lcl|NC_020945.1_prot_WP_009873481.1_898	lcl|NC_020933.1_prot_WP_009873481.1_898	lcl|NC_020934.1_prot_WP_009873481.1_900	lcl|NC_020977.1_prot_WP_009873481.1_899	lcl|NC_020978.1_prot_WP_009873481.1_900	lcl|NC_020936.1_prot_WP_009873481.1_898	lcl|NC_020976.1_prot_WP_009873481.1_903	lcl|NC_020935.1_prot_WP_009873481.1_898	lcl|NC_020932.1_prot_WP_009873481.1_898	lcl|NC_020975.1_prot_WP_009873481.1_901	lcl|NC_020931.1_prot_WP_009873481.1_898	lcl|NC_020974.1_prot_WP_009873481.1_898
18	18	0.991	lcl|NC_020929.1_prot_WP_162137108.1_676	lcl|NC_020972.1_prot_WP_162137108.1_676	lcl|NC_020973.1_prot_WP_162137108.1_677	lcl|NC_020937.1_prot_WP_162137108.1_675	lcl|NC_020930.1_prot_WP_162137108.1_677	lcl|NC_010287.1_prot_WP_162137108.1_27	lcl|NC_020945.1_prot_WP_162137108.1_676	lcl|NC_020933.1_prot_WP_162137108.1_676	lcl|NC_020934.1_prot_WP_162137108.1_677	lcl|NC_020977.1_prot_WP_162137108.1_675	lcl|NC_020978.1_prot_WP_162137108.1_677	lcl|NC_020936.1_prot_WP_162137108.1_676	lcl|NC_020976.1_prot_WP_162137108.1_677	lcl|NC_020935.1_prot_WP_162137108.1_676	lcl|NC_020932.1_prot_WP_162137108.1_675	lcl|NC_020975.1_prot_WP_162137108.1_677	lcl|NC_020931.1_prot_WP_162137108.1_676	lcl|NC_020974.1_prot_WP_162137108.1_676
18	18	0.99	lcl|NC_020929.1_prot_L1115_RS00550_108	lcl|NC_020972.1_prot_L11322_RS00555_108	lcl|NC_020973.1_prot_L1224_RS00550_108	lcl|NC_020937.1_prot_L1440_RS00550_108	lcl|NC_020930.1_prot_L225667R_RS00550_108	lcl|NC_010287.1_prot_CTL_RS01890_358	lcl|NC_020945.1_prot_L2B8200_RS00550_108	lcl|NC_020933.1_prot_L2BAMS1_RS00550_108	lcl|NC_020934.1_prot_L2BAMS2_RS00550_108	lcl|NC_020977.1_prot_L2BAMS3_RS00555_108	lcl|NC_020978.1_prot_L2BAMS4_RS00550_108	lcl|NC_020936.1_prot_L2BAMS5_RS00550_108	lcl|NC_020976.1_prot_L2BCV204_RS00550_109	lcl|NC_020935.1_prot_L2BCAN1_RS00550_108	lcl|NC_020932.1_prot_L2BCAN2_RS00555_108	lcl|NC_020975.1_prot_L2BLST_RS00550_109	lcl|NC_020931.1_prot_L2BUCH2_RS00550_108	lcl|NC_020974.1_prot_L3404_RS00550_108
18	18	0.99	lcl|NC_020929.1_prot_L1115_RS02935_568	lcl|NC_020972.1_prot_L11322_RS02945_568	lcl|NC_020973.1_prot_L1224_RS02945_569	lcl|NC_020937.1_prot_L1440_RS02945_568	lcl|NC_020930.1_prot_L225667R_RS02945_569	lcl|NC_010287.1_prot_CTL_RS04315_819	lcl|NC_020945.1_prot_L2B8200_RS02945_568	lcl|NC_020933.1_prot_L2BAMS1_RS02940_568	lcl|NC_020934.1_prot_L2BAMS2_RS02940_569	lcl|NC_020977.1_prot_L2BAMS3_RS02945_567	lcl|NC_020978.1_prot_L2BAMS4_RS02940_569	lcl|NC_020936.1_prot_L2BAMS5_RS02940_568	lcl|NC_020976.1_prot_L2BCV204_RS02945_569	lcl|NC_020935.1_prot_L2BCAN1_RS02940_568	lcl|NC_020932.1_prot_L2BCAN2_RS02965_567	lcl|NC_020975.1_prot_L2BLST_RS02945_569	lcl|NC_020931.1_prot_L2BUCH2_RS02945_568	lcl|NC_020974.1_prot_L3404_RS02940_569
18	18	0.99	lcl|NC_020929.1_prot_WP_009871373.1_27	lcl|NC_020972.1_prot_WP_009871373.1_27	lcl|NC_020973.1_prot_WP_009871373.1_27	lcl|NC_020937.1_prot_WP_009871373.1_27	lcl|NC_020930.1_prot_WP_009871373.1_27	lcl|NC_010287.1_prot_WP_009871373.1_277	lcl|NC_020945.1_prot_WP_009871373.1_27	lcl|NC_020933.1_prot_WP_009871373.1_27	lcl|NC_020934.1_prot_WP_009871373.1_27	lcl|NC_020977.1_prot_WP_009871373.1_27	lcl|NC_020978.1_prot_WP_009871373.1_27	lcl|NC_020936.1_prot_WP_009871373.1_27	lcl|NC_020976.1_prot_WP_009871373.1_27	lcl|NC_020935.1_prot_WP_009871373.1_27	lcl|NC_020932.1_prot_WP_009871373.1_27	lcl|NC_020975.1_prot_WP_009871373.1_27	lcl|NC_020931.1_prot_WP_009871373.1_27	lcl|NC_020974.1_prot_WP_009871373.1_27
18	18	0.99	lcl|NC_020929.1_prot_WP_009871377.1_31	lcl|NC_020972.1_prot_WP_009871377.1_31	lcl|NC_020973.1_prot_WP_009871377.1_31	lcl|NC_020937.1_prot_WP_009871377.1_31	lcl|NC_020930.1_prot_WP_009871377.1_31	lcl|NC_010287.1_prot_WP_009871377.1_281	lcl|NC_020945.1_prot_WP_009871377.1_31	lcl|NC_020933.1_prot_WP_009871377.1_31	lcl|NC_020934.1_prot_WP_009871377.1_31	lcl|NC_020977.1_prot_WP_009871377.1_31	lcl|NC_020978.1_prot_WP_009871377.1_31	lcl|NC_020936.1_prot_WP_009871377.1_31	lcl|NC_020976.1_prot_WP_009871377.1_31	lcl|NC_020935.1_prot_WP_009871377.1_31	lcl|NC_020932.1_prot_WP_009871377.1_31	lcl|NC_020975.1_prot_WP_009871377.1_31	lcl|NC_020931.1_prot_WP_009871377.1_31	lcl|NC_020974.1_prot_WP_009871377.1_31
18	18	0.99	lcl|NC_020929.1_prot_WP_009871498.1_154	lcl|NC_020972.1_prot_WP_009871498.1_154	lcl|NC_020973.1_prot_WP_009871498.1_154	lcl|NC_020937.1_prot_WP_009871498.1_154	lcl|NC_020930.1_prot_WP_009871498.1_154	lcl|NC_010287.1_prot_WP_009871498.1_404	lcl|NC_020945.1_prot_WP_009871498.1_154	lcl|NC_020933.1_prot_WP_009871498.1_154	lcl|NC_020934.1_prot_WP_009871498.1_154	lcl|NC_020977.1_prot_WP_009871498.1_154	lcl|NC_020978.1_prot_WP_009871498.1_154	lcl|NC_020936.1_prot_WP_009871498.1_154	lcl|NC_020976.1_prot_WP_009871498.1_155	lcl|NC_020935.1_prot_WP_009871498.1_154	lcl|NC_020932.1_prot_WP_009871498.1_154	lcl|NC_020975.1_prot_WP_009871498.1_155	lcl|NC_020931.1_prot_WP_009871498.1_154	lcl|NC_020974.1_prot_WP_009871498.1_154
18	18	0.99	lcl|NC_020929.1_prot_WP_009871586.1_241	lcl|NC_020972.1_prot_WP_009871586.1_241	lcl|NC_020973.1_prot_WP_009871586.1_241	lcl|NC_020937.1_prot_WP_009871586.1_240	lcl|NC_020930.1_prot_WP_009871586.1_241	lcl|NC_010287.1_prot_WP_009871586.1_491	lcl|NC_020945.1_prot_WP_009871586.1_241	lcl|NC_020933.1_prot_WP_009871586.1_241	lcl|NC_020934.1_prot_WP_009871586.1_241	lcl|NC_020977.1_prot_WP_009871586.1_240	lcl|NC_020978.1_prot_WP_009871586.1_241	lcl|NC_020936.1_prot_WP_009871586.1_241	lcl|NC_020976.1_prot_WP_009871586.1_242	lcl|NC_020935.1_prot_WP_009871586.1_241	lcl|NC_020932.1_prot_WP_009871586.1_240	lcl|NC_020975.1_prot_WP_009871586.1_242	lcl|NC_020931.1_prot_WP_009871586.1_241	lcl|NC_020974.1_prot_WP_009871586.1_241
18	18	0.99	lcl|NC_020929.1_prot_WP_009871600.1_255	lcl|NC_020972.1_prot_WP_009871600.1_255	lcl|NC_020973.1_prot_WP_009871600.1_255	lcl|NC_020937.1_prot_WP_009871600.1_254	lcl|NC_020930.1_prot_WP_009871600.1_255	lcl|NC_010287.1_prot_WP_009871600.1_505	lcl|NC_020945.1_prot_WP_009871600.1_255	lcl|NC_020933.1_prot_WP_009871600.1_255	lcl|NC_020934.1_prot_WP_009871600.1_255	lcl|NC_020977.1_prot_WP_009871600.1_254	lcl|NC_020978.1_prot_WP_009871600.1_255	lcl|NC_020936.1_prot_WP_009871600.1_255	lcl|NC_020976.1_prot_WP_009871600.1_256	lcl|NC_020935.1_prot_WP_009871600.1_255	lcl|NC_020932.1_prot_WP_009871600.1_254	lcl|NC_020975.1_prot_WP_009871600.1_256	lcl|NC_020931.1_prot_WP_009871600.1_255	lcl|NC_020974.1_prot_WP_009871600.1_255
18	18	0.99	lcl|NC_020929.1_prot_WP_009871626.1_281	lcl|NC_020972.1_prot_WP_009871626.1_281	lcl|NC_020973.1_prot_WP_009871626.1_281	lcl|NC_020937.1_prot_WP_009871626.1_280	lcl|NC_020930.1_prot_WP_009871626.1_281	lcl|NC_010287.1_prot_WP_009871626.1_531	lcl|NC_020945.1_prot_WP_009871626.1_281	lcl|NC_020933.1_prot_WP_009871626.1_281	lcl|NC_020934.1_prot_WP_009871626.1_281	lcl|NC_020977.1_prot_WP_009871626.1_280	lcl|NC_020978.1_prot_WP_009871626.1_281	lcl|NC_020936.1_prot_WP_009871626.1_281	lcl|NC_020976.1_prot_WP_009871626.1_282	lcl|NC_020935.1_prot_WP_009871626.1_281	lcl|NC_020932.1_prot_WP_009871626.1_280	lcl|NC_020975.1_prot_WP_009871626.1_282	lcl|NC_020931.1_prot_WP_009871626.1_281	lcl|NC_020974.1_prot_WP_009871626.1_281
18	18	0.99	lcl|NC_020929.1_prot_WP_009871694.1_348	lcl|NC_020972.1_prot_WP_009871694.1_348	lcl|NC_020973.1_prot_WP_009871694.1_349	lcl|NC_020937.1_prot_WP_009871694.1_348	lcl|NC_020930.1_prot_WP_009871694.1_349	lcl|NC_010287.1_prot_WP_009871694.1_599	lcl|NC_020945.1_prot_WP_009871694.1_348	lcl|NC_020933.1_prot_WP_009871694.1_348	lcl|NC_020934.1_prot_WP_009871694.1_348	lcl|NC_020977.1_prot_WP_009871694.1_347	lcl|NC_020978.1_prot_WP_009871694.1_348	lcl|NC_020936.1_prot_WP_009871694.1_348	lcl|NC_020976.1_prot_WP_009871694.1_349	lcl|NC_020935.1_prot_WP_009871694.1_348	lcl|NC_020932.1_prot_WP_009871694.1_347	lcl|NC_020975.1_prot_WP_009871694.1_349	lcl|NC_020931.1_prot_WP_009871694.1_348	lcl|NC_020974.1_prot_WP_009871694.1_349
18	18	0.99	lcl|NC_020929.1_prot_WP_009871738.1_394	lcl|NC_020972.1_prot_WP_009871738.1_394	lcl|NC_020973.1_prot_WP_009871738.1_395	lcl|NC_020937.1_prot_WP_009871738.1_394	lcl|NC_020930.1_prot_WP_009871738.1_395	lcl|NC_010287.1_prot_WP_009871738.1_645	lcl|NC_020945.1_prot_WP_009871738.1_394	lcl|NC_020933.1_prot_WP_009871738.1_394	lcl|NC_020934.1_prot_WP_009871738.1_394	lcl|NC_020977.1_prot_WP_009871738.1_393	lcl|NC_020978.1_prot_WP_009871738.1_394	lcl|NC_020936.1_prot_WP_009871738.1_394	lcl|NC_020976.1_prot_WP_009871738.1_395	lcl|NC_020935.1_prot_WP_009871738.1_394	lcl|NC_020932.1_prot_WP_009871738.1_393	lcl|NC_020975.1_prot_WP_009871738.1_395	lcl|NC_020931.1_prot_WP_009871738.1_394	lcl|NC_020974.1_prot_WP_009871738.1_395
